replicate,temperature,block_size,block_lag,lag_time,heldout_identity_correlation,single_mode_prediction,two_mode_prediction,hmm_prediction,static_prediction,poisson_prediction
5.0,0.58,20.0,17.0,340.0,0.004185721137226241,4.5555452348859744e-09,4.6131012919391844e-07,5.6160864033812506e-05,0.009335961494901112,0.0
5.0,0.58,20.0,18.0,360.0,0.009962161339944835,1.6087444884057003e-09,2.2299123795206562e-07,3.680007081372014e-05,0.009335961494901112,0.0
5.0,0.58,20.0,19.0,380.0,1.609428251204399e-05,5.681117617176922e-10,1.077910261590898e-07,2.4113681924114847e-05,0.009335961494901112,0.0
5.0,0.58,20.0,20.0,400.0,0.00789785469573522,2.0062289327364477e-10,5.21047617257822e-08,1.580077546265467e-05,0.009335961494901112,0.0
5.0,0.58,20.0,21.0,420.0,0.012789752065516085,7.084793524392685e-11,2.518675525450126e-08,1.0353645121757754e-05,0.009335961494901112,0.0
5.0,0.58,20.0,22.0,440.0,0.012898608596792961,2.5019228097170614e-11,1.2174945614159673e-08,6.784348499898747e-06,0.009335961494901112,0.0
5.0,0.58,20.0,23.0,460.0,0.007351017917723172,8.835286059122122e-12,5.885208285464033e-09,4.445524646325162e-06,0.009335961494901112,0.0
5.0,0.58,20.0,24.0,480.0,0.0030205245265495836,3.1200914529951216e-12,2.8448321381421813e-09,2.9129826366348084e-06,0.009335961494901112,0.0
5.0,0.58,20.0,25.0,500.0,0.009240836022167827,1.1018285780348026e-12,1.3751543703552145e-09,1.9087663473759584e-06,0.009335961494901112,0.0
5.0,0.58,20.0,26.0,520.0,-0.0009282201968343753,3.8909956123522936e-13,6.647315027669802e-10,1.2507417390870354e-06,0.009335961494901112,0.0
5.0,0.58,20.0,27.0,540.0,-0.008060242360586823,1.3740655449641678e-13,3.2132244953467134e-10,8.195633268812761e-07,0.009335961494901112,0.0
5.0,0.58,20.0,28.0,560.0,0.011510816111114942,4.8523727856795204e-14,1.5532303816681777e-10,5.370285693503708e-07,0.009335961494901112,0.0
5.0,0.58,20.0,29.0,580.0,-0.0041115087372846065,1.7135661204442267e-14,7.508111001988199e-11,3.51894325720951e-07,0.009335961494901112,0.0
5.0,0.58,20.0,30.0,600.0,-0.0074236069418606495,6.051284554640995e-15,3.629321926965716e-11,2.3058292154623384e-07,0.009335961494901112,0.0
5.0,0.58,50.0,1.0,50.0,0.06493284596038125,0.06246886656850047,0.06234754180217389,0.057701004996804764,0.022993135663301717,0.0
5.0,0.58,50.0,2.0,100.0,0.016368835354070865,0.008627508673646825,0.009368947873983497,0.025315973002326343,0.022993135663301717,0.0
5.0,0.58,50.0,3.0,150.0,0.01891599251751705,0.0011915360403126642,0.0020458386134355514,0.011107232691874367,0.022993135663301717,0.0
5.0,0.58,50.0,4.0,200.0,0.016225236312410598,0.00016456177432782042,0.001028211963167726,0.0048732323288583805,0.022993135663301717,0.0
5.0,0.58,50.0,5.0,250.0,0.004406678458161011,2.2727451502696017e-05,0.0008814805875048987,0.0021381017207286845,0.022993135663301717,0.0
5.0,0.58,50.0,6.0,300.0,0.024792004249418572,3.138864137296036e-06,0.0008550789840393652,0.0009380794223808103,0.022993135663301717,0.0
5.0,0.58,50.0,7.0,350.0,0.02141230119170317,4.3350518518252927e-07,0.0008453469239292197,0.00041157677119047696,0.022993135663301717,0.0
5.0,0.58,50.0,8.0,400.0,0.012042644968219204,5.98709397285439e-08,0.0008379675806740006,0.00018057686219537675,0.022993135663301717,0.0
5.0,0.58,50.0,9.0,450.0,0.01802803730235296,8.268711762858527e-09,0.0008309632534860845,7.922702504810985e-05,0.022993135663301717,0.0
5.0,0.58,50.0,10.0,500.0,0.016706036788643387,1.141982980845684e-09,0.0008240603885751547,3.4760386362137866e-05,0.022993135663301717,0.0
5.0,0.58,50.0,11.0,550.0,-0.003784193215747209,1.577180540261513e-10,0.00081722079352817,1.525091292158681e-05,0.022993135663301717,0.0
5.0,0.58,50.0,12.0,600.0,-0.017930910507555863,2.1782272575879418e-11,0.000810438784862047,6.691247402105071e-06,0.022993135663301717,0.0
