independent_replicate_count,required_replicate_count,required_realizations_per_replicate,radial_bin_count,quality_realization_completeness_pass,quality_pass,precision_pass,raw_curve_transfer_pass,curve_transfer_pass,mechanism_state,maximum_ensemble_msd_relative_error,maximum_ensemble_ngp_absolute_error,maximum_ensemble_fs_absolute_error,maximum_ensemble_msd_mc_relative_se,maximum_ensemble_ngp_mc_se,maximum_ensemble_fs_mc_se,cage_anchor_memory_required,heldout_events_used_in_calibration,next_required_test,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,temperature,calibration_time,block_size,surrogate_realizations_per_replicate,surrogate_base_seed
3.0,3.0,16.0,8.0,1.0,1.0,1.0,0.0,0.0,curve_open,3.3981894621459805,1.9760066636068214,0.5366481931710047,0.009105859412347159,0.0024672107909381224,0.0007276277331981725,0.0,0.0,cross_temperature_cage_anchor_gate,0.0,0.0,0.0,0.45,5000.0,20.0,16.0,781031.0
