sweep,value,peak_time,peak_ngp
delay,1.2,8.704931183991107,0.19999930627007467
delay,2.0,9.905597554196776,0.20000002552074259
delay,3.0,11.30637498610339,0.2000000191777156
delay,5.0,13.807763257365202,0.19999977513795764
jump_variance,0.3,23.01287209560867,0.0749999995559214
jump_variance,0.6,13.70770772651473,0.14999995246027753
jump_variance,0.9,10.505930739299611,0.2249998359458647
jump_variance,1.3,8.404764591439688,0.32500154082820876
