held_clone_index,lag_frames,lag_time,kernel,observed_random_force_correlation,fdt_target_force_correlation,thermodynamic_claim_allowed
4.0,31.0,0.31,445.75412905153456,18.044039579619337,97.77776801978904,0.0
4.0,32.0,0.32,-336.55089906953066,19.68536908940239,-73.82364759265647,0.0
4.0,33.0,0.33,439.07750539634964,18.30388456325872,96.31322665861045,0.0
4.0,34.0,0.34,-330.0339702968794,20.100777790439384,-72.39413587710685,0.0
4.0,35.0,0.35000000000000003,431.60553108764555,18.840207685009702,94.67422227706757,0.0
4.0,36.0,0.36,-323.4723370123308,20.52014956334744,-70.95481806642799,0.0
4.0,37.0,0.37,424.8272498106249,19.120957567167572,93.18738195168994,0.0
4.0,38.0,0.38,-316.88587960941214,20.462288326568824,-69.51005499629085,0.0
4.0,39.0,0.39,418.0949073763766,18.772174955931312,91.71061847634903,0.0
4.0,40.0,0.4,-311.63784753930696,19.719266450231974,-68.35888032651717,0.0
4.0,41.0,0.41000000000000003,412.1869705684345,17.797207505256637,90.41469133393157,0.0
4.0,42.0,0.42,-305.8010264544507,18.51926700188252,-67.07855267319304,0.0
4.0,43.0,0.43,404.40559581082556,16.61355433923744,88.70781885348268,0.0
4.0,44.0,0.44,-301.77161609204745,17.399665554191806,-66.19468704863917,0.0
4.0,45.0,0.45,397.7334750100397,15.79375970998613,87.24426520957728,0.0
4.0,46.0,0.46,-298.70321511941347,16.88523609205077,-65.52162228279555,0.0
4.0,47.0,0.47000000000000003,390.64239000112156,15.735890055960791,85.6888102629548,0.0
4.0,48.0,0.48,-293.263001424389,17.171716332462864,-64.32829188385564,0.0
4.0,49.0,0.49,383.5802125255786,16.385973574016898,84.13969628752737,0.0
4.0,50.0,0.5,-287.3558455520699,17.962629494233447,-63.03253604246987,0.0
4.0,51.0,0.51,376.54605100617493,17.272336303218136,82.5967277126284,0.0
4.0,52.0,0.52,-281.82613961947766,18.728666927839132,-61.819575200031665,0.0
4.0,53.0,0.53,371.83641615264236,17.931935778471704,81.56365240461845,0.0
4.0,54.0,0.54,-277.0854556612196,19.137567495663124,-60.779689159464894,0.0
4.0,55.0,0.55,367.58700819083174,18.18378452706714,80.63152951706282,0.0
4.0,56.0,0.56,-271.4167920508208,19.150556530498186,-59.536247451680474,0.0
4.0,57.0,0.5700000000000001,360.67719605906154,18.077918264691583,79.11583742663142,0.0
4.0,58.0,0.58,-267.94555870504314,18.839462708083893,-58.774819959021706,0.0
4.0,59.0,0.59,353.9618319878152,17.664692276087653,77.64279821615033,0.0
4.0,60.0,0.6,-263.371136953544,18.23936840444844,-57.77140413022285,0.0
4.0,61.0,0.61,347.5925030551603,17.00661489670827,76.24566305524,0.0
4.0,62.0,0.62,-258.47311884602834,17.48799780086737,-56.69700627934388,0.0
4.0,63.0,0.63,340.1490383104335,16.341919841278234,74.61291234887643,0.0
4.0,64.0,0.64,-253.7924449533696,16.903605538625328,-55.67028366204254,0.0
4.0,65.0,0.65,334.31379625229295,16.002100191110294,73.33293106072952,0.0
4.0,66.0,0.66,-250.26437651845416,16.739520480115267,-54.89638918860017,0.0
4.0,67.0,0.67,328.69503226385143,16.083657650117964,72.10043501411127,0.0
4.0,68.0,0.68,-244.8184728229321,16.91529296192631,-53.701810667629694,0.0
4.0,69.0,0.6900000000000001,322.8002007592648,16.367106252880827,70.80738256701979,0.0
4.0,70.0,0.7000000000000001,-240.14075774713723,17.127188460423937,-52.67573707742664,0.0
4.0,71.0,0.71,318.6148962937361,16.525898168194832,69.88932101144115,0.0
4.0,72.0,0.72,-236.18059889291936,17.10231148546723,-51.807062019737025,0.0
4.0,73.0,0.73,313.6750571860179,16.409303002311066,68.80574957407212,0.0
4.0,74.0,0.74,-232.3535702306556,16.827867618588577,-50.967589547457024,0.0
4.0,75.0,0.75,309.9027562955476,16.112132494245806,67.9782818349531,0.0
4.0,76.0,0.76,-227.21899931855077,16.46435724473114,-49.84130298990301,0.0
4.0,77.0,0.77,305.39977230125777,15.80938590086348,66.99053613458833,0.0
4.0,78.0,0.78,-223.89952766501207,16.148597492346884,-49.113164969109825,0.0
4.0,79.0,0.79,300.99524672765745,15.569026671361183,66.02438764216924,0.0
4.0,80.0,0.8,-219.9070169047088,15.886879906127813,-48.23739340470932,0.0
4.0,81.0,0.81,295.3397620588893,15.367279333694423,64.78383678253076,0.0
4.0,82.0,0.8200000000000001,-216.12396882353534,15.64339418269137,-47.40756823073786,0.0
4.0,83.0,0.8300000000000001,289.87109001726583,15.157581518394917,63.5842639431273,0.0
4.0,84.0,0.84,-212.73543183289567,15.359108631792717,-46.66428048037597,0.0
4.0,85.0,0.85,285.82796840401556,14.876908794373493,62.69739070649044,0.0
4.0,86.0,0.86,-209.37264728379205,14.990286173718708,-45.926641620490564,0.0
4.0,87.0,0.87,281.2918084955558,14.516689926222147,61.70236775028409,0.0
4.0,88.0,0.88,-205.50914981597126,14.563622564584367,-45.079169584825024,0.0
4.0,89.0,0.89,275.08110592483257,14.134074394669145,60.34002785117375,0.0
4.0,90.0,0.9,-199.44120506262607,14.163049600705888,-43.74814412531462,0.0
4.0,91.0,0.91,268.7843273715384,13.833843594635898,58.958806876359624,0.0
4.0,92.0,0.92,-195.8895353595437,13.88494812774877,-42.96907262899483,0.0
4.0,93.0,0.93,261.1368257662293,13.64766154728645,57.28129995233868,0.0
4.0,94.0,0.9400000000000001,-191.63634346396378,13.637415808555158,-42.03611972198636,0.0
4.0,95.0,0.9500000000000001,256.06192041267616,13.340062097140107,56.168101249192766,0.0
4.0,96.0,0.96,-188.498536466507,13.077033303795806,-41.34783049549951,0.0
4.0,97.0,0.97,252.62285641185295,12.53889472882836,55.413730217805586,0.0
4.0,98.0,0.98,-184.3611632620629,11.925908894915018,-40.44028283406515,0.0
4.0,99.0,0.99,248.75273508405246,11.16215195321492,54.564805214680455,0.0
