time_label,tail_radius,renewal_tail_probability,gaussian_tail_probability,tail_ratio
t=2.0,5.0,9.539435655285094e-05,1.0063500346187628e-05,9.479242139539384
t=11.3,5.0,0.016581223136213935,0.005727132794694949,2.8952049359800327
t=80.0,5.0,0.530497633207796,0.5491604347473346,0.9660157572201551
