inverse_intercept,inverse_slope,amplitude,correlation_length,inverse_space_r_squared,fit_shell_count,fit_wave_number_min,fit_wave_number_max,fit_valid,temperature,lag,raw_q0_susceptibility,minimum_q_s4,minimum_q_wavevector_standard_deviation,minimum_q_wavevector_min,minimum_q_wavevector_max,minimum_q_to_raw_q0_ratio,all_minimum_q_directions_exceed_raw_q0,ensemble_correction_available,xi4_identifiable,verdict,independent_replicate_count,xi4_claim_allowed,thermodynamic_claim_allowed
-0.1237998327267393,0.8726601584541294,nan,nan,0.9607130707383138,6.0,0.41730503688538984,1.0221844074625182,False,0.45,1375.0,12.07662855527692,18.482066614075077,11.393529231019972,6.721261481072385,33.90088411571177,1.5303995257848084,0.0,0.0,0.0,xi4_not_identifiable_negative_OZ_intercept,1.0,0.0,0.0
