record,member_index,epsilon,stride,frame_time,maximum_time,position_velocity_relative_l2_error,velocity_force_relative_l2_error,force_generator_relative_l2_error,generator_second_relative_l2_error,tangent_innovation_rms,tangent_innovation_lag1_correlation,tangent_innovation_squared_norm_lag1_correlation,symmetric_tangent_residual_rms,symmetric_tangent_residual_lag1_correlation,symmetric_tangent_residual_squared_norm_lag1_correlation,symmetric_tangent_residual_max_abs_component_excess_kurtosis,symmetric_tangent_residual_normalized_mean,dump_float_format_verified,fit_parameters_from_macro_observables,thermodynamic_claim_allowed,reference_epsilon,symmetric_residual_cross_epsilon_relative_l2_error,symmetric_residual_cross_epsilon_correlation,maximum_symmetric_residual_cross_epsilon_relative_l2_error,minimum_symmetric_residual_cross_epsilon_correlation
resolution_aggregate,,0.001,2,0.002,0.2,0.004535634878213959,0.0008281855796073813,0.01166754125029701,0.3276473543723026,114.7885519626345,0.2083725666653082,0.26735989705000324,114.88520421922146,0.18742191698647925,0.2842018706299206,4.6605366014332015,1.301698401913393,1.0,0.0,0.0,,,,,
resolution_member,1,0.001,2,0.002,0.2,,,,,126.19680933002668,0.23015334596548268,0.5221603789981628,125.88807136706191,0.20610937022066778,0.5072423385789748,4.534642346753342,1.104470580205706,1.0,0.0,0.0,,,,,
resolution_member,2,0.001,2,0.002,0.2,,,,,121.21181613031257,0.3027901948484386,0.08009375848620312,119.79027358612822,0.27538088630366514,0.07801488220877895,4.240086623117285,0.8689158012877319,1.0,0.0,0.0,,,,,
resolution_member,3,0.001,2,0.002,0.2,,,,,99.04464305978242,0.2653502731155317,0.2630050730774451,98.87772010738604,0.24404103385267997,0.2524587235346135,8.866271189125204,2.2228347926671304,1.0,0.0,0.0,,,,,
resolution_member,4,0.001,2,0.002,0.2,,,,,109.4744506632176,0.2430853611236254,0.36945692829662813,104.7717589164817,0.13884859366105615,0.40314010559083685,3.007027641440877,1.4637045526164438,1.0,0.0,0.0,,,,,
resolution_member,5,0.001,2,0.002,0.2,,,,,105.34135405939111,0.03290541491596514,0.19365532502517405,108.25186977106189,0.04975072390557904,0.1530004570746936,13.148714125528322,0.4233082707457316,1.0,0.0,0.0,,,,,
resolution_member,6,0.001,2,0.002,0.2,,,,,119.76339648837406,0.2163085839662458,0.26537848270758463,121.62601790415461,0.20760365390166438,0.284189359513309,3.50500439521148,1.2280608741827783,1.0,0.0,0.0,,,,,
resolution_member,7,0.001,2,0.002,0.2,,,,,84.89648113344451,0.21656296895067892,0.28412867031829747,89.46208269922455,0.2575869176801694,0.30810949653282643,12.256998965174693,1.9396130776084144,1.0,0.0,0.0,,,,,
resolution_member,8,0.001,2,0.002,0.2,,,,,142.6582386318714,0.1491774731448643,0.1542773497184551,141.85422182105242,0.13542237329402143,0.22790492288914965,3.931730510610816,1.470285685030155,1.0,0.0,0.0,,,,,
resolution_aggregate,,0.002,2,0.002,0.2,0.0024405184053906278,0.0007715794545168943,0.010838852964013273,0.3276411950156046,114.80319106401818,0.20791640145265028,0.26755079653799385,114.90181609375279,0.18697706449494225,0.2843911430595978,4.6635145905808955,1.3005291763743794,1.0,0.0,0.0,,,,,
resolution_member,1,0.002,2,0.002,0.2,,,,,126.20967523626953,0.23016574849608254,0.5219573216363821,125.90384561328409,0.2061120596748127,0.507202267446957,4.5333870805333385,1.1041146222133245,1.0,0.0,0.0,,,,,
resolution_member,2,0.002,2,0.002,0.2,,,,,121.23948384545075,0.3021108647152549,0.08058881932303905,119.8173807278085,0.27474355997122596,0.07873805827106378,4.243909723436202,0.8684926893169086,1.0,0.0,0.0,,,,,
resolution_member,3,0.002,2,0.002,0.2,,,,,99.02394027068421,0.2654352190336818,0.26248966643946,98.8562634004981,0.24403726732477843,0.25193730952797416,8.91827368686561,2.224391860109175,1.0,0.0,0.0,,,,,
resolution_member,4,0.002,2,0.002,0.2,,,,,109.46371464304161,0.24211459333762098,0.3703798421401489,104.76181515449382,0.13808093976624164,0.403746995059989,3.0080423081956225,1.4649392404740058,1.0,0.0,0.0,,,,,
resolution_member,5,0.002,2,0.002,0.2,,,,,105.43047216011908,0.03137146347864625,0.19573916285539447,108.34180164964985,0.04817946745869717,0.15454866202387704,13.107041308925066,0.4234018451170506,1.0,0.0,0.0,,,,,
resolution_member,6,0.002,2,0.002,0.2,,,,,119.79548716941287,0.2155321676005951,0.2652841362216501,121.65791568277872,0.20687094720083504,0.28400560797114616,3.5110973643806025,1.2275921256453166,1.0,0.0,0.0,,,,,
resolution_member,7,0.002,2,0.002,0.2,,,,,84.84718920245064,0.21719254422245804,0.2851792823312422,89.41954422235756,0.25812141514986003,0.30891087904026965,12.243411919403936,1.940057601383864,1.0,0.0,0.0,,,,,
resolution_member,8,0.002,2,0.002,0.2,,,,,142.67674151623808,0.1491591450056168,0.1543343733584026,141.87807307183547,0.13536665888624616,0.22778219020789306,3.9402070052550338,1.4682818753883786,1.0,0.0,0.0,,,,,
resolution_cross_epsilon,1,0.002,2,0.002,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.0033338911115672384,0.9999944234384192,,
resolution_cross_epsilon,2,0.002,2,0.002,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.005368983755046764,0.9999856134004792,,
resolution_cross_epsilon,3,0.002,2,0.002,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.005628793126360769,0.9999840254827627,,
resolution_cross_epsilon,4,0.002,2,0.002,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.015433448670092787,0.9998805206380895,,
resolution_cross_epsilon,5,0.002,2,0.002,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.009025413854834843,0.999959633411409,,
resolution_cross_epsilon,6,0.002,2,0.002,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.004911799865241548,0.999987902758453,,
resolution_cross_epsilon,7,0.002,2,0.002,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.005209199159154393,0.9999864853929924,,
resolution_cross_epsilon,8,0.002,2,0.002,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.005578431562846099,0.9999843811304435,,
resolution_cross_epsilon_aggregate,,0.002,2,0.002,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.006811245138143056,0.9999703732066311,0.015433448670092787,0.9998805206380895
resolution_aggregate,,0.001,5,0.005,0.2,0.0024293333524710446,0.0045389038677405135,0.02649696740245502,0.21849616783225978,226.44855657754044,0.2669553492497394,0.3511459616168286,202.8937674917885,0.06809465055513006,0.26799791164289444,4.730533247762055,1.094911434605919,1.0,0.0,0.0,,,,,
resolution_member,1,0.001,5,0.005,0.2,,,,,264.0192396785898,-0.08615920199159474,0.146890524024787,248.2015127205499,-0.2775466307000629,0.3034604748036977,3.0857521868896782,0.9045371722096577,1.0,0.0,0.0,,,,,
resolution_member,2,0.001,5,0.005,0.2,,,,,262.4994844095537,0.5897628539044014,0.8434172405136511,230.88041906515332,0.448920567917552,0.6366395989158006,2.5165278116456022,0.779071326735056,1.0,0.0,0.0,,,,,
resolution_member,3,0.001,5,0.005,0.2,,,,,195.3864982495249,0.3025038211544611,0.48171848718299076,180.68443395054447,0.14390925454670422,0.5095174161323949,3.4249474751850304,2.028894037847166,1.0,0.0,0.0,,,,,
resolution_member,4,0.001,5,0.005,0.2,,,,,269.7092931180447,0.5370644851563312,0.2960703922956923,180.24387984949195,0.1509434371274823,0.13413654002741449,5.256203513640392,1.3571256838006265,1.0,0.0,0.0,,,,,
resolution_member,5,0.001,5,0.005,0.2,,,,,157.80071820324304,0.17960700419193285,0.3419615470266809,155.90064588678905,0.11320414355375993,0.4497907881748579,1.5735629133288889,0.4798902898375817,1.0,0.0,0.0,,,,,
resolution_member,6,0.001,5,0.005,0.2,,,,,222.55197544514294,0.15938863073495332,0.2807522002325002,219.8784090099602,0.037083361126104504,0.24524253127407117,3.9692451858728353,1.0170630296203853,1.0,0.0,0.0,,,,,
resolution_member,7,0.001,5,0.005,0.2,,,,,126.94368149915965,0.18988236806534536,0.2674300551453587,146.63418622888867,0.32163823604390324,0.5421494490863185,2.515043865485498,1.8628877437820457,1.0,0.0,0.0,,,,,
resolution_member,8,0.001,5,0.005,0.2,,,,,264.86849334654397,0.0994252242603174,0.2941789010408315,234.79662831633865,-0.13842155932967393,0.05598221596947231,5.618683107192117,1.3979541696049251,1.0,0.0,0.0,,,,,
resolution_aggregate,,0.002,5,0.005,0.2,0.0018484017503380904,0.004491433315534266,0.026503356944280857,0.21848271590251042,226.44741058864312,0.26659710867725106,0.35031555419376714,202.90752228598294,0.06776102518983039,0.26772942704645064,4.740658556795514,1.0945198647789527,1.0,0.0,0.0,,,,,
resolution_member,1,0.002,5,0.005,0.2,,,,,264.07926179981234,-0.08695609833309799,0.14728934625293127,248.2553667114495,-0.2779944509256568,0.3038782054321206,3.0924854813503577,0.903609432113624,1.0,0.0,0.0,,,,,
resolution_member,2,0.002,5,0.005,0.2,,,,,262.4329530258675,0.589695869922214,0.8438331199232364,230.8437015083116,0.44875631223731577,0.6370760175166963,2.522330094722463,0.7793707505437614,1.0,0.0,0.0,,,,,
resolution_member,3,0.002,5,0.005,0.2,,,,,195.39810132141528,0.302358509047691,0.4815823152679478,180.68326273029868,0.1438453253460017,0.509955450538139,3.423573674528555,2.029739836755724,1.0,0.0,0.0,,,,,
resolution_member,4,0.002,5,0.005,0.2,,,,,269.78409872717987,0.5359153188376155,0.292227610240449,180.2947989185509,0.1494826146053925,0.131616207443521,5.351579157340916,1.358909779284078,1.0,0.0,0.0,,,,,
resolution_member,5,0.002,5,0.005,0.2,,,,,157.91720095841706,0.1790689420196847,0.34240143018001334,156.07006720584874,0.11216536144643016,0.449772195914911,1.5793891894267231,0.48016698478289155,1.0,0.0,0.0,,,,,
resolution_member,6,0.002,5,0.005,0.2,,,,,222.50493573923694,0.15952540185640945,0.28070219014514664,219.83453893960117,0.0372844202023015,0.24532592019306154,3.9805800973803196,1.0176592402944658,1.0,0.0,0.0,,,,,
resolution_member,7,0.002,5,0.005,0.2,,,,,126.88702207374229,0.19017772500593838,0.26794186882049925,146.59941084494199,0.32188955922978346,0.5421836045617694,2.511399123482108,1.8636742014798835,1.0,0.0,0.0,,,,,
resolution_member,8,0.002,5,0.005,0.2,,,,,264.7792357193911,0.09959891161892645,0.2930343102089994,234.78293289407227,-0.13836437875487959,0.05544845099060671,5.627542550726371,1.397382305254578,1.0,0.0,0.0,,,,,
resolution_cross_epsilon,1,0.002,5,0.005,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.0015144257203632441,0.9999988688173422,,
resolution_cross_epsilon,2,0.002,5,0.005,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.0027036483588267143,0.9999963667220304,,
resolution_cross_epsilon,3,0.002,5,0.005,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.003261112983428105,0.9999945944650113,,
resolution_cross_epsilon,4,0.002,5,0.005,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.009950139325988584,0.9999502238453283,,
resolution_cross_epsilon,5,0.002,5,0.005,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.0068785917399834945,0.9999769437704019,,
resolution_cross_epsilon,6,0.002,5,0.005,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.0026907708925267924,0.9999963600847548,,
resolution_cross_epsilon,7,0.002,5,0.005,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.003593628261122988,0.9999935091662518,,
resolution_cross_epsilon,8,0.002,5,0.005,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.0036051691629077546,0.9999934625419403,,
resolution_cross_epsilon_aggregate,,0.002,5,0.005,0.2,,,,,,,,,,,,,1.0,0.0,0.0,0.001,0.00427468580564346,0.9999875411766326,0.009950139325988584,0.9999502238453283
