temperature,parent_count,distinct_parent_restart_hash_count,clone_count_per_parent,target_count,observation_count,configuration_count,event_count,censored_count,cluster_cutoff,mode_ranks,eigenvalue_floor,softmode_feature_names,maximum_clone_position_difference,maximum_geometry_reference_error,integrity_gate_pass,geometry_reproduction_gate_pass,clone_invariance_gate_pass,geometry_mean_heldout_brier_skill,geometry_mean_heldout_log_likelihood_gain_per_observation,geometry_minimum_group_log_likelihood_gain,geometry_maximum_heldout_survival_calibration_error,geometry_binomial_mean_heldout_brier_skill,geometry_binomial_mean_heldout_log_likelihood_gain_per_trial,softmode_mean_heldout_brier_skill,softmode_mean_heldout_log_likelihood_gain_per_observation,softmode_minimum_group_log_likelihood_gain,softmode_maximum_heldout_survival_calibration_error,softmode_binomial_mean_heldout_brier_skill,softmode_binomial_mean_heldout_log_likelihood_gain_per_trial,geometry_softmode_mean_heldout_brier_skill,geometry_softmode_mean_heldout_log_likelihood_gain_per_observation,geometry_softmode_minimum_group_log_likelihood_gain,geometry_softmode_maximum_heldout_survival_calibration_error,geometry_softmode_binomial_mean_heldout_brier_skill,geometry_softmode_binomial_mean_heldout_log_likelihood_gain_per_trial,brier_increment_gate_pass,brier_reference_gate_pass,likelihood_gate_pass,survival_gate_pass,binomial_gate_pass,instantaneous_local_softmode_precursor_allowed,event_clock_claim_allowed,autonomous_single_particle_gle_claim_allowed,kramers_escape_claim_allowed,thermodynamic_claim_allowed
0.58,5,5,8,64,2560,320,1731,829,1.5,0;3,1e-06,log_inverse_eigenvalue_rank_0;log_target_weighted_softness_rank_0;log_inverse_eigenvalue_rank_3;log_target_weighted_softness_rank_3;log_cluster_particle_count;negative_or_zero_mode_count,0.0,0.0,True,True,True,0.008357453921058,0.0064617896947432914,1.2946834014508113,0.06742767815935347,0.008479689552262948,0.004420638783677688,-0.007985367273298304,-0.0034635584883523584,-5.60091700784028,0.06740591677818819,-0.0077424918967844425,-0.004275402478832735,-0.0008725905369870501,0.0019878973243852905,-3.737515833557609,0.06596168602134928,-0.0009585757646522142,-0.0006438749364510831,False,False,False,True,False,False,False,False,False,False
