temperature,replicate,parent_id,calibration_parent_id,heldout_parent_id,calibration_heldout_same_parent,source_doi,source_sha256,source_frame_index,velocity_seed,trajectory_length_tau,calibration_start_tau,calibration_stop_tau,heldout_start_tau,heldout_stop_tau,stationarity_pass,parent_stationarity_pass,input_lineage_join_pass,parent_input_lineage_join_pass,trajectory_sha256,trajectory_size_bytes,trajectory_hash_scope,available_observables,lag_grid,evidence_role,recorded_independence_class,recorded_independently_prepared_parent_samples,audited_independence_class,restart_is_independent_sample,parent_unit_contribution,positive_memory_closure_claim_allowed,microdynamic_closure_claim_allowed,complete_microscopic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,thermodynamic_glass_transition_claim_allowed
0.45,1,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,1,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,10000,0,5000,5000,10000,0,0,1,1,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file,MSD;NGP;Fs_k2;Fs_k4;Fs_k7p25,20;100;200;500;1000;2000;3000,primary,decorrelated_parent_frames_plus_velocity_seeds,0,correlated_restarts_of_one_parent_trajectory,0,1,0,0,0,0,0,0
0.45,2,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,1,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,10000,0,5000,5000,10000,0,0,1,1,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file,MSD;NGP;Fs_k2;Fs_k4;Fs_k7p25,20;100;200;500;1000;2000;3000,primary,decorrelated_parent_frames_plus_velocity_seeds,0,correlated_restarts_of_one_parent_trajectory,0,0,0,0,0,0,0,0
0.45,3,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,1,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,10000,0,5000,5000,10000,0,0,1,1,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file,MSD;NGP;Fs_k2;Fs_k4;Fs_k7p25,20;100;200;500;1000;2000;3000,primary,decorrelated_parent_frames_plus_velocity_seeds,0,correlated_restarts_of_one_parent_trajectory,0,0,0,0,0,0,0,0
0.58,1,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,1,10.5281/zenodo.7469766,bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,3000,58117,1500,0,750,750,1500,0,0,1,1,36aec61ab2d8c3cd75503e385c59e9eb38e1c9c1485edf0f72504b2ebefb05b1,236696897,complete_file,MSD;NGP;Fs_k2;Fs_k4;Fs_k7p25,20;100;200;400;600,canary_only,decorrelated_parent_frames_plus_velocity_seeds,0,correlated_restarts_of_one_parent_trajectory,0,1,0,0,0,0,0,0
0.58,2,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,1,10.5281/zenodo.7469766,bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,8000,58139,1500,0,750,750,1500,0,0,1,1,c8ff1665b78b807552d248d3c567f754c4520b77a9fe80a63d838a04f53e2b10,236765834,complete_file,MSD;NGP;Fs_k2;Fs_k4;Fs_k7p25,20;100;200;400;600,canary_only,decorrelated_parent_frames_plus_velocity_seeds,0,correlated_restarts_of_one_parent_trajectory,0,0,0,0,0,0,0,0
0.58,3,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,1,10.5281/zenodo.7469766,bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,13000,58157,1500,0,750,750,1500,0,0,1,1,ff0e1ad0ec19998c970249ec82f60c7e0b07062e3babad26a4e6faeff87d4e42,236721050,complete_file,MSD;NGP;Fs_k2;Fs_k4;Fs_k7p25,20;100;200;400;600,canary_only,decorrelated_parent_frames_plus_velocity_seeds,0,correlated_restarts_of_one_parent_trajectory,0,0,0,0,0,0,0,0
0.58,4,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,1,10.5281/zenodo.7469766,bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,18000,58181,1500,0,750,750,1500,1,0,1,1,31f2f4b65668a328e39dce653bd16e631acabb20cb269b71c64466187e7abf1e,236718166,complete_file,MSD;NGP;Fs_k2;Fs_k4;Fs_k7p25,20;100;200;400;600,canary_only,decorrelated_parent_frames_plus_velocity_seeds,0,correlated_restarts_of_one_parent_trajectory,0,0,0,0,0,0,0,0
0.58,5,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,10.5281/zenodo.7469766:bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,1,10.5281/zenodo.7469766,bb7c44837f223a7c124129fcc96ecae4631ac0fac4f80145c0be192aa6391e70,23000,58201,1500,0,750,750,1500,0,0,1,1,d6f7a59a7b08a43f314a78aa1cd1200b9d03b303375772c86b6420050aa46aaf,236726521,complete_file,MSD;NGP;Fs_k2;Fs_k4;Fs_k7p25,20;100;200;400;600,canary_only,decorrelated_parent_frames_plus_velocity_seeds,0,correlated_restarts_of_one_parent_trajectory,0,0,0,0,0,0,0,0
