temperature,independent_replicate_count,lag_count,wave_number_count,maximum_ensemble_msd_relative_error,maximum_ensemble_ngp_absolute_error,maximum_ensemble_fs_absolute_error,maximum_count_tail_probability,diffusion_lag,predicted_diffusion,observed_diffusion,diffusion_relative_error,predicted_alpha_relaxation_time,observed_alpha_relaxation_time,alpha_relaxation_relative_error,predicted_diffusion_alpha_product,observed_diffusion_alpha_product,diffusion_alpha_product_relative_error,calibration_only_two_clock_count_law,calibration_only_jump_distribution,calibration_only_joint_displacement_distribution,kernel_mode,calibration_correlated_jump_kernel,calibration_state_conditioned_block_kernel,calibration_block_green_kubo_renormalization,calibration_state_conditioned_joint_displacement_kernel,external_cage_channel_used,calibration_cage_residual_transfer,block_direction_correlation_lag_count,unmeasured_block_correlation_assumed_zero,jump_direction_correlation_included,preregistered_heldout_prediction_claim_allowed,msd_relative_error_tolerance,ngp_absolute_error_tolerance,fs_absolute_error_tolerance,count_tail_probability_tolerance,diffusion_relative_error_tolerance,alpha_relaxation_relative_error_tolerance,diffusion_alpha_product_relative_error_tolerance,alpha_crossing_ready,curve_transfer_pass,derived_scalar_transfer_pass,joint_macro_transfer_pass,primary_failure,heldout_events_used_in_prediction,macro_fit_parameter_count,thermodynamic_claim_allowed
0.45,3.0,7.0,3.0,0.05856775840646011,2.114243101636561,0.2688885206007845,0.0,3000.0,3.19254042460008e-05,3.0159055943721973e-05,0.058567758406460335,426.43862566797605,1340.1437352259952,0.6817963517950083,0.013614225510559148,0.04041746988330932,0.6631598774028842,1.0,0.0,1.0,state-conditioned-joint-finite-gk,0.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.1,0.3,0.03,0.01,0.15,0.2,0.25,1.0,0.0,0.0,0.0,heldout_curve_shape,0.0,0.0,0.0
