verdict_id,sample_id,baseline_min_track_frames,threshold_count,selected_horizon_threshold,horizon_count,threshold_log_ratio_spread,naive_horizon_log_ratio_spread,censored_horizon_log_ratio_spread,threshold_stable_event_segmentation_ready,naive_horizon_stable,censored_horizon_stable,finite_exchange_selection_claim_allowed,real_pe_inversion_ready,thermodynamic_claim_allowed,primary_blocker,identifiability_stage,source_id,area_fraction,time_step_seconds,source_url,source_sha256
weeks_hard_colloid_event_clock_censoring_verdict,t2_10_29b,100.0,3.0,0.6,3.0,0.0703752285150757,0.9900259024844059,1.4503095939035822,1.0,0.0,0.0,0.0,0.0,0.0,observation_window_censoring,censoring_nonidentifiability_detected,vivek2017_2d_hard_colloid,0.76,16.5,https://faculty.college.emory.edu/sites/weeks/data/2dskanda/t2_10_29b.zip,4f91a2dd8090a175b727935ef689fb8ebd2c673a798310f0f25848d27b482877
weeks_hard_colloid_event_clock_censoring_verdict,t2_10_30b,100.0,3.0,0.6,3.0,0.07264804421305208,0.412303284034786,1.9147157226680098,1.0,0.0,0.0,0.0,0.0,0.0,observation_window_censoring,censoring_nonidentifiability_detected,vivek2017_2d_hard_colloid,0.78,16.5,https://faculty.college.emory.edu/sites/weeks/data/2dskanda/t2_10_30b.zip,48a6d4dc642ad5b7d3913fc871312d116f9ccc92863eccac5f2e6e56148c07eb
