replicate,temperature,threshold,calibration_time,heldout_time,halo_radius,halo_radius_source,event_rate,mean_self_jump_squared,integrated_neighbor_excess,integrated_neighbor_excess_over_self_jump_squared,median_event_duration,cluster_time_window,cluster_count,mean_cluster_size,nontrivial_event_fraction,response_lag,isolated_event_count,mean_response_amplitude,observed_diffusion,uncorrelated_event_diffusion,correlated_event_diffusion,cooperative_cluster_diffusion,cooperative_cluster_coverage,macro_fit_parameter_count,thermodynamic_claim_allowed
1.0,0.45,0.15,5000.0,5000.0,4.0,posthoc_sensitivity,0.00029655172413793103,0.21306700048015112,1.241490942541338,5.826763129642841,2.0,2.0,2291.0,2.1209079004801397,0.72134183988475,81.0,3968.0,0.836584962270799,2.946573173782478e-05,1.0530897724881033e-05,1.4302046606888704e-05,2.3723487150343244e-05,0.8051212629445652,0.0,0.0
2.0,0.45,0.15,5000.0,5000.0,4.0,posthoc_sensitivity,0.000298504729935917,0.21238063100392257,1.272367119037141,5.990975321161189,2.0,2.0,2297.0,2.12929908576404,0.7221427111020241,81.0,4071.0,0.8461327581675386,2.2619579491826396e-05,1.0566103816907592e-05,1.3774081086938778e-05,2.483664862700041e-05,1.098015488571534,0.0,0.0
3.0,0.45,0.15,5000.0,5000.0,4.0,posthoc_sensitivity,0.0002794018919743668,0.2115467468163656,1.2408699845823012,5.865701095651666,2.0,2.0,2167.0,2.1125980618366405,0.7225862822193098,77.0,3865.0,0.8467307051150238,3.361234848853201e-05,9.851093550252485e-06,1.2850824204792808e-05,2.2953191302326355e-05,0.6828797252937447,0.0,0.0
