temperature,replicate,lag,heldout_msd,heldout_ngp,inferred_mean_event_count,count_fano_factor,inferred_cage_variance,model,model_class,maximum_omitted_count_probability,calibration_event_path_statistics_used,heldout_msd_used_as_diagnostic_input,heldout_ngp_used_as_diagnostic_input,macro_fit_parameter_count,observed_fs_k2,predicted_fs_k2,fs_k2_absolute_error,observed_fs_k4,predicted_fs_k4,fs_k4_absolute_error,observed_fs_k7p25,predicted_fs_k7p25,fs_k7p25_absolute_error,maximum_absolute_error
0.45,2.0,200.0,0.06724485326,2.105302692,0.4730562374962481,3.155328000700246,0.005927946973825659,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.95799374,0.9579805056015662,1.3234398433814576e-05,0.85628286,0.8557201370836424,0.0005627229163576164,0.64804999,0.6457629581678268,0.0022870318321731586,0.0022870318321731586
0.45,2.0,200.0,0.06724485326,2.105302692,0.4730562374962481,3.155328000700246,0.005927946973825659,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.95799374,0.9607759373770095,0.0027821973770094655,0.85628286,0.8629835532834689,0.006700693283468895,0.64804999,0.6546814840001958,0.006631494000195803,0.006700693283468895
0.45,2.0,200.0,0.06724485326,2.105302692,0.4730562374962481,3.155328000700246,0.005927946973825659,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.95799374,0.962355904018051,0.004362164018051007,0.85628286,0.8671018558039439,0.010818995803943965,0.64804999,0.659826862253624,0.011776872253624004,0.011776872253624004
0.45,2.0,200.0,0.06724485326,2.105302692,0.4730562374962481,3.155328000700246,0.005927946973825659,empirical_path,factorized_event_path,1.8517409827722986e-12,1.0,1.0,1.0,0.0,0.95799374,0.962654709107751,0.004660969107750934,0.85628286,0.8678924610410044,0.011609601041004391,0.64804999,0.660687003283042,0.012637013283042009,0.012637013283042009
0.45,2.0,200.0,0.06724485326,2.105302692,0.4730562374962481,3.155328000700246,0.005927946973825659,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.95799374,0.95809605,0.00010230999999993884,0.85628286,0.85734489,0.001062030000000047,0.64804999,0.6548741,0.00682411000000005,0.00682411000000005
0.45,2.0,200.0,0.06724485326,2.105302692,0.4730562374962481,3.155328000700246,0.005927946973825659,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.95799374,0.95808247,8.872999999998132e-05,0.85628286,0.8569529,0.0006700400000000384,0.64804999,0.65228099,0.004230999999999985,0.004230999999999985
0.45,2.0,500.0,0.1073797565,2.365462548,0.9881715134833602,4.8228018694648975,0.006868170429473752,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.93595063,0.9358056128308168,0.00014501716918324803,0.80057296,0.7976045381284802,0.0029684218715197996,0.5679872,0.5575290222323189,0.010458177767681098,0.010458177767681098
0.45,2.0,500.0,0.1073797565,2.365462548,0.9881715134833602,4.8228018694648975,0.006868170429473752,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.93595063,0.9420704563550267,0.006119826355026725,0.80057296,0.8117009405262877,0.011127980526287717,0.5679872,0.5719017564807187,0.0039145564807187005,0.011127980526287717
0.45,2.0,500.0,0.1073797565,2.365462548,0.9881715134833602,4.8228018694648975,0.006868170429473752,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.93595063,0.9464601529655884,0.01050952296558838,0.80057296,0.8218867444767464,0.021313784476746367,0.5679872,0.5827768263896609,0.01478962638966086,0.021313784476746367
0.45,2.0,500.0,0.1073797565,2.365462548,0.9881715134833602,4.8228018694648975,0.006868170429473752,empirical_path,factorized_event_path,2.9087214969969466e-08,1.0,1.0,1.0,0.0,0.93595063,0.9474929694617015,0.011542339461701467,0.80057296,0.824476648086667,0.023903688086666985,0.5679872,0.5853635130445384,0.01737631304453835,0.023903688086666985
0.45,2.0,500.0,0.1073797565,2.365462548,0.9881715134833602,4.8228018694648975,0.006868170429473752,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.93595063,0.93627437,0.0003237400000000168,0.80057296,0.80312483,0.0025518700000000116,0.5679872,0.57825545,0.010268249999999979,0.010268249999999979
0.45,2.0,500.0,0.1073797565,2.365462548,0.9881715134833602,4.8228018694648975,0.006868170429473752,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.93595063,0.93623126,0.00028063000000000393,0.80057296,0.80231466,0.0017416999999999572,0.5679872,0.57523859,0.007251389999999969,0.007251389999999969
0.45,2.0,1000.0,0.1713151271,2.18784357,1.8304942790589287,6.490307620324486,0.008123350026513704,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.90319956,0.9027173451626788,0.0004822148373212487,0.7283672,0.7197722690566073,0.008594930943392698,0.47978475,0.4538846535407669,0.02590009645923308,0.02590009645923308
0.45,2.0,1000.0,0.1713151271,2.18784357,1.8304942790589287,6.490307620324486,0.008123350026513704,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.90319956,0.914228355179765,0.01102879517976496,0.7283672,0.7422659049718328,0.013898704971832765,0.47978475,0.4732231773818334,0.006561572618166589,0.013898704971832765
0.45,2.0,1000.0,0.1713151271,2.18784357,1.8304942790589287,6.490307620324486,0.008123350026513704,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.90319956,0.9233484141053736,0.020148854105373593,0.7283672,0.7611128385995188,0.032745638599518845,0.47978475,0.4905452664844908,0.010760516484490834,0.032745638599518845
0.45,2.0,1000.0,0.1713151271,2.18784357,1.8304942790589287,6.490307620324486,0.008123350026513704,empirical_path,factorized_event_path,2.9291257204189236e-06,1.0,1.0,1.0,0.0,0.90319956,0.9258388229323048,0.022639262932304782,0.7283672,0.7669474647203065,0.03858026472030651,0.47978475,0.4958080269690374,0.016023276969037437,0.03858026472030651
0.45,2.0,1000.0,0.1713151271,2.18784357,1.8304942790589287,6.490307620324486,0.008123350026513704,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.90319956,0.90333008,0.00013052000000002284,0.7283672,0.72974719,0.0013799899999999976,0.47978475,0.48949529,0.009710540000000045,0.009710540000000045
0.45,2.0,1000.0,0.1713151271,2.18784357,1.8304942790589287,6.490307620324486,0.008123350026513704,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.90319956,0.90324328,4.371999999996934e-05,0.7283672,0.72863768,0.00027047999999996186,0.47978475,0.48685142,0.007066669999999997,0.007066669999999997
0.45,2.0,2000.0,0.3041745134,1.728526299,3.7900145178471476,8.077848023638483,0.008397419942594714,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.84134294,0.8400671273507379,0.0012758126492621313,0.61095799,0.5950459276674637,0.01591206233253628,0.36004065,0.32685542224520253,0.033185227754797486,0.033185227754797486
0.45,2.0,2000.0,0.3041745134,1.728526299,3.7900145178471476,8.077848023638483,0.008397419942594714,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.84134294,0.8627988280949563,0.021455888094956355,0.61095799,0.6327959453419163,0.02183795534191635,0.36004065,0.3543965291730377,0.005644120826962307,0.02183795534191635
0.45,2.0,2000.0,0.3041745134,1.728526299,3.7900145178471476,8.077848023638483,0.008397419942594714,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.84134294,0.8829052752197384,0.0415623352197384,0.61095799,0.6694231891573026,0.05846519915730264,0.36004065,0.3839403974065355,0.0238997474065355,0.05846519915730264
0.45,2.0,2000.0,0.3041745134,1.728526299,3.7900145178471476,8.077848023638483,0.008397419942594714,empirical_path,factorized_event_path,7.080833906047967e-05,1.0,1.0,1.0,0.0,0.84134294,0.8892273283592194,0.047884388359219376,0.61095799,0.6831982039730132,0.07224021397301328,0.36004065,0.3954575696832214,0.03541691968322136,0.07224021397301328
0.45,2.0,2000.0,0.3041745134,1.728526299,3.7900145178471476,8.077848023638483,0.008397419942594714,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.84134294,0.84128257,6.037000000003179e-05,0.61095799,0.61345361,0.0024956200000000317,0.36004065,0.37401578,0.013975130000000002,0.013975130000000002
0.45,2.0,2000.0,0.3041745134,1.728526299,3.7900145178471476,8.077848023638483,0.008397419942594714,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.84134294,0.84111802,0.00022491999999996182,0.61095799,0.6120716,0.0011136100000000981,0.36004065,0.37190709,0.011866439999999978,0.011866439999999978
0.45,2.0,3000.0,0.4306189425,1.412565612,5.784590760823654,8.7657869423143,0.007211088944350519,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.78817578,0.7857729294118438,0.002402850588156147,0.52389397,0.503176913729763,0.02071705627023701,0.28726955,0.25390712102712204,0.033362428972877944,0.033362428972877944
0.45,2.0,3000.0,0.4306189425,1.412565612,5.784590760823654,8.7657869423143,0.007211088944350519,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.78817578,0.818876790558235,0.030701010558235042,0.52389397,0.5526336837974496,0.02873971379744955,0.28726955,0.2873094401111503,3.989011115029806e-05,0.030701010558235042
0.45,2.0,3000.0,0.4306189425,1.412565612,5.784590760823654,8.7657869423143,0.007211088944350519,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.78817578,0.8500624930805551,0.061886713080555156,0.52389397,0.6053625342685021,0.08146856426850202,0.28726955,0.32797952450507273,0.040709974505072744,0.08146856426850202
0.45,2.0,3000.0,0.4306189425,1.412565612,5.784590760823654,8.7657869423143,0.007211088944350519,empirical_path,factorized_event_path,0.0002967543903259484,1.0,1.0,1.0,0.0,0.78817578,0.860706504455291,0.07253072445529096,0.52389397,0.627781831702028,0.1038878617020279,0.28726955,0.3466917992414905,0.05942224924149053,0.1038878617020279
0.45,2.0,3000.0,0.4306189425,1.412565612,5.784590760823654,8.7657869423143,0.007211088944350519,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.78817578,0.78676225,0.0014135299999999962,0.52389397,0.52384287,5.1100000000081636e-05,0.28726955,0.29137084,0.004101290000000035,0.004101290000000035
0.45,2.0,3000.0,0.4306189425,1.412565612,5.784590760823654,8.7657869423143,0.007211088944350519,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.78817578,0.78661229,0.0015634900000000007,0.52389397,0.52285645,0.001037520000000014,0.28726955,0.29021751,0.0029479600000000272,0.0029479600000000272
0.45,3.0,20.0,0.04088453535,0.6717795454,0.09678590621952729,1.3550192479816094,0.00576038837842156,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.97334644,0.9733396682693348,6.771730665211528e-06,0.89983004,0.8995487110688329,0.0002813289311670575,0.71962533,0.7154166966219626,0.004208633378037341,0.004208633378037341
0.45,3.0,20.0,0.04088453535,0.6717795454,0.09678590621952729,1.3550192479816094,0.00576038837842156,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.97334644,0.9736179528020851,0.0002715128020850388,0.89983004,0.9003947987563854,0.0005647587563853973,0.71962533,0.7167590320250251,0.0028662979749748407,0.0028662979749748407
0.45,3.0,20.0,0.04088453535,0.6717795454,0.09678590621952729,1.3550192479816094,0.00576038837842156,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.97334644,0.9736736113093512,0.00032717130935111527,0.89983004,0.900558229473407,0.000728189473407026,0.71962533,0.7170064718121041,0.0026188581878958672,0.0026188581878958672
0.45,3.0,20.0,0.04088453535,0.6717795454,0.09678590621952729,1.3550192479816094,0.00576038837842156,empirical_path,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.97334644,0.9736785418296791,0.00033210182967902124,0.89983004,0.9005738193709741,0.0007437793709741403,0.71962533,0.7170264213581901,0.002598908641809894,0.002598908641809894
0.45,3.0,20.0,0.04088453535,0.6717795454,0.09678590621952729,1.3550192479816094,0.00576038837842156,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.97334644,0.97338124,3.4800000000001496e-05,0.89983004,0.90010403,0.00027399000000005724,0.71962533,0.71940001,0.00022531999999997332,0.00027399000000005724
0.45,3.0,20.0,0.04088453535,0.6717795454,0.09678590621952729,1.3550192479816094,0.00576038837842156,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.97334644,0.97338172,3.527999999997089e-05,0.89983004,0.90012756,0.0002975200000000511,0.71962533,0.71980585,0.00018052000000001733,0.0002975200000000511
0.45,3.0,100.0,0.06145764487,1.529098277,0.36826304887538513,2.3114502642191255,0.0062336888294264965,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.96101123,0.9609895560328834,2.167396711660885e-05,0.86227122,0.8618607500799139,0.0004104699200860873,0.65090389,0.6477431594579546,0.0031607305420454646,0.0031607305420454646
0.45,3.0,100.0,0.06145764487,1.529098277,0.36826304887538513,2.3114502642191255,0.0062336888294264965,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.96101123,0.9629951049599301,0.001983874959930132,0.86227122,0.8673776080082122,0.00510638800821217,0.65090389,0.655141797552689,0.004237907552688935,0.00510638800821217
0.45,3.0,100.0,0.06145764487,1.529098277,0.36826304887538513,2.3114502642191255,0.0062336888294264965,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.96101123,0.9639222519767984,0.002911021976798378,0.86227122,0.8699070804587936,0.0076358604587936085,0.65090389,0.6585468418860705,0.007642951886070448,0.007642951886070448
