temperature,replicate,lag,heldout_msd,heldout_ngp,inferred_mean_event_count,count_fano_factor,inferred_cage_variance,model,model_class,maximum_omitted_count_probability,calibration_event_path_statistics_used,heldout_msd_used_as_diagnostic_input,heldout_ngp_used_as_diagnostic_input,macro_fit_parameter_count,observed_fs_k2,predicted_fs_k2,fs_k2_absolute_error,observed_fs_k4,predicted_fs_k4,fs_k4_absolute_error,observed_fs_k7p25,predicted_fs_k7p25,fs_k7p25_absolute_error,maximum_absolute_error
0.45,1.0,100.0,0.05706767167,1.629733934,0.3282891334168533,2.3133444887602037,0.005853158106985106,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.96372633,0.96372866,2.3300000000503474e-06,0.87128447,0.87133552,5.105000000005244e-05,0.67015868,0.67062557,0.0004668899999999976,0.0004668899999999976
0.45,1.0,100.0,0.05706767167,1.629733934,0.3282891334168533,2.3133444887602037,0.005853158106985106,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.96372633,0.96372776,1.4300000000799784e-06,0.87128447,0.87130434,1.9870000000032917e-05,0.67015868,0.67035324,0.00019455999999995477,0.00019455999999995477
0.45,1.0,200.0,0.07543971565,2.052809675,0.5868311654469286,3.1502506650012037,0.00603423575512954,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.95319915,0.9531812210204549,1.7928979545112078e-05,0.8424536,0.8419016842154964,0.0005519157845036426,0.62512329,0.6232106449824509,0.001912645017549064,0.001912645017549064
0.45,1.0,200.0,0.07543971565,2.052809675,0.5868311654469286,3.1502506650012037,0.00603423575512954,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.95319915,0.9568024616224255,0.0036033116224255535,0.8424536,0.8511894020701706,0.00873580207017055,0.62512329,0.6345092446600945,0.009385954660094509,0.009385954660094509
0.45,1.0,200.0,0.07543971565,2.052809675,0.5868311654469286,3.1502506650012037,0.00603423575512954,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.95319915,0.9588872405408747,0.005688090540874713,0.8424536,0.8565839619298271,0.014130361929827084,0.62512329,0.6412759041810177,0.016152614181017655,0.016152614181017655
0.45,1.0,200.0,0.07543971565,2.052809675,0.5868311654469286,3.1502506650012037,0.00603423575512954,empirical_path,factorized_event_path,2.610134330893743e-12,1.0,1.0,1.0,0.0,0.95319915,0.9592867030112653,0.00608755301126529,0.8424536,0.8577297390815167,0.015276139081516704,0.62512329,0.6424632341012905,0.017339944101290472,0.017339944101290472
0.45,1.0,200.0,0.07543971565,2.052809675,0.5868311654469286,3.1502506650012037,0.00603423575512954,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.95319915,0.95324038,4.123000000000321e-05,0.8424536,0.84287736,0.00042375999999999525,0.62512329,0.62712042,0.0019971300000000136,0.0019971300000000136
0.45,1.0,200.0,0.07543971565,2.052809675,0.5868311654469286,3.1502506650012037,0.00603423575512954,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.95319915,0.95323508,3.593000000001734e-05,0.8424536,0.84273812,0.0002845200000000103,0.62512329,0.62632435,0.001201059999999976,0.001201059999999976
0.45,1.0,500.0,0.1272688962,2.240207131,1.3163289574174302,4.863298537637408,0.006543650414730702,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.92520867,0.9250906343462724,0.0001180356537275884,0.77416882,0.7717935174893397,0.0023753025106603154,0.53339528,0.5274676366440789,0.005927643355921108,0.005927643355921108
0.45,1.0,500.0,0.1272688962,2.240207131,1.3163289574174302,4.863298537637408,0.006543650414730702,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.92520867,0.9337896020622973,0.008580932062297375,0.77416882,0.7909480536761473,0.01677923367614731,0.53339528,0.5468086217098501,0.01341334170985009,0.01677923367614731
0.45,1.0,500.0,0.1272688962,2.240207131,1.3163289574174302,4.863298537637408,0.006543650414730702,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.92520867,0.9400647640176022,0.01485609401760224,0.77416882,0.8053568801806964,0.03118806018069642,0.53339528,0.5623626533259947,0.02896737332599464,0.03118806018069642
0.45,1.0,500.0,0.1272688962,2.240207131,1.3163289574174302,4.863298537637408,0.006543650414730702,empirical_path,factorized_event_path,5.5222842187951926e-08,1.0,1.0,1.0,0.0,0.92520867,0.9416300322389795,0.016421362238979498,0.77416882,0.8094996326306217,0.035330812630621766,0.53339528,0.5663021316535918,0.03290685165359175,0.035330812630621766
0.45,1.0,500.0,0.1272688962,2.240207131,1.3163289574174302,4.863298537637408,0.006543650414730702,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.92520867,0.92542401,0.0002153400000000083,0.77416882,0.77537634,0.0012075200000000175,0.53339528,0.53634711,0.0029518299999999886,0.0029518299999999886
0.45,1.0,500.0,0.1272688962,2.240207131,1.3163289574174302,4.863298537637408,0.006543650414730702,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.92520867,0.92539352,0.00018485000000001417,0.77416882,0.77487562,0.0007068000000000074,0.53339528,0.53477792,0.0013826399999999905,0.0013826399999999905
0.45,1.0,1000.0,0.2137164843,2.035011318,2.6179859276184763,6.6391917389240085,0.006447239195743082,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.88253367,0.8822119687400238,0.0003217012599762148,0.68402255,0.680231634002136,0.003790915997863964,0.43196745,0.4267496203275163,0.005217829672483687,0.005217829672483687
0.45,1.0,1000.0,0.2137164843,2.035011318,2.6179859276184763,6.6391917389240085,0.006447239195743082,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.88253367,0.8992408896498826,0.016707219649882532,0.68402255,0.7124488463883832,0.028426296388383232,0.43196745,0.45477085085673713,0.022803400856737155,0.028426296388383232
0.45,1.0,1000.0,0.2137164843,2.035011318,2.6179859276184763,6.6391917389240085,0.006447239195743082,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.88253367,0.9133186007367676,0.03078493073676758,0.68402255,0.7411783771021002,0.05715582710210021,0.43196745,0.4823157803740504,0.0503483303740504,0.05715582710210021
0.45,1.0,1000.0,0.2137164843,2.035011318,2.6179859276184763,6.6391917389240085,0.006447239195743082,empirical_path,factorized_event_path,7.221148518032905e-06,1.0,1.0,1.0,0.0,0.88253367,0.9175743478097369,0.03504067780973685,0.68402255,0.7515214602547249,0.06749891025472488,0.43196745,0.4914690885906497,0.05950163859064972,0.06749891025472488
0.45,1.0,1000.0,0.2137164843,2.035011318,2.6179859276184763,6.6391917389240085,0.006447239195743082,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.88253367,0.88314709,0.0006134199999999757,0.68402255,0.68701809,0.0029955400000000187,0.43196745,0.43466428,0.002696830000000039,0.0029955400000000187
0.45,1.0,1000.0,0.2137164843,2.035011318,2.6179859276184763,6.6391917389240085,0.006447239195743082,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.88253367,0.88304984,0.000516169999999927,0.68402255,0.68597861,0.001956060000000037,0.43196745,0.43266465,0.0006972000000000089,0.001956060000000037
0.45,1.0,2000.0,0.3849408778,1.532081397,5.227757191450273,8.4115953917994,0.0059039991238829985,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.80612339,0.8054334739940295,0.000689916005970459,0.54362211,0.5392726869625679,0.004349423037432132,0.29754223,0.2941155992755682,0.003426630724431834,0.004349423037432132
0.45,1.0,2000.0,0.3849408778,1.532081397,5.227757191450273,8.4115953917994,0.0059039991238829985,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.80612339,0.8370294850151228,0.03090609501512276,0.54362211,0.5888366606833977,0.045214550683397636,0.29754223,0.3306396988938281,0.033097468893828086,0.045214550683397636
0.45,1.0,2000.0,0.3849408778,1.532081397,5.227757191450273,8.4115953917994,0.0059039991238829985,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.80612339,0.866383815422953,0.06026042542295296,0.54362211,0.6408329938347909,0.09721088383479082,0.29754223,0.37472919789214887,0.07718696789214885,0.09721088383479082
0.45,1.0,2000.0,0.3849408778,1.532081397,5.227757191450273,8.4115953917994,0.0059039991238829985,empirical_path,factorized_event_path,0.00018562892610041182,1.0,1.0,1.0,0.0,0.80612339,0.8770193917364373,0.07089600173643729,0.54362211,0.6642720584763694,0.12064994847636934,0.29754223,0.39407109347550584,0.09652886347550582,0.12064994847636934
0.45,1.0,2000.0,0.3849408778,1.532081397,5.227757191450273,8.4115953917994,0.0059039991238829985,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.80612339,0.80797855,0.0018551599999999668,0.54362211,0.55542149,0.011799379999999915,0.29754223,0.30559822,0.008055989999999957,0.011799379999999915
0.45,1.0,2000.0,0.3849408778,1.532081397,5.227757191450273,8.4115953917994,0.0059039991238829985,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.80612339,0.80790116,0.0017777700000000118,0.54362211,0.55488371,0.011261599999999983,0.29754223,0.30495937,0.007417139999999989,0.011261599999999983
0.45,2.0,100.0,0.05277527809,1.616379584,0.27465149931090616,2.322901060163653,0.005730640662845894,independent_jump,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.96631582,0.9663139181422582,1.9018577418483673e-06,0.87925947,0.8790271676146888,0.00023230238531124492,0.6847219,0.6825901494837829,0.002131750516217057,0.002131750516217057
0.45,2.0,100.0,0.05277527809,1.616379584,0.27465149931090616,2.322901060163653,0.005730640662845894,disjoint_pair,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.96631582,0.9677386076809683,0.0014227876809682627,0.87925947,0.883022326468362,0.0037628564683619414,0.6847219,0.6880467144511032,0.0033248144511032196,0.0037628564683619414
0.45,2.0,100.0,0.05277527809,1.616379584,0.27465149931090616,2.322901060163653,0.005730640662845894,pair_eigenmode,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.96631582,0.9683814060955022,0.0020655860955021144,0.87925947,0.8848003780480234,0.005540908048023319,0.6847219,0.6904595469965633,0.005737646996563317,0.005737646996563317
0.45,2.0,100.0,0.05277527809,1.616379584,0.27465149931090616,2.322901060163653,0.005730640662845894,empirical_path,factorized_event_path,0.0,1.0,1.0,1.0,0.0,0.96631582,0.9684829035323513,0.0021670835323512883,0.87925947,0.8850735241630968,0.005814054163096771,0.6847219,0.6907630290500886,0.006041129050088578,0.006041129050088578
0.45,2.0,100.0,0.05277527809,1.616379584,0.27465149931090616,2.322901060163653,0.005730640662845894,gamma_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.96631582,0.96642067,0.00010484999999993416,0.87925947,0.88052485,0.0012653799999999826,0.6847219,0.69275161,0.008029709999999968,0.008029709999999968
0.45,2.0,100.0,0.05277527809,1.616379584,0.27465149931090616,2.322901060163653,0.005730640662845894,inverse_gaussian_variance_mixture,marginal_variance_mixture,0.0,0.0,1.0,1.0,0.0,0.96631582,0.96641568,9.985999999995165e-05,0.87925947,0.88033877,0.0010793000000000053,0.6847219,0.69088426,0.006162360000000033,0.006162360000000033
