temperature,model,segment_length,lag,independent_replicate_count,predicted_msd,observed_msd,ensemble_msd_relative_error,ensemble_msd_mc_relative_se,predicted_ngp,observed_ngp,ensemble_ngp_absolute_error,ensemble_ngp_mc_se,heldout_path_used_in_prediction,macro_fit_parameter_count,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,ensemble_absolute_error_fs_k2,ensemble_fs_k2_mc_se,predicted_fs_k4,observed_fs_k4,ensemble_absolute_error_fs_k4,ensemble_fs_k4_mc_se,predicted_fs_k7p25,observed_fs_k7p25,ensemble_absolute_error_fs_k7p25,ensemble_fs_k7p25_mc_se,segment_splice_base_seed,source_ensemble_directory,source_heldout_factorization,source_stationarity_control
0.58,cross_particle_segment_splice,1.0,20.0,5.0,0.16000069220057642,0.16644706753509889,0.03872928150664545,7.027006249150052e-18,0.5504273935473986,0.5344887762388694,0.01593861730852919,2.2325287041397375e-17,0.0,0.0,0.0,0.0,0.0,0.9015313774584957,0.8977986067917458,0.0037327706667498184,6.066849360203408e-18,0.6809993915055563,0.6708725623542008,0.010126829151355543,1.6770417779938925e-18,0.3437745371036036,0.33086790404330846,0.012906633060295158,2.016395820472136e-18,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
0.58,cross_particle_segment_splice,1.0,100.0,5.0,0.8003884239358475,0.6277432713959149,0.27502509450403356,0.0004131350696257939,0.10924093136169963,0.27259878318412567,0.16335785182242604,0.00030540543918615773,0.0,0.0,0.0,0.0,0.0,0.5953694081758096,0.6729530928901382,0.07758368471432853,9.876125843348379e-05,0.14635075669655384,0.2550264768632297,0.10867572016667587,0.00011703331600759387,0.0048246497919525785,0.03791104562476884,0.03308639583281626,8.003241099319088e-05,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
0.58,cross_particle_segment_splice,1.0,200.0,5.0,1.601521498957775,1.2114563032671688,0.3219804087350422,0.0006798350226256925,0.05435544965480956,0.16461288054797313,0.11025743089316356,0.00035903388763706246,0.0,0.0,0.0,0.0,0.0,0.35431872126619324,0.4684955850761498,0.11417686380995656,0.00020076539258352533,0.021545112959599398,0.07669663841520627,0.05515152545560687,0.00012499759207536138,6.789189294424565e-05,0.0029394292791792066,0.002871537386234961,8.69073440887889e-05,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
0.58,cross_particle_segment_splice,1.0,400.0,5.0,3.202782758411073,2.3739410739101037,0.3491416419767275,0.0010197151674430623,0.027493114737230605,0.09624093789673074,0.06874782315950013,0.00048393248874126183,0.0,0.0,0.0,0.0,0.0,0.12536051754391314,0.22856523099152498,0.10320471344761184,0.0002735316611449796,0.0004309448714619737,0.00533568134770505,0.004904736476243076,0.000146201862728819,0.00013564715555083987,-0.00020390029128960173,0.0003395474468404416,0.00010395982739793724,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
0.58,cross_particle_segment_splice,1.0,600.0,5.0,4.805944195983683,3.5487077013310584,0.3542800930550174,0.0011284272719487445,0.017896196575346152,0.06492829891012106,0.04703210233477491,0.0006246307585605121,0.0,0.0,0.0,0.0,0.0,0.044348738826189324,0.10992628341556979,0.06557754458938046,0.00033452872489423216,-0.00017806951848906572,0.001625518978447396,0.0018035884969364619,0.00021503103734045603,-0.00010455089550359526,0.002668049891866133,0.0027726007873697285,0.00016365957590481123,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
0.58,cross_particle_segment_splice,2.0,20.0,5.0,0.16000069220057642,0.16644706753509889,0.03872928150664545,6.746612962023708e-18,0.5504273935473988,0.5344887762388694,0.015938617308529412,2.0640444080132762e-17,0.0,0.0,0.0,0.0,0.0,0.9015313774584957,0.8977986067917458,0.0037327706667498184,7.516245408138222e-18,0.6809993915055563,0.6708725623542008,0.010126829151355543,1.946976953027262e-18,0.3437745371036036,0.33086790404330846,0.012906633060295158,2.1053968518425214e-18,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
0.58,cross_particle_segment_splice,2.0,100.0,5.0,0.7008711438803352,0.6277432713959149,0.11649327968391532,0.00043661232909576546,0.16723433881840583,0.27259878318412567,0.10536444436571984,0.00034157615395540345,0.0,0.0,0.0,0.0,0.0,0.6377988602557678,0.6729530928901382,0.03515423263437034,0.00011276955287948039,0.19676245536870757,0.2550264768632297,0.058264021494522145,0.00014394924538319633,0.013467242825678988,0.03791104562476884,0.02444380279908985,7.97666334819193e-05,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
0.58,cross_particle_segment_splice,2.0,200.0,5.0,1.376357088681427,1.2114563032671688,0.13611781536778356,0.0007408444528697327,0.08850006162427565,0.16461288054797313,0.07611281892369748,0.00040349361624004976,0.0,0.0,0.0,0.0,0.0,0.41401038985328126,0.4684955850761498,0.05448519522286854,0.00024334427961076216,0.0419094749974669,0.07669663841520627,0.03478716341773937,0.00014929508861549396,0.0002556171708499272,0.0029394292791792066,0.0026838121083292794,8.640848620683119e-05,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
0.58,cross_particle_segment_splice,2.0,400.0,5.0,2.728475499342712,2.3739410739101037,0.14934423997671398,0.0011204732482308134,0.045095628178267996,0.09624093789673074,0.05114530971846275,0.0005667261401504127,0.0,0.0,0.0,0.0,0.0,0.17428477701866057,0.22856523099152498,0.054280453972864406,0.00034235018556278763,0.0018114874318998272,0.00533568134770505,0.0035241939158052226,0.00015150071771903684,5.63760174271197e-06,-0.00020390029128960173,0.0002095378930323137,0.00010667519281976309,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
0.58,cross_particle_segment_splice,2.0,600.0,5.0,4.081937495527467,3.5487077013310584,0.1502602747463262,0.001042878628763396,0.03043697280073205,0.06492829891012106,0.03449132610938901,0.0006974200508614915,0.0,0.0,0.0,0.0,0.0,0.07336273630063697,0.10992628341556979,0.036563547114932815,0.00033236686415080176,-1.650439422151116e-05,0.001625518978447396,0.0016420233726689073,0.00023398680050517833,6.952472725668632e-05,0.002668049891866133,0.0025985251646094467,0.0001544545612433129,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
