cooling_induced_second_refresh_clock_required,low_temperature_pass_gain,count_moment_crossover_closure,full_count_distribution_claim_allowed,heldout_macro_prediction_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,common_calibration_horizon,common_scoring_horizon,common_block_sizes,excluded_underidentified_block_sizes,high_single_clock_pass_fraction,low_single_clock_pass_fraction,low_two_clock_pass_fraction,high_maximum_fano_relative_error,low_maximum_fano_relative_error,low_maximum_identity_rmse,high_maximum_count_tv_distance,low_maximum_count_tv_distance,marginal_count_distribution_crossover_closure,high_gamma_pair_pass_fraction,low_gamma_pair_pass_fraction,low_hmm_pair_pass_fraction,joint_count_pair_crossover_closure,hybrid_semimarkov_emission_model_required,full_count_sequence_likelihood_claim_allowed,positive_intensity_generator,finite_recovery_enforced,next_required_test
1.0,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,300.0,600.0,20;50,100,1.0,0.6666666666666666,1.0,0.03789265884316473,0.023132980302790207,0.02331839633655311,0.02101422458262641,0.029877247280817195,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,1.0,fit_hmm_emissions_with_two_clock_semimarkov_residence_then_macro_propagation
