model,independent_replicate_count,required_replicate_count,required_realizations_per_replicate,radial_bin_count,quality_realization_completeness_pass,quality_pass,precision_pass,raw_curve_transfer_pass,curve_transfer_pass,mechanism_state,maximum_unsupported_tuple_count,maximum_ensemble_msd_relative_error,maximum_ensemble_ngp_absolute_error,maximum_ensemble_fs_absolute_error,maximum_ensemble_msd_mc_relative_se,maximum_ensemble_ngp_mc_se,maximum_ensemble_fs_mc_se,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,maximum_scheduled_return_fraction_absolute_error,maximum_scheduled_return_given_return_absolute_error,maximum_scheduled_return_given_escape_absolute_error,maximum_return_holding_time_mean_relative_error,maximum_escape_holding_time_mean_relative_error,maximum_return_holding_time_quantile_maximum_relative_error,maximum_escape_holding_time_quantile_maximum_relative_error,maximum_radial_mean_relative_error,maximum_radial_standard_deviation_relative_error,maximum_lag_one_cosine_mean_absolute_error,maximum_lag_one_cosine_quantile_maximum_absolute_error,maximum_geometric_return_fraction_absolute_error,maximum_return_closure_quantile_maximum_error_over_dw,temperature,calibration_time,block_size,surrogate_base_seed,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,heldout_cage_residual_used_in_prediction,macro_fit_parameter_count,calibration_residual_source,heldout_target_source,debye_waller_source
anchor_aware_semi_markov,3.0,3.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,unresolved_quality,0.0,0.8522771507785174,1.435275446424439,0.16668763659391972,0.005711437664751299,0.13679521166940264,0.000519938190042718,0.0,0.0,0.0,0.06456863974239252,0.056742514018619516,0.06416817585022933,0.15679420196854377,0.20366601147858698,0.2857142857142857,0.3076923076923077,0.026429019788240637,0.0871316947599825,0.020960442343771424,0.03722335180427816,0.026489379666525037,0.015124442171901675,0.45,5000.0,20.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,3.0,3.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,unresolved_quality,0.0,0.9604931501469938,1.7922149948041213,0.17594429788813154,0.007753480481240093,0.19193404950145154,0.00069430725394035,0.0,0.0,0.0,0.06456863974239252,0.056742514018619516,0.06416817585022933,0.15679420196854377,0.20366601147858698,0.2857142857142857,0.3076923076923077,0.026429019788240637,0.0871316947599825,0.003659998298179229,0.009947708783603126,0.044115326550022316,1.260794926288258,0.45,5000.0,20.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
