record,clone_index,trajectory,target_id,frame_time,frame_count,stochastic_frame_count,directional_step,force_derivative_relative_l2,force_derivative_correlation,innovation_trace_variance_ratio,innovation_mean_squared_mahalanobis,innovation_normalized_mean,thermodynamic_claim_allowed,force_derivative_relative_l2_standard_error,force_derivative_correlation_standard_error,innovation_trace_variance_ratio_standard_error,innovation_mean_squared_mahalanobis_standard_error,innovation_normalized_mean_standard_error
clone,1,tmp/isoconfigurational_force_velocity_T058/clone_001/trajectory.lammpstrj,821,0.005,401,102,1e-05,0.041336466661113506,0.9991816204260726,0.8623142731265979,2.5600190226442794,0.056019493763386566,0.0,,,,,
clone,2,tmp/isoconfigurational_force_velocity_T058/clone_002/trajectory.lammpstrj,821,0.005,401,102,1e-05,0.05371279459729112,0.9985829683503202,0.8798609334304969,2.631413678648252,0.0745563121905592,0.0,,,,,
clone,3,tmp/isoconfigurational_force_velocity_T058/clone_003/trajectory.lammpstrj,821,0.005,401,102,1e-05,0.04194959669804183,0.9991715471929717,0.9530908131050211,2.9190862258364585,0.0819433202143109,0.0,,,,,
clone,4,tmp/isoconfigurational_force_velocity_T058/clone_004/trajectory.lammpstrj,821,0.005,401,102,1e-05,0.039703440079018305,0.9992610726134067,0.9285764219751337,2.7342739860541205,0.20185951653096015,0.0,,,,,
aggregate,,,821,0.005,401,102,1e-05,0.04417557450886619,0.9990493021456928,0.9059606104093123,2.7111982282957774,0.10359466067480422,0,0.0032142140558144247,0.00015672851224576316,0.021053358472213537,0.07798003841874766,0.033205652919230735
