maximum_radial_distribution_absolute_error,maximum_cross_spectral_matrix_nrmse,surrogate_quality_pass,maximum_ensemble_msd_mc_relative_se,maximum_ensemble_ngp_mc_se,maximum_ensemble_fs_mc_se,surrogate_precision_pass,stationarity_control_pass,contiguous_ensemble_curve_pass,radial_surrogate_msd_pass,radial_surrogate_higher_order_failure,surrogate_failure_replicate_count,paired_contiguous_better_replicate_count,paired_replicate_count,required_replicate_count,replicate_consensus_pass,nonlinear_single_particle_path_memory_required,one_block_radial_plus_two_point_spectrum_sufficient,linear_spectrum_null_rejected,calibration_nonstationarity_supported,next_minimal_model,heldout_path_used_in_prediction,macro_fit_parameter_count,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,temperature,calibration_time,block_size,independent_replicate_count,surrogate_realizations_per_replicate,surrogate_iteration_count,surrogate_base_seed,quality_realization_count
4.440892098500626e-16,0.06917808716018044,0.0,0.0009185223553099923,0.0012258943756386221,0.0006068258691851484,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,unresolved,0.0,0.0,0.0,0.0,0.0,0.58,750.0,20.0,5.0,8.0,240.0,211003.0,40.0
