record,model,held_clone_index,history_length,state_mode_count,captured_total_drift_variance_fraction,captured_center_drift_variance_fraction,captured_relative_drift_variance_fraction,split_mode_count,trajectory_sha256,lag_frames,observed_msd,predicted_msd,observed_ngp,predicted_ngp,wave_number,observed_fs,predicted_fs,fs_scaled_absolute_error
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,1.0,0.00017004163088458126,0.00017356417128249084,-0.010366028230818447,-0.0018877686633892443,7.25,0.9985114698261711,0.9984806397861111,3.087599991751693e-05
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,2.0,0.0006691937160396424,0.000686920985927981,-0.010287672014426819,0.002055035061844235,1.0,0.9998884739140868,0.9998855196484798,2.954595121354143e-06
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,2.0,0.0006691937160396424,0.000686920985927981,-0.010287672014426819,0.002055035061844235,3.0,0.998996711485422,0.9989701432022221,2.659496562346818e-05
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,2.0,0.0006691937160396424,0.000686920985927981,-0.010287672014426819,0.002055035061844235,7.25,0.9941546814197195,0.9940001533213891,0.0001554366752160841
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,4.0,0.00252834659837094,0.002610219059599287,-0.009530080734862834,0.02027989837826949,1.0,0.9995786974837719,0.9995650595743262,1.3643657553009355e-05
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,4.0,0.00252834659837094,0.002610219059599287,-0.009530080734862834,0.02027989837826949,3.0,0.9962146473588944,0.9960924450352671,0.0001226666601935019
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,4.0,0.00252834659837094,0.002610219059599287,-0.009530080734862834,0.02027989837826949,7.25,0.9780936179277395,0.9773968436229099,0.0007123799726920353
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,8.0,0.008292256489566954,0.008578771479702844,-0.0023632338793424523,0.08429085322802976,1.0,0.9986189175899679,0.9985713183592239,4.766506012014932e-05
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,8.0,0.008292256489566954,0.008578771479702844,-0.0023632338793424523,0.08429085322802976,3.0,0.9876391135393018,0.9872216460936231,0.0004226922971718741
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,8.0,0.008292256489566954,0.008578771479702844,-0.0023632338793424523,0.08429085322802976,7.25,0.9299470171710826,0.9278369964905784,0.0022689687063280005
held_clone,split_cage_drift_16,4.0,64.0,35.0,nan,0.9904401681388011,0.9897476192043488,16.0,0f93e8b1dd40f9a0cf402a4476ef654042a7b5c1fa5ce839b711d5e752a486cf,16.0,0.0185637682653521,0.019040314118321112,0.04238848060175404,0.009330633170092861,1.0,0.9969110639872525,0.9968316719472629,7.963803678945764e-05
