model,lag,independent_replicate_count,predicted_msd,observed_msd,ensemble_msd_relative_error,ensemble_msd_mc_relative_se,predicted_ngp,observed_ngp,ensemble_ngp_absolute_error,ensemble_ngp_mc_se,replicate_first_aggregation,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,ensemble_absolute_error_fs_k2,ensemble_fs_k2_mc_se,predicted_fs_k4,observed_fs_k4,ensemble_absolute_error_fs_k4,ensemble_fs_k4_mc_se,predicted_fs_k7p25,observed_fs_k7p25,ensemble_absolute_error_fs_k7p25,ensemble_fs_k7p25_mc_se,temperature,calibration_time,block_size,radial_bin_count,required_realizations_per_replicate,surrogate_base_seed,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,heldout_cage_residual_used_in_prediction,macro_fit_parameter_count,calibration_residual_source,heldout_target_source,debye_waller_source
anchor_aware_semi_markov,20.0,3.0,0.0448315671786319,0.03949186469853002,0.13521018875314428,0.00026149589205376055,0.8791820802506463,0.6751140847848851,0.20406799546576115,0.003357960181128359,1.0,0.0,0.0,0.0,0.970913903597674,0.9742347768868321,0.0033208732891580883,6.1670142273356635e-06,0.8919042035486032,0.9029575283359126,0.01105332478730936,1.883399497772415e-05,0.703953708697774,0.7268548226920929,0.022901113994318933,3.2508248466567295e-05,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,100.0,3.0,0.07654398085684218,0.057100198209926144,0.3405204054709565,0.0006772585653859793,1.7350625434159623,1.591737265317109,0.14332527809885343,0.01262102794774371,1.0,0.0,0.0,0.0,0.9520830624879336,0.9636844599785942,0.011601397490660581,2.121192903063072e-05,0.8345808489291945,0.87093838803019,0.036357539100995484,5.883608056339126e-05,0.6005974512026045,0.6685948251395887,0.06799737393698413,9.139427853370679e-05,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,200.0,3.0,0.11119220603243933,0.07520056123369138,0.47860872589635606,0.0010731103614727892,2.165005332348563,2.006542528897479,0.158462803451084,0.029208632609116592,1.0,0.0,0.0,0.0,0.932795953180113,0.9533016497076988,0.020505696527585826,3.820899739552238e-05,0.7818333046039937,0.8424183294324846,0.06058502482849093,0.0001018296329425744,0.5210326462307328,0.623679630548327,0.10264698431759423,0.00014206423496236636,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,500.0,3.0,0.20915963544523844,0.1262955126161884,0.6561129616764279,0.0020465088816864724,2.6235772610627124,2.164410449673618,0.4591668113890943,0.06256002427729059,1.0,0.0,0.0,0.0,0.8831587698146173,0.9255414798411173,0.04238271002650007,9.895591875291541e-05,0.6644258445189427,0.7737458591055776,0.10932001458663487,0.00020981328169510525,0.37943567698874175,0.5291930232489127,0.14975734626017095,0.00020635188048421754,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,1000.0,3.0,0.3689661407852514,0.2096882357573943,0.7595939011673452,0.0030970776135117732,2.7264417494924214,1.9242521838872673,0.8021895656051541,0.08471073174150351,1.0,0.0,0.0,0.0,0.8127096919156992,0.8837103017827217,0.0710006098670225,0.0001957026463816754,0.530790697205232,0.6839386458670308,0.15314794866179882,0.00031200828042955757,0.2591557169434142,0.4252107551608982,0.16605503821748396,0.0002718663961553895,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,2000.0,3.0,0.6871533089089583,0.3804918087436149,0.8059608462477568,0.004539899240715721,2.6968759577237607,1.444557669873739,1.2523182878500216,0.1266084934134761,1.0,0.0,0.0,0.0,0.7001251047217684,0.8061750197934496,0.10604991507168127,0.0003575024711379279,0.37538888543219784,0.5420765220261176,0.16668763659391972,0.00044355901276828946,0.1604620286602577,0.2894792740466868,0.12901724538642909,0.00034349596731979157,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,3000.0,3.0,1.0055327438449304,0.5428630069869955,0.8522771507785174,0.005711437664751299,2.624021986115927,1.188746539691488,1.435275446424439,0.13679521166940264,1.0,0.0,0.0,0.0,0.6131110705868668,0.7409790220423944,0.12786795145552765,0.00047176889979807054,0.2895996137466125,0.44362214992805216,0.15402253618143963,0.000519938190042718,0.1202857281492965,0.2129683136864647,0.09268258553716821,0.00030428729495086054,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,20.0,3.0,0.045760253034212696,0.03949186469853002,0.158726066331226,0.00029312776677304926,1.0334112612773945,0.6751140847848851,0.35829717649250936,0.0057294395682341605,1.0,0.0,0.0,0.0,0.9703858491475549,0.9742347768868321,0.0038489277392772525,6.7585927446721544e-06,0.8904771509447663,0.9029575283359126,0.012480377391146269,2.0324972685114525e-05,0.7020343941671073,0.7268548226920929,0.02482042852498556,3.318835808383017e-05,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,100.0,3.0,0.08161126509408634,0.057100198209926144,0.42926412959279814,0.0011050140899272391,2.085228634842264,1.591737265317109,0.49349136952515504,0.025869411776072354,1.0,0.0,0.0,0.0,0.9494267756827508,0.9636844599785942,0.014257684295843398,3.065383084030467e-05,0.8282138507688191,0.87093838803019,0.04272453726137082,7.383970173728987e-05,0.5934717577051379,0.6685948251395887,0.07512306743445074,9.60563311743095e-05,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
state_schedule_without_anchor_geometry,200.0,3.0,0.12019763298562584,0.07520056123369138,0.5983608501551296,0.0016965799804803,2.556872048206886,2.006542528897479,0.5503295193094067,0.03989495019826448,1.0,0.0,0.0,0.0,0.9284190774389378,0.9533016497076988,0.024882572268761005,5.4788382339518415e-05,0.7722869029111076,0.8424183294324846,0.07013142652137705,0.00012526325665134788,0.5118372148875522,0.623679630548327,0.1118424156607748,0.00014921068717830513,0.45,5000.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T045_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T045_debye_waller_heldout_replicates.csv
