replicate,temperature,lag,block_size,block_count,calibration_jump_count,raw_calibration_jump_msd,raw_calibration_jump_fourth_moment,calibration_green_kubo_factor,calibration_block_asymptotic_green_kubo_factor,calibration_block_finite_green_kubo_factor,event_correlation_lag_count,correlated_jump_kernel_maximum_count,correlated_jump_kernel_minimum_samples,kernel_mode,count_tail_probability,predicted_event_msd,predicted_event_fourth_moment,predicted_mean_count,predicted_count_variance,heldout_events_used_in_prediction,macro_fit_parameter_count,jump_direction_correlation_included,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_event_fs_k2,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_event_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25,predicted_event_fs_k7p25,predicted_msd,observed_msd,msd_relative_error,predicted_ngp,observed_ngp,ngp_absolute_error
1.0,0.45,20.0,20.0,1.0,82267.0,0.06685790296787428,0.017188045710302895,0.4331490099658668,0.09459516121409872,1.0,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.039336802880938534,0.004321627313269554,0.10001026968887317,0.13510284775819395,0.0,0.0,1.0,0.0,0.9743348975928054,0.9742726065504118,6.229104239363625e-05,0.9743348975928054,0.9033182509161499,0.9031194881740169,0.00019876274213304068,0.9033182509161499,0.7277645437143718,0.7273620752980499,0.00040246841632196606,0.7277645437143718,0.039336802880938534,0.039439034265083064,0.0025921371060304566,0.6757161027391956,0.6894572448102572,0.013741142071061585
1.0,0.45,100.0,20.0,5.0,82267.0,0.06685790296787428,0.017188045710302895,0.4331490099658668,0.09459516121409872,0.2896183483857555,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.05696329593174432,0.006319975573593322,0.5000513484443658,1.156791031020882,0.0,0.0,1.0,0.0,0.9628522290805452,0.9637263303218477,0.000874101241302494,0.9628522290805452,0.8606535271427525,0.8712844740845151,0.010630946941762698,0.8606535271427525,0.6178677357531946,0.6701586799370863,0.052290944183891686,0.6178677357531946,0.05696329593174432,0.0570676716703697,0.0018289819011413355,0.16862838387608514,1.6297339342658397,1.4611055503897545
1.0,0.45,200.0,20.0,10.0,82267.0,0.06685790296787428,0.017188045710302895,0.4331490099658668,0.09459516121409872,0.1913814523081877,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.07528334434013814,0.010379919076846718,1.0001026968887317,3.150574185943224,0.0,0.0,1.0,0.0,0.9511671244622442,0.9531991465279716,0.00203202206572739,0.9511671244622442,0.8196712268962509,0.8424536039827798,0.02278237708652886,0.8196712268962509,0.5267785380413832,0.6251232912663965,0.09834475322501335,0.5267785380413832,0.07528334434013814,0.07543971565197483,0.002072798266606224,0.09887276752156593,2.0528096750212144,1.9539369074996484
1.0,0.45,500.0,20.0,25.0,82267.0,0.06685790296787428,0.017188045710302895,0.4331490099658668,0.09459516121409872,0.13330967765173407,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.13109940707182122,0.030119424483949,2.5002567422218296,12.159494958165492,0.0,0.0,1.0,0.0,0.9164892151130208,0.9252086699236458,0.008719454810624971,0.9164892151130208,0.7070901637724714,0.7741688168233672,0.06707865305089589,0.7070901637724714,0.32650986796055514,0.533395281820343,0.20688541385978787,0.32650986796055514,0.13109940707182122,0.12726889615088294,0.030097777515073476,0.05146897939995254,2.240207131422164,2.1887381520222116
1.0,0.45,1000.0,20.0,50.0,82267.0,0.06685790296787428,0.017188045710302895,0.4331490099658668,0.09459516121409872,0.11395241943291678,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.2241262064245511,0.0863927194652003,5.00051348444366,33.19936781629646,0.0,0.0,1.0,0.0,0.8615123395933364,0.8825336715723144,0.02102133197897804,0.8615123395933364,0.5530597567194546,0.6840225543370759,0.1309627976176213,0.5530597567194546,0.14777244219581248,0.43196745142274323,0.28419500922693075,0.14777244219581248,0.2241262064245511,0.21371648432894896,0.048708091602235326,0.031913073662718894,2.035011317785304,2.0030982441225853
1.0,0.45,2000.0,20.0,100.0,82267.0,0.06685790296787428,0.017188045710302895,0.4331490099658668,0.09459516121409872,0.10427379032350748,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.41017971842134804,0.28575131881540716,10.001026968887306,84.12459236475398,0.0,0.0,1.0,0.0,0.7612803102648711,0.8061233874084176,0.04484307714354652,0.7612803102648711,0.3385038277143574,0.5436221107653332,0.2051182830509758,0.3385038277143574,0.030364678976221558,0.29754222992878293,0.26717755095256135,0.030364678976221558,0.41017971842134804,0.38494087781746295,0.06556549864743966,0.01903975846457051,1.5320813966552245,1.513041638190654
1.0,0.45,3000.0,20.0,150.0,82267.0,0.06685790296787428,0.017188045710302895,0.4331490099658668,0.09459516121409872,0.10104758062037111,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.5962333320041073,0.6005602558939587,15.001540453330943,138.18088519226995,0.0,0.0,1.0,0.0,0.6727147523036512,0.7425593344166428,0.0698445821129916,0.6727147523036512,0.20720277217442643,0.44897180267658227,0.24176903050215584,0.20720277217442643,0.006245538534901052,0.22221602781950803,0.21597048928460696,0.006245538534901052,0.5962333320041073,0.5507382500974113,0.08260744899895567,0.013620384050472722,1.3301724324025965,1.3165520483521238
2.0,0.45,20.0,20.0,1.0,82671.0,0.06696280252995465,0.01739188491334692,0.46063840885780605,0.09367258076993601,1.0,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.039664170606531615,0.004326653784298034,0.10049965596231022,0.13618000248550524,0.0,0.0,1.0,0.0,0.9741174840618652,0.975085284203826,0.0009678001419608506,0.9741174840618652,0.9024726488757233,0.9059230562568693,0.0034504073811459923,0.9024726488757233,0.7255222005570201,0.7335770580014349,0.008054857444414809,0.7255222005570201,0.039664170606531615,0.038152024480352674,0.03963475455824517,0.6500862301255326,0.6641054641430317,0.01401923401749916
2.0,0.45,100.0,20.0,5.0,82671.0,0.06696280252995465,0.01739188491334692,0.46063840885780605,0.09367258076993601,0.2904654403623862,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.05760535782675721,0.0064352916288081,0.5024982798115512,1.1672537869046642,0.0,0.0,1.0,0.0,0.9624393715743998,0.9663158180281514,0.003876446453751514,0.9624393715743998,0.8591686483157412,0.8792594732386941,0.020090824922952888,0.8591686483157412,0.6143387876381072,0.6847219017867405,0.0703831141486333,0.6143387876381072,0.05760535782675721,0.052775278088095054,0.09152163500871668,0.16357324257785288,1.6163795842344126,1.4528063416565598
2.0,0.45,200.0,20.0,10.0,82671.0,0.06696280252995465,0.01739188491334692,0.46063840885780605,0.09367258076993601,0.19272321832431882,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.07644206170713723,0.010676033931609383,1.0049965596231023,3.171093785186189,0.0,0.0,1.0,0.0,0.9504331660770728,0.9579937366175421,0.007560570540469214,0.9504331660770728,0.8171480263138731,0.8562828584879376,0.03913483217406455,0.8171480263138731,0.5214958086508654,0.6480499865399985,0.12655417788913303,0.5214958086508654,0.07644206170713723,0.06724485325845257,0.13677193127830312,0.09621669554431378,2.1053026915279753,2.0090859959836616
