replicate,temperature,lag,block_size,block_count,calibration_jump_count,raw_calibration_jump_msd,raw_calibration_jump_fourth_moment,calibration_green_kubo_factor,calibration_block_asymptotic_green_kubo_factor,calibration_block_finite_green_kubo_factor,event_correlation_lag_count,correlated_jump_kernel_maximum_count,correlated_jump_kernel_minimum_samples,kernel_mode,count_tail_probability,predicted_event_msd,predicted_event_fourth_moment,predicted_mean_count,predicted_count_variance,heldout_events_used_in_prediction,macro_fit_parameter_count,jump_direction_correlation_included,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_event_fs_k2,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_event_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25,predicted_event_fs_k7p25,predicted_msd,observed_msd,msd_relative_error,predicted_ngp,observed_ngp,ngp_absolute_error
2.0,0.45,500.0,20.0,25.0,82671.0,0.06696280252995465,0.01739188491334692,0.46063840885780605,0.09367258076993601,0.13329283579168927,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.1321737368466631,0.030573743168643253,2.5124913990577555,12.11724821639022,0.0,0.0,1.0,0.0,0.9158311687994554,0.9359506294503632,0.02011946065090786,0.9158311687994554,0.7050451643398663,0.8005729633027215,0.09552779896285524,0.7050451643398663,0.32336242015124617,0.5679871984961697,0.24462477834492358,0.32336242015124617,0.1321737368466631,0.1073797564638258,0.23089994985404827,0.05004890432888942,2.3654625478366693,2.31541364350778
2.0,0.45,1000.0,20.0,50.0,82671.0,0.06696280252995465,0.01739188491334692,0.46063840885780605,0.09367258076993601,0.11348270828081275,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.2250598823321198,0.08702053034664761,5.024982798115514,32.61368414660858,0.0,0.0,1.0,0.0,0.8609685567506168,0.9031995585846249,0.042231001834008075,0.8609685567506168,0.5516116563957204,0.7283672041708552,0.1767555477751348,0.5516116563957204,0.14640629621308504,0.4797847508304132,0.3333784546173282,0.14640629621308504,0.2250598823321198,0.171315127140714,0.31371867790321395,0.030805675853913916,2.1878435702506227,2.1570378943967086
2.0,0.45,2000.0,20.0,100.0,82671.0,0.06696280252995465,0.01739188491334692,0.46063840885780605,0.09367258076993601,0.10357764452537421,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.41083211910926726,0.28641209558458813,10.049965596231031,81.18209472914958,0.0,0.0,1.0,0.0,0.7609270052116381,0.8413429351086408,0.08041592989700264,0.7609270052116381,0.33777411432338716,0.6109579893966665,0.2731838750732793,0.33777411432338716,0.030092213193052685,0.3600406540179815,0.32994844082492886,0.030092213193052685,0.41083211910926726,0.30417451341716534,0.35064609619618103,0.018154830241374986,1.7285262993440798,1.7103714691027048
2.0,0.45,3000.0,20.0,150.0,82671.0,0.06696280252995465,0.01739188491334692,0.46063840885780605,0.09367258076993601,0.10027595660689514,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.596604437348005,0.6008796927604165,15.074948394346547,132.14378579122487,0.0,0.0,1.0,0.0,0.6725129227014766,0.7881757849378997,0.11566286223642319,0.6725129227014766,0.20684438954603904,0.5238939683641092,0.31704957881807017,0.20684438954603904,0.006189834175539998,0.28726954685338274,0.28107971267784276,0.006189834175539998,0.596604437348005,0.43061894250681476,0.3854579500727917,0.0128982456656892,1.4125656124190522,1.399667366753363
3.0,0.45,20.0,20.0,1.0,80085.0,0.06532154655713679,0.01701098631901802,0.4271255020165311,0.08446907736325437,1.0,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.038766736993120235,0.004164112404833685,0.09855770859878532,0.1335475921883167,0.0,0.0,1.0,0.0,0.9746907371702066,0.9733464399062582,0.0013442972639483575,0.9746907371702066,0.9044925347894295,0.8998300405768516,0.004662494212577917,0.9044925347894295,0.7300577851574473,0.719625334776794,0.010432450380653324,0.7300577851574473,0.038766736993120235,0.04088453535015432,0.051799496775400966,0.6624752897670423,0.6717795454013664,0.009304255634324132
3.0,0.45,100.0,20.0,5.0,80085.0,0.06532154655713679,0.01701098631901802,0.4271255020165311,0.08446907736325437,0.2864998212069113,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.055533320738415375,0.00597893385410382,0.49278854299392666,1.1390562079074698,0.0,0.0,1.0,0.0,0.9637597574527945,0.9610112315857834,0.0027485258670111312,0.9637597574527945,0.8637936667329009,0.862271216767361,0.0015224499655399626,0.8637936667329009,0.6246495071494157,0.6509038936949388,0.026254386545523145,0.6246495071494157,0.055533320738415375,0.06145764487131366,0.09639686234809752,0.16323567087662672,1.5290982774510748,1.3658626065744481
3.0,0.45,200.0,20.0,10.0,80085.0,0.06532154655713679,0.01701098631901802,0.4271255020165311,0.08446907736325437,0.1875097893269705,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.07269143141034101,0.009644320864231882,0.9855770859878532,3.1053666626299417,0.0,0.0,1.0,0.0,0.9527986931378603,0.9487120659775828,0.004086627160277412,0.9527986931378603,0.825178275842279,0.8285185258267364,0.0033402499844573663,0.825178275842279,0.5377721417630381,0.5978656138385857,0.060093472075547605,0.5377721417630381,0.07269143141034101,0.08291711479064671,0.12332415818041931,0.09510675894966125,1.8615152201432474,1.7664084611935862
3.0,0.45,500.0,20.0,25.0,80085.0,0.06532154655713679,0.01701098631901802,0.4271255020165311,0.08446907736325437,0.1256853621487407,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.12181027776081428,0.025940930314364175,2.463942714969633,11.957305254050999,0.0,0.0,1.0,0.0,0.922149131817173,0.9154651401493429,0.006683991667830069,0.922149131817173,0.7244262098009873,0.746495797190644,0.022069587389656697,0.7244262098009873,0.35237244970050674,0.4861965894302254,0.13382413972971868,0.35237244970050674,0.12181027776081428,0.1442378852338565,0.15549040695292904,0.04898416038232867,1.8875616697620217,1.838577509379693
3.0,0.45,1000.0,20.0,50.0,80085.0,0.06532154655713679,0.01701098631901802,0.4271255020165311,0.08446907736325437,0.10507721975599793,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.20367504640682269,0.07119275133493377,4.927885429939269,31.901871127162835,0.0,0.0,1.0,0.0,0.8732663153278062,0.8653976751912258,0.007868640136580396,0.8732663153278062,0.5833330700500449,0.6394261790931611,0.05609310904311626,0.5833330700500449,0.1747879652714436,0.3638800632295381,0.18909209795809448,0.1747879652714436,0.20367504640682269,0.24403309580251992,0.16537940996477118,0.029701581197201454,1.5499016636258744,1.520200082428673
3.0,0.45,2000.0,20.0,100.0,80085.0,0.06532154655713679,0.01701098631901802,0.4271255020165311,0.08446907736325437,0.09477314855962626,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.36740456831251833,0.22882763528960337,9.855770859878522,77.6978190451293,0.0,0.0,1.0,0.0,0.7831482285803997,0.7710587368632903,0.01208949171710938,0.7831482285803997,0.3783091919363185,0.47164946591635304,0.09334027398003453,0.3783091919363185,0.04307281889688273,0.21085493819329598,0.16778211929641326,0.04307281889688273,0.36740456831251833,0.45236003499621646,0.18780497858173673,0.017116311005434204,1.073065313621913,1.0559490026164788
3.0,0.45,3000.0,20.0,150.0,80085.0,0.06532154655713679,0.01701098631901802,0.4271255020165311,0.08446907736325437,0.09133845816083597,8.0,0.0,500.0,state-conditioned-joint-finite-gk,0.0,0.5311340599319306,0.475823421962848,14.783656289817813,124.9412715975175,0.0,0.0,1.0,0.0,0.7023302416498359,0.6922019467726407,0.010128294877195243,0.7023302416498359,0.24534605545859173,0.3580006787434651,0.11265462328487336,0.24534605545859173,0.010616998211973105,0.1294193663865033,0.1188023681745302,0.010616998211973105,0.5311340599319306,0.6472318283567606,0.17937586400778138,0.012019223032034843,0.8235015742528151,0.8114823512207803
