particle_identity_correlation,first_mean_event_count,second_mean_event_count,first_event_count_variance,second_event_count_variance,particle_count,replicate,temperature,calibration_time,heldout_time,calibration_event_count,heldout_event_count,permutation_null_mean,permutation_null_standard_deviation,permutation_z_score,permutation_replicates,debye_waller_factor,thermodynamic_claim_allowed
0.04547550847454865,10.563320109856576,11.161122978333841,15.265825778823544,15.720148632114658,3277.0,1.0,0.58,750.0,750.0,34616.0,36575.0,0.001671005576070582,0.017749370871913542,2.4679467917251054,256.0,0.055629000067710876,0.0
0.032127904717046255,10.679279829111993,11.33994507171193,14.695734849068266,15.898474577391793,3277.0,2.0,0.58,750.0,750.0,34996.0,37161.0,0.0015268076587019322,0.01659853936390397,1.8436018005831907,256.0,0.055856186896562576,0.0
0.0325105228827703,10.859627708269759,11.428135489777235,14.056584908698229,14.99918398164252,3277.0,3.0,0.58,750.0,750.0,35587.0,37450.0,0.0015996972894452273,0.017605606851511912,1.7557375814438654,256.0,0.05592551454901695,0.0
0.03941743277217094,10.584375953616112,11.111382361916387,14.32100093037081,15.503309562984596,3277.0,4.0,0.58,750.0,750.0,34685.0,36412.0,-0.00013096553332749645,0.01759576886117484,2.2476084232250964,256.0,0.055333156138658524,0.0
0.05515477242334444,10.823008849557523,11.050045773573391,14.643681761593944,16.60048596067561,3277.0,5.0,0.58,750.0,750.0,35467.0,36211.0,0.002998495399408371,0.017900761049297546,2.91363461476867,256.0,0.05519552901387215,0.0
