temperature,replicate,lag,count_source,kernel_source,residual_source,model_code,count_tail_probability,predicted_msd,observed_msd,msd_relative_error,predicted_ngp,observed_ngp,ngp_absolute_error,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25
0.45,1.0,50.0,calibration,heldout,calibration,chc,0.0,0.05059731610268481,0.047091920203606114,0.07443731077269322,1.1116911392184945,1.1419796763703234,0.030288537151828887,0.9674067588652597,0.9696073952007812,0.0022006363355214775,0.8809182664157172,0.8884326746989446,0.007514408283227358,0.6825041565503449,0.6994078256700247,0.016903669119679776
0.45,1.0,50.0,calibration,heldout,heldout,chh,0.0,0.05066721835939569,0.047091920203606114,0.07592168975763691,1.1119354740497522,1.1419796763703234,0.030044202320571145,0.9673634737745581,0.9696073952007812,0.0022439214262230944,0.8807661481021736,0.8884326746989446,0.007666526596771028,0.6820680816970315,0.6994078256700247,0.017339743972993205
0.45,1.0,50.0,heldout,calibration,calibration,hcc,4.92984096767124e-07,0.05086335729829703,0.047091920203606114,0.08008671293047231,1.1356495834218618,1.1419796763703234,0.006330092948461541,0.9672527047266555,0.9696073952007812,0.0023546904741257313,0.8804873657653854,0.8884326746989446,0.007945308933559159,0.681830841128068,0.6994078256700247,0.017576984541956664
0.45,1.0,50.0,heldout,calibration,heldout,hch,4.92984096767124e-07,0.05093325955500791,0.047091920203606114,0.08157109191541623,1.1358097164199505,1.1419796763703234,0.006169959950372839,0.9672094265288634,0.9696073952007812,0.0023979686719177717,0.8803353218604251,0.8884326746989446,0.008097352838519534,0.6813951964786167,0.6994078256700247,0.018012629191408003
0.45,1.0,50.0,heldout,heldout,calibration,hhc,0.0,0.050845610027621016,0.047091920203606114,0.07970984847900642,1.1224301534471786,1.1419796763703234,0.019549522923144824,0.9672578990096831,0.9696073952007812,0.0023494961910981438,0.8804701245815253,0.8884326746989446,0.00796255011741931,0.6817386755414484,0.6994078256700247,0.017669150128576283
0.45,1.0,50.0,heldout,heldout,heldout,hhh,0.0,0.050915512284331894,0.047091920203606114,0.08119422746395011,1.1226277581914448,1.1419796763703234,0.019351918178878602,0.967214620579481,0.9696073952007812,0.0023927746213001644,0.8803180836537989,0.8884326746989446,0.00811459104514567,0.6813030897796892,0.6994078256700247,0.018104735890335455
0.45,1.0,100.0,calibration,calibration,calibration,ccc,0.0,0.06156173996120043,0.0570676716703697,0.07874980981857926,1.4411125052099827,1.6297339342658397,0.188621429055857,0.9608705631055525,0.9637263303218477,0.002855767216295213,0.8612873022323625,0.8712844740845151,0.009997171852152653,0.6470150282381891,0.6701586799370863,0.023143651698897205
0.45,1.0,100.0,calibration,calibration,heldout,cch,0.0,0.06125655325796231,0.0570676716703697,0.07340200616187986,1.450631290176331,1.6297339342658397,0.1791026440895087,0.9610623174764888,0.9637263303218477,0.0026640128453588874,0.861936436334813,0.8712844740845151,0.009348037749702165,0.6483691018515079,0.6701586799370863,0.021789578085578465
0.45,1.0,100.0,calibration,heldout,calibration,chc,9.956187795312488e-07,0.06172637785723243,0.0570676716703697,0.08163476887180576,1.4465464340128027,1.6297339342658397,0.18318750025303698,0.9607761923085105,0.9637263303218477,0.0029501380133372113,0.8610403296014015,0.8712844740845151,0.010244144483113615,0.6466600716209232,0.6701586799370863,0.023498608316163128
0.45,1.0,100.0,calibration,heldout,heldout,chh,9.956187795312488e-07,0.06142119115399431,0.0570676716703697,0.07628696521510658,1.4561067787489423,1.6297339342658397,0.17362715551689734,0.960967927846512,0.9637263303218477,0.002758402475335764,0.8616892775657808,0.8712844740845151,0.009595196518734306,0.6480134023807248,0.6701586799370863,0.02214527755636153
0.45,1.0,100.0,heldout,calibration,calibration,hcc,9.95618779642271e-07,0.06196264740899569,0.0570676716703697,0.08577493343166354,1.456236193152129,1.6297339342658397,0.17349774111371064,0.960638771388171,0.9637263303218477,0.0030875589336767373,0.860649803381856,0.8712844740845151,0.01063467070265911,0.6460876186786257,0.6701586799370863,0.02407106125846059
0.45,1.0,100.0,heldout,calibration,heldout,hch,9.95618779642271e-07,0.06165746070575757,0.0570676716703697,0.08042712977496413,1.4658744425280377,1.6297339342658397,0.163859491737802,0.9608304795020186,0.9637263303218477,0.0028958508198291266,0.8612984570148475,0.8712844740845151,0.009986017069667619,0.6474397514084123,0.6701586799370863,0.022718928528674076
0.45,1.0,100.0,heldout,heldout,calibration,hhc,0.0,0.0621261528130494,0.0570676716703697,0.08864004776466361,1.4603623141848616,1.6297339342658397,0.16937162008097806,0.9605448717002291,0.9637263303218477,0.0031814586216186713,0.8604025934043339,0.8712844740845151,0.010881880680181255,0.6457261478390041,0.6701586799370863,0.02443253209808227
0.45,1.0,100.0,heldout,heldout,heldout,hhh,0.0,0.06182096610981128,0.0570676716703697,0.08329224410796421,1.4700285134775686,1.6297339342658397,0.1597054207882711,0.9607365610751577,0.9637263303218477,0.0029897692466900327,0.8610510607203712,0.8712844740845151,0.010233413364143962,0.6470775240823033,0.6701586799370863,0.023081155854782986
0.45,1.0,200.0,calibration,calibration,calibration,ccc,0.0,0.07978577391891745,0.07543971565197483,0.057609685155657786,1.7467152172735685,2.0528096750212144,0.3060944577476459,0.9503509667999303,0.9531991465279716,0.0028481797280413,0.8319101810627938,0.8424536039827798,0.010543422919986,0.5995165502244271,0.6251232912663965,0.025606741041969472
0.45,1.0,200.0,calibration,calibration,heldout,cch,0.0,0.07936597207650967,0.07543971565197483,0.05204495259032771,1.7649377597618026,2.0528096750212144,0.2878719152594118,0.9506147558847204,0.9531991465279716,0.002584390643251111,0.8328075820089181,0.8424536039827798,0.009646021973861663,0.6014123032471013,0.6251232912663965,0.023710988019295276
0.45,1.0,200.0,calibration,heldout,calibration,chc,0.0,0.08058241554274392,0.07543971565197483,0.06816966164737237,1.7927947640810973,2.0528096750212144,0.2600149109401171,0.9499256304644584,0.9531991465279716,0.0032735160635131155,0.8309482494512722,0.8424536039827798,0.011505354531507583,0.5982674223392175,0.6251232912663965,0.02685586892717906
0.45,1.0,200.0,calibration,heldout,heldout,chh,0.0,0.08016261370033614,0.07543971565197483,0.0626049290820423,1.811322620344992,2.0528096750212144,0.24148705467622245,0.9501893014885673,0.9531991465279716,0.0030098450394042686,0.831844612739296,0.8424536039827798,0.0106089912434838,0.6001592254493109,0.6251232912663965,0.024964065817085657
0.45,1.0,200.0,heldout,calibration,calibration,hcc,1.4724721334569146e-05,0.08043487323474413,0.07543971565197483,0.0662138972767794,1.7635542281791685,2.0528096750212144,0.28925544684204585,0.9499949838871293,0.9531991465279716,0.003204162640842223,0.8310507339979695,0.8424536039827798,0.011402869984810327,0.5985576747824293,0.6251232912663965,0.02656561648396727
0.45,1.0,200.0,heldout,calibration,heldout,hch,1.4724721334569146e-05,0.08001507139233636,0.07543971565197483,0.060649164711449544,1.7818081598965128,2.0528096750212144,0.2710015151247016,0.95025867416168,0.9531991465279716,0.00294047236629158,0.831947207838468,0.8424536039827798,0.010506396144311814,0.6004503957102982,0.6251232912663965,0.024672895556098307
0.45,1.0,200.0,heldout,heldout,calibration,hhc,1.1102230246251565e-16,0.08124448266483406,0.07543971565197483,0.07694577004555914,1.8091403708786769,2.0528096750212144,0.2436693041425375,0.9495634024191792,0.9531991465279716,0.003635744108792305,0.8300836969305045,0.8424536039827798,0.012369907052275253,0.5973025296946078,0.6251232912663965,0.0278207615717887
0.45,1.0,200.0,heldout,heldout,heldout,hhh,1.1102230246251565e-16,0.08082468082242629,0.07543971565197483,0.0713810374802295,1.8276887231178933,2.0528096750212144,0.22512095190332104,0.949826972899586,0.9531991465279716,0.0033721736283855996,0.8309791276055278,0.8424536039827798,0.011474476377251963,0.5991912816826815,0.6251232912663965,0.025932009583715
0.45,1.0,500.0,calibration,calibration,calibration,ccc,0.0,0.12759046784441733,0.12726889615088294,0.0025267107931317145,1.9686040955161506,2.240207131422164,0.27160303590601353,0.924361684234323,0.9252086699236458,0.0008469856893228433,0.7675690015164114,0.7741688168233672,0.0065998153069558585,0.5117415779103422,0.533395281820343,0.021653703910000766
0.45,1.0,500.0,calibration,calibration,heldout,cch,0.0,0.12721618459616998,0.12726889615088294,0.00041417468295212867,1.978812356360463,2.240207131422164,0.26139477506170117,0.9245868771107254,0.9252086699236458,0.0006217928129204076,0.7682651577063738,0.7741688168233672,0.0059036591169934205,0.5129915507233269,0.533395281820343,0.020403731097016098
0.45,1.0,500.0,calibration,heldout,calibration,chc,0.0,0.13092879658782017,0.12726889615088294,0.028757226216516107,2.045081025491556,2.240207131422164,0.19512610593060797,0.9227352475815628,0.9252086699236458,0.0024734223420830315,0.7645859789487671,0.7741688168233672,0.009582837874600125,0.5095337298091704,0.533395281820343,0.02386155201117257
0.45,1.0,500.0,calibration,heldout,heldout,chh,0.0,0.13055451333957283,0.12726889615088294,0.025816340740432375,2.055501655691497,2.240207131422164,0.18470547573066698,0.9229600442256739,0.9252086699236458,0.0022486256979719066,0.7652794296495538,0.7741688168233672,0.00888938717381349,0.5107783097632966,0.533395281820343,0.02261697205704638
0.45,1.0,500.0,heldout,calibration,calibration,hcc,2.1680792605671684e-06,0.1294772314140415,0.12726889615088294,0.017351727955120078,1.985379867214955,2.240207131422164,0.25482726420720914,0.9234215262043926,0.9252086699236458,0.001787143719253259,0.7657377123681404,0.7741688168233672,0.008431104455226879,0.5103879893752487,0.533395281820343,0.023007292445094363
0.45,1.0,500.0,heldout,calibration,heldout,hch,2.1680792605671684e-06,0.12910294816579415,0.12726889615088294,0.014410842479036345,1.9955561579670413,2.240207131422164,0.24465097345512277,0.9236464900396149,0.9252086699236458,0.0015621798840309564,0.7664322076477824,0.7741688168233672,0.00773660917558483,0.5116346559318299,0.533395281820343,0.02176062588851313
0.45,1.0,500.0,heldout,heldout,calibration,hhc,0.0,0.1330347366029692,0.12726889615088294,0.045304395861582636,2.0663456370522586,2.240207131422164,0.1738614943699055,0.9217056614951472,0.9252086699236458,0.0035030084284985996,0.7626463578941199,0.7741688168233672,0.011522458929247303,0.5081416777731618,0.533395281820343,0.025253604047181244
0.45,1.0,500.0,heldout,heldout,heldout,hhh,0.0,0.13266045335472185,0.12726889615088294,0.042363510385498904,2.0767413958645093,2.240207131422164,0.16346573555765476,0.9219302073116264,0.9252086699236458,0.0032784626120193616,0.7633380494316253,0.7741688168233672,0.010830767391741936,0.5093828575204757,0.533395281820343,0.024012424299867274
0.45,1.0,1000.0,calibration,calibration,calibration,ccc,2.220446049250313e-16,0.2074229167429902,0.21371648432894896,0.029448208479191496,1.8658059938509322,2.035011317785304,0.16920532393437204,0.8845959738779797,0.8825336715723144,0.0020623023056652867,0.6829278643646275,0.6840225543370759,0.0010946899724484371,0.41624263471503536,0.43196745142274323,0.015724816707707867
0.45,1.0,1000.0,calibration,calibration,heldout,cch,2.220446049250313e-16,0.20680355529164676,0.21371648432894896,0.03234626032244636,1.8763719198087796,2.035011317785304,0.1586393979765246,0.8849559229854684,0.8825336715723144,0.0024222514131539974,0.6839945600693177,0.6840225543370759,2.7994267758235658e-05,0.41818228006692804,0.43196745142274323,0.013785171355815196
0.45,1.0,1000.0,calibration,heldout,calibration,chc,2.220446049250313e-16,0.21421202237948272,0.21371648432894896,0.0023186702330879605,1.9230538404984752,2.035011317785304,0.11195747728682903,0.8815114062046524,0.8825336715723144,0.0010222653676620341,0.6776109615774779,0.6840225543370759,0.006411592759598017,0.4137438246013002,0.43196745142274323,0.018223626821443017
0.45,1.0,1000.0,calibration,heldout,heldout,chh,2.220446049250313e-16,0.21359266092813928,0.21371648432894896,0.0005793816101667959,1.9336351856251426,2.035011317785304,0.10137613216016161,0.8818701001771262,0.8825336715723144,0.0006635713951882449,0.678669352572899,0.6840225543370759,0.005353201764176974,0.41567182577016565,0.43196745142274323,0.016295625652577583
0.45,1.0,1000.0,heldout,calibration,calibration,hcc,1.2181922392717759e-05,0.21105205319907097,0.21371648432894896,0.012467129703373492,1.880910151519855,2.035011317785304,0.15410116626544923,0.8830318588500877,0.8825336715723144,0.0004981872777732876,0.6807796918640024,0.6840225543370759,0.0032428624730734823,0.41598807519092934,0.43196745142274323,0.01597937623181389
0.45,1.0,1000.0,heldout,calibration,heldout,hch,1.2181922392717759e-05,0.21043269174772752,0.21371648432894896,0.015365181546628248,1.8913932373456421,2.035011317785304,0.14361808043966207,0.8833911715067844,0.8825336715723144,0.0008574999344699297,0.6818430322415798,0.6840225543370759,0.0021795220954961003,0.41792653432315946,0.43196745142274323,0.014040917099583772
0.45,1.0,1000.0,heldout,heldout,calibration,hhc,1.1102230246251565e-16,0.21836142375118064,0.21371648432894896,0.02173411862363528,1.9448953308047,2.035011317785304,0.0901159869806043,0.8797904528533057,0.8825336715723144,0.002743218719008733,0.6753731843111699,0.6840225543370759,0.008649370025906045,0.41349604358462116,0.43196745142274323,0.018471407838122067
0.45,1.0,1000.0,heldout,heldout,heldout,hhh,1.1102230246251565e-16,0.2177420622998372,0.21371648432894896,0.018836066780380634,1.9554101445082583,2.035011317785304,0.07960117327704586,0.8801484465562314,0.8825336715723144,0.00238522501608307,0.6764280800217702,0.6840225543370759,0.007594474315305688,0.4154228901209305,0.43196745142274323,0.016544561301812755
0.45,1.0,2000.0,calibration,calibration,calibration,ccc,1.1102230246251565e-16,0.36354297548532044,0.38494087781746295,0.05558750334197893,1.5219540261224371,1.5320813966552245,0.010127370532787339,0.8155479963381995,0.8061233874084176,0.009424608929781919,0.5634119987253455,0.5436221107653332,0.019789887960012353,0.3062667520823388,0.29754222992878293,0.008724522153555847
0.45,1.0,2000.0,calibration,calibration,heldout,cch,1.1102230246251565e-16,0.363840436862974,0.38494087781746295,0.05481475772104061,1.519246170255482,1.5320813966552245,0.012835226399742439,0.8153805980888047,0.8061233874084176,0.009257210680387096,0.5629100881206035,0.5436221107653332,0.019287977355270325,0.3052292065972472,0.29754222992878293,0.007686976668464296
0.45,1.0,2000.0,calibration,heldout,calibration,chc,1.1102230246251565e-16,0.37320257730945544,0.38494087781746295,0.03049377497802075,1.5130174571395822,1.5320813966552245,0.019063939515642225,0.810171892798735,0.8061233874084176,0.004048505390317425,0.5476771001797708,0.5436221107653332,0.004054989414437604,0.2963378554657993,0.29754222992878293,0.001204374462983604
0.45,1.0,2000.0,calibration,heldout,heldout,chh,1.1102230246251565e-16,0.373500038687109,0.38494087781746295,0.02972102935708254,1.5103993860644516,1.5320813966552245,0.021682010590772904,0.8100055980408885,0.8061233874084176,0.0038822106324708505,0.5471892068704758,0.5436221107653332,0.0035670961051426087,0.29533394628561643,0.29754222992878293,0.0022082836431664976
