replicate,temperature,block_size,first_count,second_count,heldout_probability,two_clock_probability,single_clock_probability,hmm_probability,poisson_probability
1.0,0.58,20.0,5.0,0.0,2.542976299460889e-05,3.732479331337689e-05,3.6869743261291004e-05,3.3214895098322106e-05,8.787683176523029e-06
1.0,0.58,20.0,5.0,1.0,8.47658766486963e-06,1.7433152980501738e-05,1.7071970296024567e-05,1.210218977892188e-05,2.4997812801875132e-06
1.0,0.58,20.0,5.0,2.0,0.0,5.133237364293493e-06,4.9615215556872616e-06,2.5126244243306596e-06,3.5554914322983084e-07
1.0,0.58,20.0,5.0,3.0,0.0,1.1777310101285322e-06,1.1187724529454006e-06,3.5792134728758826e-07,3.371366773922561e-08
1.0,0.58,20.0,5.0,4.0,0.0,2.2793631310171837e-07,2.1215428773699454e-07,3.8459235664655517e-08,2.397582895515902e-09
1.0,0.58,20.0,5.0,5.0,0.0,3.888155966917218e-08,3.5375625767149927e-08,3.3097157255187468e-09,1.3640530090844294e-10
1.0,0.58,50.0,0.0,0.0,0.26893064213784384,0.2880184430708884,0.28885226879889986,0.28896064351812434,0.24452378825725474
1.0,0.58,50.0,0.0,1.0,0.1504424778761062,0.15951534206546275,0.15893959266513108,0.1506404029357676,0.17219886998907802
1.0,0.58,50.0,0.0,2.0,0.06081346178996469,0.05668495536807194,0.05680673117543801,0.05851239131782827,0.060633059541673535
1.0,0.58,50.0,0.0,3.0,0.019290291643053317,0.016588231552444207,0.016682748262461036,0.018481846904689538,0.014233031492859803
1.0,0.58,50.0,0.0,4.0,0.0044683726404812765,0.004366930447194264,0.004373773831548195,0.004668277981574575,0.0025058011298791324
1.0,0.58,50.0,0.0,5.0,0.0007628928898382667,0.0010777421498135177,0.0010651362294562,0.0009598801940449334,0.0003529277262207142
1.0,0.58,50.0,0.0,6.0,4.359387941932953e-05,0.00025492687408969347,0.00024634364496687336,0.00016521287409541294,4.142320608570252e-05
1.0,0.58,50.0,0.0,7.0,2.1796939709664764e-05,5.854525564273307e-05,5.485043467912849e-05,2.440163844705229e-05,4.167300817712711e-06
1.0,0.58,50.0,0.0,8.0,2.1796939709664764e-05,1.3159480040112245e-05,1.1863188805949317e-05,3.154478085804209e-06,3.66837771096387e-07
1.0,0.58,50.0,1.0,0.0,0.14787043899036575,0.15951534206546275,0.15893959266513108,0.1506404029357676,0.17219886998907802
1.0,0.58,50.0,1.0,1.0,0.09963381141287764,0.0967800130851633,0.09634052279317218,0.09298923557093039,0.12126611908334706
1.0,0.58,50.0,1.0,2.0,0.043681067178168186,0.03695932469183416,0.03701364922251933,0.039871525298423555,0.04269909447857941
1.0,0.58,50.0,1.0,3.0,0.013339727102314835,0.011426594174465773,0.011466360505389737,0.013029575877381787,0.010023204519516528
1.0,0.58,50.0,1.0,4.0,0.003487510353546362,0.0031315700517408973,0.0031242952239311393,0.003322207430482358,0.0017646386311035711
1.0,0.58,50.0,1.0,5.0,0.0005667204324512838,0.0007946875303008224,0.000781401664053833,0.0006847704379316351,0.0002485392365142151
1.0,0.58,50.0,1.0,6.0,0.00015257857796765334,0.00019132271091161143,0.0001838348587155164,0.00011793455776619769,2.917110572398898e-05
1.0,0.58,50.0,1.0,7.0,4.359387941932953e-05,4.435389153546305e-05,4.1317896967979185e-05,1.742145365664639e-05,2.934702168771096e-06
1.0,0.58,50.0,1.0,8.0,0.0,9.998275305880623e-06,8.965021988123717e-06,2.25221670975449e-06,2.5833498696516185e-07
1.0,0.58,50.0,2.0,0.0,0.06214307511225424,0.05668495536807194,0.05680673117543801,0.05851239131782827,0.060633059541673535
1.0,0.58,50.0,2.0,1.0,0.041828327302846684,0.03695932469183416,0.03701364922251933,0.039871525298423555,0.04269909447857941
1.0,0.58,50.0,2.0,2.0,0.019791621256375604,0.015170943645850695,0.015295790989531785,0.017918366222230194,0.015034806779274794
1.0,0.58,50.0,2.0,3.0,0.006473691093770434,0.005021511261737865,0.005074565782741285,0.005942029860833851,0.0035292772622071422
1.0,0.58,50.0,2.0,4.0,0.001656567417934522,0.001464101195536087,0.00147122361051365,0.0015210343291540602,0.0006213480912855378
1.0,0.58,50.0,2.0,5.0,0.00026156327651597714,0.0003923476886464486,0.00038870499267173097,0.00031383099225592794,8.751331717196694e-05
1.0,0.58,50.0,2.0,6.0,2.1796939709664764e-05,9.89735332969168e-05,9.589933324167393e-05,5.406338976545217e-05,1.0271457590698836e-05
1.0,0.58,50.0,2.0,7.0,2.1796939709664764e-05,2.3856132158294125e-05,2.2442948759695207e-05,7.986836184471156e-06,1.0333399478606476e-06
1.0,0.58,50.0,2.0,8.0,0.0,5.54979321105299e-06,5.036267793409867e-06,1.0325419319795125e-06,9.096250542962102e-08
1.0,0.58,50.0,3.0,0.0,0.018113256898731417,0.016588231552444207,0.016682748262461036,0.018481846904689535,0.014233031492859803
1.0,0.58,50.0,3.0,1.0,0.014059026112733772,0.011426594174465773,0.011466360505389737,0.013029575877381787,0.010023204519516528
1.0,0.58,50.0,3.0,2.0,0.006669863551157417,0.005021511261737865,0.005074565782741285,0.005942029860833851,0.0035292772622071422
1.0,0.58,50.0,3.0,3.0,0.001852739875321505,0.0017909428955305666,0.0018139733799708928,0.00197915765997986,0.0008284641217140503
1.0,0.58,50.0,3.0,4.0,0.0006539081912899429,0.000563342721157986,0.0005669658635841261,0.0005072129418014585,0.0001458555286199449
1.0,0.58,50.0,3.0,5.0,0.00013078163825798857,0.00016251317415684038,0.0001610854991959637,0.00010468310725293951,2.054291518139767e-05
1.0,0.58,50.0,3.0,6.0,2.1796939709664764e-05,4.395097639873602e-05,4.256413679514192e-05,1.8035031106759153e-05,2.4111265450081774e-06
1.0,0.58,50.0,3.0,7.0,0.0,1.1299558207948663e-05,1.0617572054152237e-05,2.6643833783231493e-06,2.4256668114565606e-07
1.0,0.58,50.0,3.0,8.0,0.0,2.788301539532975e-06,2.5269023108064393e-06,3.4445440279580945e-07,2.1352579174392306e-08
1.0,0.58,50.0,4.0,0.0,0.0044683726404812765,0.004366930447194264,0.004373773831548195,0.004668277981574575,0.0025058011298791324
1.0,0.58,50.0,4.0,1.0,0.0032913378961593794,0.0031315700517408973,0.0031242952239311393,0.003322207430482358,0.0017646386311035711
1.0,0.58,50.0,4.0,2.0,0.0020053184532891582,0.0014641011955360873,0.00147122361051365,0.0015210343291540602,0.0006213480912855378
1.0,0.58,50.0,4.0,3.0,0.0005449234927416191,0.0005633427211579859,0.0005669658635841261,0.0005072129418014585,0.0001458555286199449
1.0,0.58,50.0,4.0,4.0,0.0002397663368063124,0.00019238506873156948,0.00019200524712352374,0.00013002706751159186,2.567864397674709e-05
1.0,0.58,50.0,4.0,5.0,6.539081912899428e-05,6.0310565756406984e-05,5.911107448711772e-05,2.6838249831657108e-05,3.6166898175122663e-06
1.0,0.58,50.0,4.0,6.0,0.0,1.7684310110338798e-05,1.6880521646158307e-05,4.623843678226717e-06,4.244916920048982e-07
1.0,0.58,50.0,4.0,7.0,0.0,4.910171152606216e-06,4.533476445360538e-06,6.831013687044724e-07,4.270515834878462e-08
1.0,0.58,50.0,4.0,8.0,0.0,1.3025480846494872e-06,1.1566288661945903e-06,8.831220628630637e-08,3.759235483169383e-09
1.0,0.58,50.0,5.0,0.0,0.000741095950128602,0.0010777421498135177,0.0010651362294562,0.0009598801940449334,0.0003529277262207142
1.0,0.58,50.0,5.0,1.0,0.0006103143118706134,0.0007946875303008224,0.000781401664053833,0.0006847704379316351,0.0002485392365142151
1.0,0.58,50.0,5.0,2.0,0.00021796939709664762,0.0003923476886464486,0.00038870499267173097,0.00031383099225592794,8.751331717196694e-05
1.0,0.58,50.0,5.0,3.0,0.00010898469854832381,0.00016251317415684035,0.0001610854991959637,0.00010468310725293951,2.054291518139767e-05
1.0,0.58,50.0,5.0,4.0,8.718775883865905e-05,6.031056575640702e-05,5.91110744871178e-05,2.6838249831657108e-05,3.6166898175122663e-06
1.0,0.58,50.0,5.0,5.0,0.0,2.0587921666925144e-05,1.9737917636558263e-05,5.539662990921594e-06,5.093900304058777e-07
1.0,0.58,50.0,5.0,6.0,0.0,6.5596491224177346e-06,6.098532254377713e-06,9.544089673110484e-07,5.978722168829846e-08
1.0,0.58,50.0,5.0,7.0,0.0,1.9710857345806358e-06,1.7651074170075769e-06,1.4099934139584438e-07,6.014776773071013e-09
1.0,0.58,50.0,5.0,8.0,0.0,5.632230129232231e-07,4.832117321816948e-07,1.822857859778568e-08,5.294667703606606e-10
1.0,0.58,50.0,6.0,0.0,0.00013078163825798857,0.00025492687408969347,0.00024634364496687336,0.00016521287409541294,4.142320608570252e-05
1.0,0.58,50.0,6.0,1.0,6.539081912899428e-05,0.00019132271091161143,0.0001838348587155164,0.00011793455776619769,2.917110572398898e-05
1.0,0.58,50.0,6.0,2.0,0.0,9.89735332969168e-05,9.589933324167393e-05,5.406338976545217e-05,1.0271457590698836e-05
1.0,0.58,50.0,6.0,3.0,0.0,4.395097639873601e-05,4.256413679514192e-05,1.8035031106759153e-05,2.4111265450081774e-06
1.0,0.58,50.0,6.0,4.0,4.359387941932953e-05,1.768431011033881e-05,1.6880521646158358e-05,4.623843678226717e-06,4.244916920048982e-07
1.0,0.58,50.0,6.0,5.0,0.0,6.559649122417735e-06,6.0985322543777035e-06,9.544089673110484e-07,5.978722168829846e-08
1.0,0.58,50.0,6.0,6.0,0.0,2.2652246041297293e-06,2.033095617891051e-06,1.6443196209573592e-07,7.0172395685828485e-09
1.0,0.58,50.0,6.0,7.0,0.0,7.344656410351874e-07,6.322568367326581e-07,2.4292317805124833e-08,7.059556938142142e-10
1.0,0.58,50.0,6.0,8.0,0.0,2.2535569584204186e-07,1.8514533062660992e-07,3.140542762295695e-09,6.214363314279534e-11
1.0,0.58,50.0,7.0,0.0,2.1796939709664764e-05,5.854525564273307e-05,5.485043467912849e-05,2.440163844705229e-05,4.167300817712711e-06
1.0,0.58,50.0,7.0,1.0,6.539081912899428e-05,4.435389153546305e-05,4.1317896967979185e-05,1.742145365664639e-05,2.934702168771096e-06
1.0,0.58,50.0,7.0,2.0,0.0,2.3856132158294128e-05,2.2442948759695183e-05,7.986836184471156e-06,1.0333399478606476e-06
1.0,0.58,50.0,7.0,3.0,0.0,1.1299558207948662e-05,1.0617572054152237e-05,2.6643833783231493e-06,2.4256668114565606e-07
1.0,0.58,50.0,7.0,4.0,0.0,4.910171152606218e-06,4.533476445360538e-06,6.831013687044724e-07,4.270515834878462e-08
1.0,0.58,50.0,7.0,5.0,0.0,1.9710857345806345e-06,1.7651074170075824e-06,1.4099934139584438e-07,6.014776773071013e-09
1.0,0.58,50.0,7.0,6.0,0.0,7.344656410351868e-07,6.322568367326591e-07,2.4292317805124833e-08,7.059556938142142e-10
1.0,0.58,50.0,7.0,7.0,0.0,2.557788264138678e-07,2.1036096324558049e-07,3.5888202374124523e-09,7.102129502033752e-11
1.0,0.58,50.0,7.0,8.0,0.0,8.389141390470216e-08,6.561927684042e-08,4.6396740518954903e-10,6.251838949303234e-12
1.0,0.58,50.0,8.0,0.0,0.0,1.3159480040112245e-05,1.1863188805949317e-05,3.1544780858042096e-06,3.66837771096387e-07
1.0,0.58,50.0,8.0,1.0,0.0,9.998275305880623e-06,8.965021988123717e-06,2.25221670975449e-06,2.5833498696516185e-07
1.0,0.58,50.0,8.0,2.0,2.1796939709664764e-05,5.5497932110529885e-06,5.036267793409867e-06,1.0325419319795125e-06,9.096250542962102e-08
1.0,0.58,50.0,8.0,3.0,0.0,2.788301539532975e-06,2.5269023108064393e-06,3.4445440279580945e-07,2.1352579174392306e-08
1.0,0.58,50.0,8.0,4.0,0.0,1.3025480846494883e-06,1.1566288661945903e-06,8.831220628630637e-08,3.759235483169383e-09
1.0,0.58,50.0,8.0,5.0,0.0,5.632230129232227e-07,4.832117321816948e-07,1.822857859778568e-08,5.294667703606606e-10
1.0,0.58,50.0,8.0,6.0,0.0,2.2535569584204175e-07,1.8514533062660992e-07,3.140542762295695e-09,6.214363314279534e-11
1.0,0.58,50.0,8.0,7.0,0.0,8.389141390470202e-08,6.561927684042012e-08,4.6396740518954903e-10,6.251838949303234e-12
1.0,0.58,50.0,8.0,8.0,0.0,2.928016466201474e-08,2.1715579342359943e-08,5.998231730195247e-11,5.503348008063288e-13
2.0,0.58,20.0,0.0,0.0,0.566778557623843,0.5808622180753205,0.5807579958243061,0.5843543600507483,0.5631049407921198
2.0,0.58,20.0,0.0,1.0,0.1477299698233479,0.1494283245122181,0.14949006503353873,0.14268234257238976,0.1616925633911904
2.0,0.58,20.0,0.0,2.0,0.025785779676533414,0.023867523629476292,0.023900145540196455,0.026279853573209597,0.02321457614919581
2.0,0.58,20.0,0.0,3.0,0.0031278608483368935,0.0030368921922047797,0.003045051019658541,0.0036142066181248335,0.00222198034130976
2.0,0.58,20.0,0.0,4.0,0.00034754009425965485,0.000337137731584134,0.0003386142916828736,0.0003812068167241394,0.0001595074342119123
2.0,0.58,20.0,0.0,5.0,0.0,3.414972394312795e-05,3.437012729212765e-05,3.229673842450737e-05,9.160340835012148e-06
2.0,0.58,20.0,1.0,0.0,0.14500898518292477,0.1494283245122181,0.14949006503353873,0.14268234257238976,0.1616925633911904
2.0,0.58,20.0,1.0,1.0,0.0543434035194792,0.04462022783904,0.04459159935638493,0.045921254409093115,0.04642915229839162
2.0,0.58,20.0,1.0,2.0,0.011129759603973824,0.008089990068302404,0.008065668803315787,0.009184641192474495,0.00666594102392928
2.0,0.58,20.0,1.0,3.0,0.001279964737395314,0.0011487773891800058,0.0011415936452314796,0.0012841971826616325,0.0006380297368476492
2.0,0.58,20.0,1.0,4.0,0.0001695317532973926,0.00014043342325100619,0.00013901099511858417,0.00013585863669909835,4.5801704175060734e-05
2.0,0.58,20.0,1.0,5.0,8.47658766486963e-06,1.5495477206108545e-05,1.5271227686416118e-05,1.1516464292564591e-05,2.630342736944494e-06
2.0,0.58,20.0,2.0,0.0,0.02613331977079307,0.023867523629476292,0.023900145540196455,0.026279853573209597,0.02321457614919581
2.0,0.58,20.0,2.0,1.0,0.010358390126470688,0.008089990068302404,0.008065668803315787,0.009184641192474495,0.00666594102392928
2.0,0.58,20.0,2.0,2.0,0.0021615298545417556,0.0016475356154923874,0.0016405881270557484,0.001873154463024962,0.0009570446052714738
2.0,0.58,20.0,2.0,3.0,0.00033058691892991557,0.0002600952695069483,0.0002589671993795735,0.0002628691112198742,9.160340835012147e-05
2.0,0.58,20.0,2.0,4.0,3.390635065947852e-05,3.502111153248866e-05,3.487091938194994e-05,2.782802981518451e-05,6.575856842361235e-06
2.0,0.58,20.0,2.0,5.0,0.0,4.221323126682607e-06,4.202416603034143e-06,2.3592048686045313e-06,3.776444041990429e-07
2.0,0.58,20.0,3.0,0.0,0.00297528227036924,0.0030368921922047797,0.003045051019658541,0.0036142066181248335,0.00222198034130976
2.0,0.58,20.0,3.0,1.0,0.0013647306140440105,0.0011487773891800056,0.0011415936452314796,0.0012841971826616325,0.0006380297368476492
2.0,0.58,20.0,3.0,2.0,0.0003390635065947852,0.00026009526950694823,0.0002589671993795735,0.0002628691112198742,9.160340835012147e-05
2.0,0.58,20.0,3.0,3.0,4.238293832434815e-05,4.535951376265678e-05,4.543603851964771e-05,3.6914973010798255e-05,8.767809123148313e-06
2.0,0.58,20.0,3.0,4.0,0.0,6.700109988165531e-06,6.7590718535969326e-06,3.908398047536957e-06,6.294073403317381e-07
2.0,0.58,20.0,3.0,5.0,0.0,8.800249122638856e-07,8.938328688348237e-07,3.3135344951970456e-07,3.61461883578253e-08
2.0,0.58,20.0,4.0,0.0,0.00034754009425965485,0.000337137731584134,0.0003386142916828736,0.0003812068167241394,0.0001595074342119123
2.0,0.58,20.0,4.0,1.0,0.00016105516563252298,0.0001404334232510062,0.00013901099511858417,0.00013585863669909835,4.5801704175060734e-05
2.0,0.58,20.0,4.0,2.0,3.390635065947852e-05,3.502111153248867e-05,3.487091938194994e-05,2.782802981518451e-05,6.575856842361235e-06
2.0,0.58,20.0,4.0,3.0,0.0,6.7001099881655296e-06,6.7590718535969326e-06,3.908398047536957e-06,6.294073403317381e-07
2.0,0.58,20.0,4.0,4.0,0.0,1.0797588067739993e-06,1.1051024638683055e-06,4.1381343854331965e-07,4.5182735447281624e-08
2.0,0.58,20.0,4.0,5.0,0.0,1.5384517627082202e-07,1.5960596212657465e-07,3.50831843585514e-08,2.594796026907533e-09
2.0,0.58,20.0,5.0,0.0,8.47658766486963e-06,3.414972394312795e-05,3.437012729212765e-05,3.229673842450737e-05,9.160340835012148e-06
2.0,0.58,20.0,5.0,1.0,0.0,1.5495477206108545e-05,1.5271227686416118e-05,1.1516464292564591e-05,2.630342736944494e-06
2.0,0.58,20.0,5.0,2.0,0.0,4.221323126682607e-06,4.202416603034143e-06,2.3592048686045317e-06,3.776444041990429e-07
2.0,0.58,20.0,5.0,3.0,0.0,8.800249122638854e-07,8.938328688348237e-07,3.3135344951970456e-07,3.61461883578253e-08
2.0,0.58,20.0,5.0,4.0,0.0,1.5384517627082202e-07,1.5960596212657494e-07,3.50831843585514e-08,2.594796026907533e-09
2.0,0.58,20.0,5.0,5.0,0.0,2.3660605190356883e-08,2.5024130005087248e-08,2.974361325487251e-09,1.4901635225496734e-10
2.0,0.58,50.0,0.0,0.0,0.2624133571646541,0.28049727736418306,0.28030434852163705,0.2889147207992981,0.2407722104741239
2.0,0.58,50.0,0.0,1.0,0.1509874013688478,0.1599446958057043,0.1598721627456477,0.15071070106487025,0.17141825404846792
2.0,0.58,50.0,0.0,2.0,0.06118400976502899,0.05766633352235506,0.05777000354631688,0.05942566594120556,0.06102078342671329
2.0,0.58,50.0,0.0,3.0,0.019748027376956277,0.016777905012275246,0.016874065744962523,0.018546003212689545,0.01448128936901135
2.0,0.58,50.0,0.0,4.0,0.004424778761061947,0.0043013208656486794,0.004348995472593403,0.004551952231282752,0.002577495690966948
2.0,0.58,50.0,0.0,5.0,0.0010462531060639086,0.001014181050357212,0.001032053454749599,0.0009040431104274348,0.00036701063656221876
2.0,0.58,50.0,0.0,6.0,0.00013078163825798857,0.00022533944716975803,0.0002310027448501737,0.00015001940990414954,4.354899209009395e-05
2.0,0.58,50.0,0.0,7.0,0.0,4.790272626629339e-05,4.950311422867824e-05,2.135122306159481e-05,4.429255931484744e-06
2.0,0.58,50.0,1.0,0.0,0.14978856968481624,0.1599446958057043,0.1598721627456477,0.15071070106487022,0.17141825404846792
2.0,0.58,50.0,1.0,1.0,0.09586294084310563,0.09873417919340613,0.09888086315782518,0.0932868268233083,0.12204156685342658
2.0,0.58,50.0,1.0,2.0,0.04479271110336109,0.03800970087688158,0.03800938439340058,0.03998251348496048,0.04344386810703405
2.0,0.58,50.0,1.0,3.0,0.014124416931862767,0.01167687971349928,0.011632653145175243,0.01278572371913227,0.01030998276386779
2.0,0.58,50.0,1.0,4.0,0.0039016522080299928,0.003131782775882853,0.003103413960729188,0.0031568359271874845,0.0018350531828110939
2.0,0.58,50.0,1.0,5.0,0.0010026592266445791,0.0007665483090219021,0.000754853913326063,0.0006278316841859998,0.00026129395254056374
2.0,0.58,50.0,1.0,6.0,0.00015257857796765334,0.00017564853467250986,0.00017178980479013947,0.00010421721128775203,3.1004791520393204e-05
2.0,0.58,50.0,1.0,7.0,0.0,3.829287839960867e-05,3.718655705062093e-05,1.4833593711768983e-05,3.1534175684719786e-06
2.0,0.58,50.0,2.0,0.0,0.06161994855922229,0.05766633352235506,0.05777000354631688,0.05942566594120556,0.06102078342671329
2.0,0.58,50.0,2.0,1.0,0.044574741706264444,0.03800970087688158,0.03800938439340058,0.03998251348496048,0.04344386810703405
2.0,0.58,50.0,2.0,2.0,0.019115916125375998,0.015593005484790824,0.015555997553994044,0.017724414152552014,0.015464974145801686
2.0,0.58,50.0,2.0,3.0,0.0062339247569641225,0.005085807857371761,0.005053516215792314,0.005719989973570256,0.0036701063656221877
2.0,0.58,50.0,2.0,4.0,0.001852739875321505,0.001441762131498308,0.0014240834381513351,0.0014153684921572156,0.0006532348813514093
2.0,0.58,50.0,2.0,5.0,0.0003487510353546362,0.0003712668476923219,0.00036380551178515964,0.0002816306899567191,9.301437456117963e-05
2.0,0.58,50.0,2.0,6.0,4.359387941932953e-05,8.909055892012823e-05,8.644547091818588e-05,4.6754837190855195e-05,1.1036961489651926e-05
2.0,0.58,50.0,2.0,7.0,2.1796939709664764e-05,2.0249733173424738e-05,1.9423204076399836e-05,6.65495349583901e-06,1.122540954391673e-06
2.0,0.58,50.0,3.0,0.0,0.019050525306247002,0.016777905012275246,0.016874065744962523,0.018546003212689545,0.01448128936901135
2.0,0.58,50.0,3.0,1.0,0.014516761846636732,0.011676879713499278,0.011632653145175243,0.01278572371913227,0.01030998276386779
2.0,0.58,50.0,3.0,2.0,0.0066916604908670825,0.005085807857371761,0.005053516215792314,0.005719989973570256,0.0036701063656221877
2.0,0.58,50.0,3.0,3.0,0.0022014909106761412,0.0017642460427351975,0.0017532471832990464,0.0018503949588967632,0.0008709798418018791
2.0,0.58,50.0,3.0,4.0,0.00043593879419329525,0.0005316252481697981,0.000528435622579476,0.00045812779193219686,0.00015502395760196605
2.0,0.58,50.0,3.0,5.0,8.718775883865905e-05,0.00014522534816179764,0.000144203286211419,9.11705058650477e-05,2.2073922979303853e-05
2.0,0.58,50.0,3.0,6.0,2.1796939709664764e-05,3.6865864225518535e-05,3.649643851922605e-05,1.5136103272133021e-05,2.619262226913904e-06
2.0,0.58,50.0,3.0,7.0,0.0,8.836346327251877e-06,8.70201967327041e-06,2.1544457973924203e-06,2.663984215908249e-07
2.0,0.58,50.0,4.0,0.0,0.004882514494964907,0.0043013208656486794,0.004348995472593403,0.004551952231282752,0.002577495690966948
2.0,0.58,50.0,4.0,1.0,0.0033349317755787086,0.0031317827758828524,0.003103413960729188,0.0031568359271874845,0.0018350531828110939
2.0,0.58,50.0,4.0,2.0,0.001656567417934522,0.001441762131498308,0.0014240834381513362,0.0014153684921572156,0.0006532348813514093
2.0,0.58,50.0,4.0,3.0,0.0006103143118706134,0.000531625248169798,0.000528435622579476,0.00045812779193219686,0.00015502395760196605
2.0,0.58,50.0,4.0,4.0,0.0002397663368063124,0.00017064097979232058,0.00017135436698217864,0.00011344033960971537,2.7592403724129817e-05
2.0,0.58,50.0,4.0,5.0,2.1796939709664764e-05,4.964273735766166e-05,5.037512254580456e-05,2.2576093294288055e-05,3.928893340370856e-06
2.0,0.58,50.0,4.0,6.0,0.0,1.3398619002096548e-05,1.3716448514940002e-05,3.7481038766217775e-06,4.661972377839436e-07
2.0,0.58,50.0,4.0,7.0,0.0,3.4062129078583976e-06,3.5086917944011544e-06,5.334992603893498e-07,4.74157215033695e-08
2.0,0.58,50.0,5.0,0.0,0.001024456166354244,0.001014181050357212,0.001032053454749599,0.0009040431104274349,0.00036701063656221876
2.0,0.58,50.0,5.0,1.0,0.0006103143118706134,0.000766548309021902,0.000754853913326063,0.0006278316841859999,0.00026129395254056374
2.0,0.58,50.0,5.0,2.0,0.0006103143118706134,0.000371266847692322,0.00036380551178515964,0.0002816306899567191,9.301437456117963e-05
2.0,0.58,50.0,5.0,3.0,0.00013078163825798857,0.00014522534816179762,0.000144203286211419,9.11705058650477e-05,2.2073922979303853e-05
2.0,0.58,50.0,5.0,4.0,0.00010898469854832381,4.964273735766167e-05,5.0375122545804624e-05,2.2576093294288055e-05,3.928893340370856e-06
2.0,0.58,50.0,5.0,5.0,2.1796939709664764e-05,1.539270509799589e-05,1.5991909984396744e-05,4.492966615843922e-06,5.594366853407323e-07
