block_size,independent_replicate_count,two_clock_selection_fraction,two_clock_transfer_pass_fraction,single_clock_transfer_pass_fraction,maximum_fano_relative_error,maximum_count_tv_distance,gamma_pair_distribution_pass_fraction,hmm_pair_distribution_pass_fraction,maximum_two_clock_pair_tv_distance,mean_two_clock_identity_rmse,ci95_low_two_clock_identity_rmse,ci95_high_two_clock_identity_rmse,ci95_critical_value,mean_time_scale_ratio
20.0,5.0,0.0,0.0,1.0,0.026348758087368696,0.014171210433524482,1.0,1.0,0.020387485615203347,0.007834248270767907,0.006595513894221864,0.00907298264731395,2.7764451051977987,22.148319584433928
50.0,5.0,0.0,0.0,1.0,0.03789265884316473,0.02101422458262641,1.0,1.0,0.04228083790659898,0.010013836995338124,0.006360340994859492,0.013667332995816756,2.7764451051977987,2.610698618481546
