potential_protocol,cage_coordinate,primary_stride,frame_time_tau,member_count,epsilon_count,response_pair_count,expected_intervals_per_epsilon,minimum_valid_intervals_per_epsilon,minimum_trace_variance_ratio,maximum_trace_variance_ratio,minimum_mean_squared_mahalanobis,maximum_mean_squared_mahalanobis,maximum_abs_whitened_lag1_correlation,maximum_cross_epsilon_covariance_relative_l2,minimum_cross_epsilon_covariance_correlation,maximum_jacobian_gram_condition_number,observed_tangent_residual_energy,predicted_delta_j_covariance_trace,without_delta_j_predicted_covariance_trace,without_delta_j_null_rejected,integrity_gate_pass,full_horizon_gate_pass,cross_epsilon_gate_pass,trace_variance_gate_pass,mahalanobis_gate_pass,whitened_lag1_gate_pass,microscopic_smooth_cage_tangent_gate_pass,event_clock_claim_allowed,autonomous_single_particle_gle_claim_allowed,fit_parameters_from_macro_observables,thermodynamic_claim_allowed
ka_lj_c3_switch,wendland_c4_force_support_relative_position,5,0.005,8,2,16,320,320,0.8456987595199043,0.8457440309561813,2.7544150760649044,2.7554800976512723,0.040502623310850104,7.984480918995292e-05,0.9999999963004509,2.028639046388585,3.1991322443257366,3.7827259223210388,0.0,True,True,True,True,True,True,True,True,False,False,False,False
