record,model,held_clone_count,trace_variance_ratio,mean_squared_mahalanobis_per_dimension,maximum_absolute_whitened_mean,maximum_absolute_whitened_covariance_error,maximum_absolute_whitened_component_excess_kurtosis,maximum_absolute_whitened_lag1_correlation,maximum_absolute_whitened_state_correlation,minimum_integrated_covariance_eigenvalue,sample_count,every_held_clone_local_noise_gate_pass,mean_center_variance_rate,mean_center_relative_cross_rate,mean_relative_variance_rate,thermodynamic_claim_allowed,exact_covariance_relative_frobenius_rms,exact_covariance_trace_coefficient_of_variation,maximum_primary_to_exact_metric_difference,uncorrelated_null_covariance_error,constant_correlated_projected_noise_allowed,configuration_dependent_noise_required,center_relative_cross_noise_required,autonomous_drift_closure_allowed,autonomous_single_particle_gle_allowed,complete_event_clock_closure_allowed,kramers_escape_claim_allowed
pooled_model,exact_configuration_dependent,4.0,0.9327913746527065,0.93804801305931,0.003926948491334171,0.0683240973755691,0.12057325499397864,0.030432952223897778,0.03238366626542239,0.0006534420081079946,255744.0,1.0,nan,nan,nan,0.0,,,,,,,,,,,
pooled_model,constant_full,4.0,0.9327961699589014,0.9370770518789756,0.0038789537638656366,0.06860373188732138,0.12184893796618956,0.030320980417039275,0.030947522975947616,0.0009971269829997075,255744.0,1.0,2.536669723427544,-0.9078905069354138,0.43911129044328956,0.0,,,,,,,,,,,
pooled_model,constant_block_isotropic,4.0,0.9327961699589014,0.9370706247801649,0.0038653203036215196,0.06937925897868813,0.12178256716932978,0.030321897807462327,0.030681859312421934,0.0010062693116239536,255744.0,1.0,2.536669723427544,-0.9078905069354138,0.43911129044328956,0.0,,,,,,,,,,,
pooled_model,constant_block_uncorrelated,4.0,0.9327961699589014,0.9331892718298893,0.0037696112207997886,0.8236222279278204,0.10477649203976247,0.02993666729749024,0.04063369505634636,0.004387071780034358,255744.0,0.0,2.536669723427544,0.0,0.43911129044328956,0.0,,,,,,,,,,,
pooled_model,constant_single_scalar,4.0,0.9327961699589014,0.9327972715954713,0.003152695602435999,0.7295110774983184,0.10478039474540779,0.0299365268388465,0.0406336540173111,0.014870205274401487,255744.0,0.0,1.487890506935417,0.0,1.487890506935417,0.0,,,,,,,,,,,
verdict,constant_block_isotropic,,,,,,,,,,,,,,,0.0,0.17632819964544655,0.07658685223597447,0.0017018069530004565,0.8236222279278204,1.0,0.0,1.0,0.0,0.0,0.0,0.0
