replicate,temperature,threshold,half_window,event_definition,independence_class,thermodynamic_claim_allowed,event_count,event_rate,particles_with_two_events,exchange_interval_count,exchange_mean,exchange_cv2,stationary_persistence_mean,persistence_exchange_ratio,jump_squared_mean,count_fano,jump_correlation_lag1_over_q,jump_correlation_lag2_over_q,uncorrelated_diffusion,correlated_diffusion
1.0,0.7,0.2,5.0,candelier_phop_contiguous_peak_recursive_ABA_removal,decorrelated_parent_frames_plus_velocity_seeds,0.0,73921.0,0.022557522123893805,3277.0,70644.0,42.33062963592096,0.9589948237004458,41.462742170374916,0.9794974118502228,0.3135013091242935,1.003076352858403,0.059797882603265955,0.007938069525714528,0.0011786354527401537,0.001338307441948806
2.0,0.7,0.2,5.0,candelier_phop_contiguous_peak_recursive_ABA_removal,decorrelated_parent_frames_plus_velocity_seeds,0.0,73673.0,0.022481843149221848,3277.0,70396.0,42.56761747826581,0.9530687534676863,41.56874180318295,0.9765343767338432,0.31281840307369846,0.991871780263851,0.06009280135557539,0.006303576664691762,0.0011721223786821577,0.0013277717397641483
3.0,0.7,0.2,5.0,candelier_phop_contiguous_peak_recursive_ABA_removal,decorrelated_parent_frames_plus_velocity_seeds,0.0,73802.0,0.022521208422337503,3277.0,70525.0,42.62091456930167,0.9661118742667282,41.8987431134059,0.983055937133364,0.3131256264493536,0.960214845324619,0.06275218709375449,0.005575179879753502,0.001175327915940148,0.0013359420395934497
4.0,0.7,0.2,5.0,candelier_phop_contiguous_peak_recursive_ABA_removal,decorrelated_parent_frames_plus_velocity_seeds,0.0,73084.0,0.022302105584375953,3277.0,69807.0,42.77880441789505,0.9644060145798943,42.017470347525,0.9822030072899471,0.3146114497240587,1.0485594038567647,0.05760983465552423,0.003965717248295221,0.0011694162949665906,0.0013134312025023657
5.0,0.7,0.2,5.0,candelier_phop_contiguous_peak_recursive_ABA_removal,decorrelated_parent_frames_plus_velocity_seeds,0.0,73919.0,0.022556911809581935,3277.0,70642.0,42.55978030067099,0.9756920493995052,42.042509782112674,0.9878460246997526,0.3151438425857297,0.9833011261991228,0.06269558694815246,0.010200205994022774,0.001184778644089846,0.0013575094015336152
