replicate,temperature,calibration_time,heldout_time,heldout_diffusion_lag,threshold,half_window,calibration_event_count,calibration_exchange_interval_count,observed_diffusion,uncorrelated_event_diffusion,correlated_event_diffusion,uncorrelated_coverage,correlated_coverage,macro_fit_parameter_count,independence_class,thermodynamic_claim_allowed
1.0,0.45,5000.0,5000.0,4096.0,0.15,5.0,4859.0,2788.0,2.946573173782478e-05,1.0530897724881033e-05,1.4302046606888704e-05,0.3573947465001406,0.48537897290802223,0.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,0.45,5000.0,5000.0,4096.0,0.15,5.0,4891.0,2820.0,2.2619579491826396e-05,1.0566103816907592e-05,1.3774081086938778e-05,0.46712202677002296,0.6089450554072436,0.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,0.45,5000.0,5000.0,4096.0,0.15,5.0,4578.0,2461.0,3.361234848853201e-05,9.851093550252485e-06,1.2850824204792808e-05,0.29307959703004743,0.38232449628377807,0.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
