temperature,independent_replicate_count,lag_count,wave_number_count,maximum_ensemble_msd_relative_error,maximum_ensemble_ngp_absolute_error,maximum_ensemble_fs_absolute_error,maximum_count_tail_probability,diffusion_lag,predicted_diffusion,observed_diffusion,diffusion_relative_error,predicted_alpha_relaxation_time,observed_alpha_relaxation_time,alpha_relaxation_relative_error,predicted_diffusion_alpha_product,observed_diffusion_alpha_product,diffusion_alpha_product_relative_error,calibration_only_two_clock_count_law,calibration_only_jump_distribution,calibration_correlated_jump_kernel,calibration_cage_residual_transfer,jump_direction_correlation_included,preregistered_heldout_prediction_claim_allowed,msd_relative_error_tolerance,ngp_absolute_error_tolerance,fs_absolute_error_tolerance,count_tail_probability_tolerance,diffusion_relative_error_tolerance,alpha_relaxation_relative_error_tolerance,diffusion_alpha_product_relative_error_tolerance,alpha_crossing_ready,curve_transfer_pass,derived_scalar_transfer_pass,joint_macro_transfer_pass,primary_failure,heldout_events_used_in_prediction,macro_fit_parameter_count,thermodynamic_claim_allowed
0.58,5.0,5.0,3.0,0.3185071561419952,0.5274048448604803,0.08708448335028535,0.015113501927580986,600.0,0.0007626234678163076,0.0009857521392586273,0.22635372783480046,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.3,0.03,0.01,0.15,0.2,0.25,0.0,0.0,0.0,0.0,heldout_curve_shape,0.0,0.0,0.0
