block_index,lag,origin_count,particle_count,msd,ngp_3d,overlap_mean,overlap_chi4,fs_k5,fs_k7p25,fs_k9,replicate,temperature,independence_class,thermodynamic_claim_allowed
0.0,1.0,375.0,3277.0,0.04589342421873745,0.16807525181837657,0.8775978028684773,0.4065485065608789,0.8283632601610538,0.6772252872598375,0.5533973552407304,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,2.0,375.0,3277.0,0.05559491200938945,0.2512310247680978,0.8248747838470146,0.8917522688095478,0.7981277350178932,0.6300790710369384,0.4990156167397173,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,4.0,375.0,3277.0,0.06898176752353327,0.3732114417735042,0.7612629437493644,1.7090528404706198,0.7604390881747275,0.5762279730024189,0.4411028518183529,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,8.0,374.0,3277.0,0.09410069145280356,0.4906454813298764,0.662599808420053,2.8689210282095368,0.6972042087301508,0.4929982030924448,0.3568071643971152,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,16.0,372.0,3277.0,0.14059745367786605,0.55044072926383,0.5267660560242288,4.156380100405137,0.5997102243419407,0.38007023725287653,0.25249633813945516,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,32.0,368.0,3277.0,0.23008524304694744,0.511329127408106,0.36263284287060016,4.049224401842942,0.457138110646714,0.24249942283953035,0.1411280156743941,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,64.0,360.0,3277.0,0.4067816257151709,0.3814182967206923,0.19826569016376766,2.631893245854949,0.2738222177976899,0.10660697646536622,0.04910198110229473,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,128.0,344.0,3277.0,0.7624839896052157,0.24106477399933368,0.08087285591614565,0.7842865865316933,0.09939505480247088,0.022585316280533865,0.007428874728653423,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,256.0,312.0,3277.0,1.4764501311983744,0.14399076281862278,0.02665039161835012,0.06424079768602199,0.0128547168138023,0.0019183391350939816,0.0006693427794977945,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,512.0,248.0,3277.0,2.9288985372115675,0.07970030063665612,0.008331528640475651,0.010016437325133994,-0.00011365498132309163,0.0020939851764791386,0.0008034762251466577,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0,1024.0,120.0,3277.0,5.882419984938462,0.0437161426848558,0.002527718441664124,0.0026557996812803034,0.0015795733238594494,-0.0017536947147212632,0.000443741151984585,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,1.0,375.0,3277.0,0.04620477750348296,0.162436929820168,0.8757522123893805,0.38976169260502497,0.8272512834913472,0.6752732501115094,0.5509153028024,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,2.0,375.0,3277.0,0.056050920719651426,0.2427554492281525,0.8219729427321737,0.7655714286101786,0.7965754849215334,0.6274642374215053,0.49576557960773343,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,4.0,375.0,3277.0,0.06946969076650399,0.37054835419869137,0.7588526090936832,1.6994441257247481,0.7589409067157566,0.5739597153538489,0.43865819938595946,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,8.0,374.0,3277.0,0.09467225439029575,0.48088518194688534,0.6592830601877614,3.058361042095849,0.6954188654029204,0.4904256855680856,0.35419006501644673,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,16.0,372.0,3277.0,0.14152581895677394,0.5395395224895283,0.5241738608286494,5.233667827332914,0.5973593417592632,0.3776047317101965,0.25066135228482095,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,32.0,368.0,3277.0,0.23259341829924754,0.4951366976032199,0.35704879860954486,6.072552042202254,0.45235775675526946,0.2382623746160691,0.1378546835932715,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,64.0,360.0,3277.0,0.4117895866135981,0.3824642443463597,0.19545824432916284,4.124746465262944,0.27047619065562967,0.10494725739639396,0.0484691434413585,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,128.0,344.0,3277.0,0.7690116966745288,0.24393877864999003,0.0817111510102121,1.1817950651021187,0.10193847725660678,0.02375847552053403,0.008219604271909434,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,256.0,312.0,3277.0,1.4872134252968543,0.12883603552061063,0.027136491318670138,0.17186735100817221,0.014013157920503373,0.0006660430937140274,0.0006780452989232447,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,512.0,248.0,3277.0,3.0051537727285775,0.06655197372858934,0.008773268233140067,0.010676193804325357,-0.0006026427447463586,0.00011831184388589233,0.00010787695175420454,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
1.0,1024.0,120.0,3277.0,6.018074701481182,0.0543319484580167,0.0027108127352253072,0.002650713728681382,-0.0020994956596286033,0.0008140120360602564,-7.398896426662276e-05,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,1.0,375.0,3277.0,0.046046921751769124,0.16103783409448647,0.8767287152883735,0.4082778150747634,0.8277443197267855,0.6760470680406504,0.5518102360937867,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,2.0,375.0,3277.0,0.05630253249778059,0.2474404217951962,0.8210981588851592,1.066037139117757,0.7958766442876654,0.6264810487362412,0.4947303876262163,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,4.0,375.0,3277.0,0.07009818415806998,0.36670296866954466,0.7553160410944971,2.0276245161902824,0.7570862116522821,0.5711838367017655,0.43549852697775654,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,8.0,374.0,3277.0,0.09598698401670618,0.47495580940777526,0.653535661774905,3.63648483879261,0.6919897475597541,0.48556937661456717,0.34882948298106187,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,16.0,372.0,3277.0,0.1439323030276248,0.5267710831001113,0.5154612959007222,5.325446552106952,0.5918646931853846,0.3708801326338476,0.24428441429947959,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,32.0,368.0,3277.0,0.2375115371342323,0.4696735635722906,0.3467754507701901,5.090866327519436,0.4430703243362554,0.22884536366349847,0.13018638076545996,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,64.0,360.0,3277.0,0.4225308958211155,0.344110851041205,0.18360712711490862,2.230505767376063,0.25732050181177146,0.0956819929435043,0.0429633853156307,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,128.0,344.0,3277.0,0.7883728223423557,0.20945080534208604,0.07381964502416417,0.4693929353065179,0.08934478717062264,0.018237046662609977,0.005355097906438251,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,256.0,312.0,3277.0,1.5222469908047878,0.11655539906687484,0.024445826780279022,0.06032751077028207,0.009914084589853572,0.0007779793288601246,4.622370129196381e-05,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,512.0,248.0,3277.0,2.9820000721116253,0.06036252000326714,0.008101430301121206,0.010423847730072143,0.0014504454906697443,-2.4597374105323138e-05,-0.0009490696675349531,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,1024.0,120.0,3277.0,5.80575405144753,0.03491514970141263,0.0030261417963584583,0.0027544671616993865,0.0001853419446507173,0.0011324090684625377,-3.9181956852715717e-05,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,1.0,375.0,3277.0,0.04597183305529666,0.16370145596613805,0.8767645203946699,0.4430179776896212,0.8280583470002824,0.676686890787705,0.5527340265521389,4.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,2.0,375.0,3277.0,0.05584990410635185,0.24633432536807254,0.8234336283185842,0.9121508501678365,0.7972662416450965,0.6286355041081145,0.4972150920647966,4.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,4.0,375.0,3277.0,0.06874717160902423,0.37947161840197086,0.7634413589665343,1.7430630432984102,0.7612416379505708,0.577510125406949,0.44260589244993065,4.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
