model,replicate,realization,temperature,lag,block_size,block_count,particle_window_count,predicted_msd,observed_msd,msd_relative_error,predicted_ngp,observed_ngp,ngp_absolute_error,surrogate_realizations,surrogate_iteration_count,surrogate_base_seed,heldout_path_used_in_prediction,macro_fit_parameter_count,calibration_path_distribution_used,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25,parent_id,source_doi,source_sha256,source_frame_index,velocity_seed,trajectory_sha256,trajectory_size_bytes,trajectory_hash_scope
phase_randomized_cross_spectrum,1.0,6.0,0.45,200.0,20.0,10.0,789757.0,0.07640982097230795,0.07543971565197483,0.012859344868271894,0.3801600329027255,2.0528096750212144,1.6726496421184889,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9507892833107355,0.9531991465279716,0.002409863217236019,0.8215928710276189,0.8424536039827798,0.020860732955160888,0.5480798249812702,0.6251232912663965,0.07704346628512637,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,6.0,0.45,500.0,20.0,25.0,740602.0,0.1283991528282477,0.12726889615088294,0.008880855507890972,0.6983982382467957,2.240207131422164,1.5418088931753684,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9202042598728498,0.9252086699236458,0.005004410050795993,0.7350490315282956,0.7741688168233672,0.03911978529507165,0.42753403892625846,0.533395281820343,0.10586124289408455,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,6.0,0.45,1000.0,20.0,50.0,658677.0,0.2133157930781714,0.21371648432894896,0.001874872928195992,0.998360971465805,2.035011317785304,1.0366503463194991,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8754813689923702,0.8825336715723144,0.00705230257994427,0.6358646872194826,0.6840225543370759,0.04815786711759329,0.3290890174811221,0.43196745142274323,0.1028784339416211,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,6.0,0.45,2000.0,20.0,100.0,494827.0,0.3786506967935541,0.38494087781746295,0.016340641865766226,1.1575790406753614,1.5320813966552245,0.37450235597986303,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8023738614467291,0.8061233874084176,0.003749525961688538,0.5170107125733872,0.5436221107653332,0.026611398191946023,0.23917626899361305,0.29754222992878293,0.05836596093516988,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,6.0,0.45,3000.0,20.0,150.0,330977.0,0.5436496416020059,0.5507382500974113,0.012871102550352398,1.1933437734216366,1.3301724324025965,0.13682865898095997,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7432405036357874,0.7425593344166428,0.0006811692191446284,0.44025482057427895,0.44897180267658227,0.008716982102303317,0.18744008136778428,0.22221602781950803,0.034775946451723744,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,6.0,0.45,20.0,20.0,1.0,819250.0,0.039293890621701764,0.039439034265083064,0.0036802027759031963,0.6731497953956405,0.6894572448102572,0.016307449414616704,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9743610043604377,0.9742726065504118,8.839781002589753e-05,0.9033942729631821,0.9031194881740169,0.00027478478916520555,0.7278326418627306,0.7273620752980499,0.0004705665646806967,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,6.0,0.45,100.0,20.0,5.0,806142.0,0.05769181856551668,0.0570676716703697,0.010936960925129968,0.5174939326714496,1.6297339342658397,1.11224000159439,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9626161437265417,0.9637263303218477,0.0011101865953060397,0.8618277924185597,0.8712844740845151,0.00945668166595548,0.6298561402951113,0.6701586799370863,0.040302539641975055,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,6.0,0.45,200.0,20.0,10.0,789757.0,0.07688240668664627,0.07543971565197483,0.019123760239593057,0.6306201622177874,2.0528096750212144,1.422189512803427,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9507765035304124,0.9531991465279716,0.0024226429975591213,0.8236464635959209,0.8424536039827798,0.018807140386858934,0.5581852027064973,0.6251232912663965,0.06693808855989924,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,6.0,0.45,500.0,20.0,25.0,740602.0,0.12961920774546487,0.12726889615088294,0.01846728985372459,0.8554482186891783,2.240207131422164,1.3847589127329858,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9199551283889117,0.9252086699236458,0.0052535415347341186,0.736952240557984,0.7741688168233672,0.03721657626538322,0.43413604233356495,0.533395281820343,0.09925923948677806,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,6.0,0.45,1000.0,20.0,50.0,658677.0,0.21583776180322678,0.21371648432894896,0.009925661471263947,1.0675226117860301,2.035011317785304,0.9674887059992741,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8747492744392299,0.8825336715723144,0.007784397133084542,0.6361512170039451,0.6840225543370759,0.04787133733313087,0.3295922363060484,0.43196745142274323,0.10237521511669484,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,6.0,0.45,2000.0,20.0,100.0,494827.0,0.386560868783766,0.38494087781746295,0.004208415005151123,1.2468696971757152,1.5320813966552245,0.2852116994795093,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8007075981503372,0.8061233874084176,0.005415789258080395,0.5156653451958739,0.5436221107653332,0.027956765569459252,0.23717161816586446,0.29754222992878293,0.06037061176291847,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,6.0,0.45,3000.0,20.0,150.0,330977.0,0.5528968423027043,0.5507382500974113,0.003919452126143863,1.3079111980029827,1.3301724324025965,0.022261234399613805,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7421488644479625,0.7425593344166428,0.00041046996868032704,0.4411877613735871,0.44897180267658227,0.007784041302995148,0.1871214866732008,0.22221602781950803,0.03509454114630722,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,7.0,0.45,20.0,20.0,1.0,819250.0,0.03929389062170177,0.039439034265083064,0.0036802027759029743,0.07235900752999824,0.6894572448102572,0.6170982372802589,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9741685339534063,0.9742726065504118,0.00010407259700551119,0.9008771330165887,0.9031194881740169,0.002242355157428211,0.7117620825657222,0.7273620752980499,0.015599992732327705,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,7.0,0.45,100.0,20.0,5.0,806142.0,0.057490311453236354,0.0570676716703697,0.007405940535087474,0.21156102106155728,1.6297339342658397,1.4181729132042824,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9625471647197946,0.9637263303218477,0.0011791656020531116,0.8599449896652138,0.8712844740845151,0.011339484419301327,0.6193123568632103,0.6701586799370863,0.05084632307387604,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,7.0,0.45,200.0,20.0,10.0,789757.0,0.07644085774062186,0.07543971565197483,0.013270756391309702,0.37783666453712716,2.0528096750212144,1.6749730104840872,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.95077260625111,0.9531991465279716,0.0024265402768615107,0.8215564203420139,0.8424536039827798,0.02089718364076587,0.5480950070575896,0.6251232912663965,0.07702828420880692,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,7.0,0.45,500.0,20.0,25.0,740602.0,0.12847336342055696,0.12726889615088294,0.00946395628548613,0.7228516634489575,2.240207131422164,1.5173554679732066,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9202315169027495,0.9252086699236458,0.004977153020896297,0.7354455933454559,0.7741688168233672,0.03872322347791135,0.4282123714659536,0.533395281820343,0.10518291035438943,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,7.0,0.45,1000.0,20.0,50.0,658677.0,0.21368835938920389,0.21371648432894896,0.00013159930004180698,1.0206691890647996,2.035011317785304,1.0143421287205046,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8754760745911153,0.8825336715723144,0.007057596981199121,0.6365027624481835,0.6840225543370759,0.04751979188889244,0.3295305694340678,0.43196745142274323,0.10243688198867545,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,7.0,0.45,2000.0,20.0,100.0,494827.0,0.3814795277408424,0.38494087781746295,0.008991900512737794,1.2357882923840742,1.5320813966552245,0.2962931042711503,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8020212641630146,0.8061233874084176,0.004102123245403044,0.5157752825773337,0.5436221107653332,0.02784682818799944,0.23780667932262514,0.29754222992878293,0.05973555060615779,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
phase_randomized_cross_spectrum,1.0,7.0,0.45,3000.0,20.0,150.0,330977.0,0.5436380941485252,0.5507382500974113,0.012892069776577753,1.2038661611007644,1.3301724324025965,0.12630627130183214,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7420345846692171,0.7425593344166428,0.0005247497474256679,0.439637450936799,0.44897180267658227,0.009334351739783253,0.18285237965996304,0.22221602781950803,0.03936364815954499,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,7.0,0.45,20.0,20.0,1.0,819250.0,0.039293890621701764,0.039439034265083064,0.0036802027759031963,0.6731497953956407,0.6894572448102572,0.01630744941461648,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9743621702457175,0.9742726065504118,8.95636953056611e-05,0.9034088611647433,0.9031194881740169,0.00028937299072639977,0.7278766942584639,0.7273620752980499,0.0005146189604140483,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,7.0,0.45,100.0,20.0,5.0,806142.0,0.05771063399844275,0.0570676716703697,0.011266664807824789,0.508305640609318,1.6297339342658397,1.1214282936565216,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9626061969642569,0.9637263303218477,0.001120133357590869,0.8617954115574682,0.8712844740845151,0.009489062527046954,0.6299224054946634,0.6701586799370863,0.04023627444242295,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,7.0,0.45,200.0,20.0,10.0,789757.0,0.07693427559702512,0.07543971565197483,0.01981131466540953,0.640197648651756,2.0528096750212144,1.4126120263694584,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9507634422507452,0.9531991465279716,0.0024357042772263915,0.8236776522073264,0.8424536039827798,0.018775951775453437,0.5586274428101864,0.6251232912663965,0.06649584845621015,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,7.0,0.45,500.0,20.0,25.0,740602.0,0.1298420866567368,0.12726889615088294,0.02021853401480933,0.8887756820842676,2.240207131422164,1.3514314493378965,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9199367932463758,0.9252086699236458,0.0052718766772700265,0.7371478563172559,0.7741688168233672,0.03702096050611137,0.4341371709702707,0.533395281820343,0.0992581108500723,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,7.0,0.45,1000.0,20.0,50.0,658677.0,0.21550357134630366,0.21371648432894896,0.008361952158093988,1.093980919639923,2.035011317785304,0.9410303981453811,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8751013595930087,0.8825336715723144,0.007432311979305717,0.6374828327699849,0.6840225543370759,0.046539721567091075,0.331952158245169,0.43196745142274323,0.10001529317757424,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,7.0,0.45,2000.0,20.0,100.0,494827.0,0.37966962201692644,0.38494087781746295,0.013693676365117313,1.1494890640223265,1.5320813966552245,0.38259233263289794,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8017267800628427,0.8061233874084176,0.004396607345574899,0.5148225355874319,0.5436221107653332,0.028799575177901326,0.2381753164409854,0.29754222992878293,0.05936691348779752,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
radial_multivariate_surrogate,1.0,7.0,0.45,3000.0,20.0,150.0,330977.0,0.5363249580072208,0.5507382500974113,0.02617085718604284,1.098379556897167,1.3301724324025965,0.23179287550542949,8.0,110.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.742285450751416,0.7425593344166428,0.00027388366522673735,0.43980655715218503,0.44897180267658227,0.009165245524397236,0.1852041516631851,0.22221602781950803,0.037011876156322926,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,5000,45117,a6b7d77a357f762da123171f41fda22dd0fd12b6cf39533a17403dfdc61bfcc3,1574747373,complete_file
contiguous_empirical_path,2.0,-1.0,0.45,20.0,20.0,1.0,819250.0,0.03962103310375001,0.038152024480352674,0.03850408054109522,0.6476841420797537,0.6641054641430317,0.016421322063278065,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9741442483696382,0.975085284203826,0.0009410358341878089,0.9025601834569952,0.9059230562568693,0.003362872799874128,0.7256924666058179,0.7335770580014349,0.007884591395617035,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
contiguous_empirical_path,2.0,-1.0,0.45,100.0,20.0,5.0,806142.0,0.057546163725173696,0.052775278088095054,0.0904000094346229,1.5781210671454424,1.6163795842344126,0.03825851708897021,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9634016162222429,0.9663158180281514,0.0029142018059085117,0.8698982091083203,0.8792594732386941,0.009361264130373859,0.666686710854388,0.6847219017867405,0.018035190932352507,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
contiguous_empirical_path,2.0,-1.0,0.45,200.0,20.0,10.0,789757.0,0.07642040123730201,0.06724485325845257,0.13644981785570454,1.9801766391380742,2.1053026915279753,0.12512605238990115,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9525396673380864,0.9579937366175421,0.005454069279455687,0.8397353763138135,0.8562828584879376,0.016547482174124162,0.6191229205611426,0.6480499865399985,0.02892706597885586,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
contiguous_empirical_path,2.0,-1.0,0.45,500.0,20.0,25.0,740602.0,0.12854117521414857,0.1073797564638258,0.19707083948781023,2.166016519595306,2.3654625478366693,0.19944602824136348,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9242465624430538,0.9359506294503632,0.011704067007309416,0.7703357115818934,0.8005729633027215,0.03023725172082814,0.5261754433310766,0.5679871984961697,0.04181175516509317,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
contiguous_empirical_path,2.0,-1.0,0.45,1000.0,20.0,50.0,658677.0,0.21059031687815138,0.171315127140714,0.22925698619233836,1.8518201348842243,2.1878435702506227,0.33602343536639845,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8825532730907686,0.9031995585846249,0.020646285493856276,0.68171806652053,0.7283672041708552,0.04664913765032519,0.4298356961845905,0.4797847508304132,0.04994905464582272,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
contiguous_empirical_path,2.0,-1.0,0.45,2000.0,20.0,100.0,494827.0,0.36945489830343925,0.30417451341716534,0.2146149069259593,1.4596137749163973,1.7285262993440798,0.26891252442768243,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8103631478555281,0.8413429351086408,0.03097978725311268,0.5546115973833431,0.6109579893966665,0.056346392013323365,0.3139391129732141,0.3600406540179815,0.046101541044767436,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
contiguous_empirical_path,2.0,-1.0,0.45,3000.0,20.0,150.0,330977.0,0.5309184791747529,0.43061894250681476,0.23291947187472095,1.2007620266717107,1.4125656124190522,0.21180358574734148,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.74528758789007,0.7881757849378997,0.04288819704782976,0.46103427904344335,0.5238939683641092,0.06285968932066582,0.23442900253096977,0.28726954685338274,0.052840544322412974,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
phase_randomized_cross_spectrum,2.0,0.0,0.45,20.0,20.0,1.0,819250.0,0.03962103310375002,0.038152024480352674,0.03850408054109544,0.07068989246824353,0.6641054641430317,0.5934155716747882,8.0,0.0,211003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.973955672902627,0.975085284203826,0.0011296113011990405,0.9000855636843293,0.9059230562568693,0.00583749257253996,0.7096776349088281,0.7335770580014349,0.023899423092606842,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
