high_temperature_curve_closure,low_temperature_curve_closure,diffusion_transfer_pass_both_temperatures,high_temperature_alpha_crossing_ready,low_temperature_ngp_absolute_error,low_temperature_fs_absolute_error,high_temperature_ngp_absolute_error,high_temperature_fs_absolute_error,cooling_induced_higher_order_memory_required,additional_mobility_clock_supported,next_minimal_extension,heldout_macro_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
1.0,0.0,1.0,0.0,2.114243101636561,0.2688885206007845,0.15022738795281923,0.02127419520368421,1.0,0.0,non_markov_multiblock_orientation_cage_persistence_kernel,0.0,0.0,0.0
