record,held_clone_index,lag_frames,lag_time,observed_uu_correlation,predicted_uu_correlation,observed_pp_correlation,predicted_pp_correlation,observed_up_correlation,predicted_up_correlation,thermodynamic_claim_allowed,radial_bin_index,sample_count,mean_radius,observed_conditional_radial_force,pmf_predicted_radial_force,temperature_naive_radial_force
correlation,1.0,1.0,0.01,0.9880412827374486,0.9878878214507288,0.9485739770131705,0.9779779945789319,-0.15311475645938885,-0.15465213628603514,0.0,,,,,,
correlation,1.0,2.0,0.02,0.9532817546138291,0.9520050645128328,0.8188580666422901,0.9325236746227951,-0.2914705442694338,-0.3040253481006768,0.0,,,,,,
correlation,1.0,4.0,0.04,0.8292625420116809,0.813882230570345,0.3975696973166409,0.7771689914442627,-0.48462220040465503,-0.5729445059214386,0.0,,,,,,
correlation,1.0,8.0,0.08,0.5119669940123751,0.3341388783725987,-0.4419972354268331,0.275726234396931,-0.44678821741132096,-0.9115840562928605,0.0,,,,,,
correlation,1.0,16.0,0.16,0.36145070653965916,-0.7193367016472467,-0.12504559487405573,-0.7549605353526336,0.1204141368898177,-0.5559433132899506,0.0,,,,,,
correlation,1.0,32.0,0.32,0.390866568605585,0.2083723227449317,-0.061831405591206555,0.2608924423481269,-0.03419886215485334,0.8196256907119331,0.0,,,,,,
correlation,1.0,64.0,0.64,0.3648895818257718,-0.6283672479888955,-0.003461110941404435,-0.6037214064006428,-0.0011762072657566511,0.3846214572161713,0.0,,,,,,
correlation,1.0,100.0,1.0,0.3462448226848182,-0.6007272123642857,0.000911145920372468,-0.6049974420138565,0.0007085954888073951,-0.06664093593981732,0.0,,,,,,
radial_force,1.0,,,,,,,,,0.0,0.0,108.0,0.008220999741230972,-2.3225890663432947,-2.002185662032426,-5.2924310965121935
radial_force,1.0,,,,,,,,,0.0,1.0,175.0,0.00925152630531137,-1.9464898216041904,-2.253165539892921,-5.9558529436346825
radial_force,1.0,,,,,,,,,0.0,2.0,183.0,0.01026083647384129,-1.751730525097612,-2.498978264814811,-6.605616316714886
radial_force,1.0,,,,,,,,,0.0,3.0,256.0,0.011275822676855122,-2.1023729835153766,-2.746173361129306,-7.259033749198213
radial_force,1.0,,,,,,,,,0.0,4.0,268.0,0.0123111524555889,-0.9364320038969455,-2.9983230392347076,-7.9255477607039815
radial_force,1.0,,,,,,,,,0.0,5.0,314.0,0.013358546559360758,-3.0511010193321226,-3.2534109267274895,-8.599828419941137
radial_force,1.0,,,,,,,,,0.0,6.0,378.0,0.014371850850953464,-3.2658731865664854,-3.500196401458456,-9.252163088699014
radial_force,1.0,,,,,,,,,0.0,7.0,378.0,0.015428666821504526,-4.924937517033967,-3.7575789401090884,-9.93250926092717
radial_force,1.0,,,,,,,,,0.0,8.0,453.0,0.016414153165577608,-4.079137508639439,-3.9975894850962157,-10.566935576062843
radial_force,1.0,,,,,,,,,0.0,9.0,538.0,0.01744622780803649,-4.474446757786406,-4.248946390134751,-11.231354029243965
radial_force,1.0,,,,,,,,,0.0,10.0,605.0,0.01848696774512885,-5.292525970671565,-4.502413686758074,-11.901350937141327
radial_force,1.0,,,,,,,,,0.0,11.0,583.0,0.019522882783398702,-5.0240853844444775,-4.7547059020595075,-12.568241721042877
radial_force,1.0,,,,,,,,,0.0,12.0,669.0,0.020528985035709126,-4.540039422092007,-4.99973735413602,-13.215939934642547
radial_force,1.0,,,,,,,,,0.0,13.0,670.0,0.02157697391040161,-6.079360668954743,-5.254970095277623,-13.890603489417314
radial_force,1.0,,,,,,,,,0.0,14.0,775.0,0.022605190941268238,-5.711322129775013,-5.505387497231033,-14.552538528878483
radial_force,1.0,,,,,,,,,0.0,15.0,831.0,0.023601655225886572,-5.464056687969028,-5.748071667792932,-15.194032110252587
radial_force,1.0,,,,,,,,,0.0,16.0,882.0,0.024656967616668364,-5.4362644686267405,-6.005088016691647,-15.873410323281444
radial_force,1.0,,,,,,,,,0.0,17.0,888.0,0.02565947770247349,-6.85425068908809,-6.249244613580356,-16.518796008683218
radial_force,1.0,,,,,,,,,0.0,18.0,887.0,0.026739955752440533,-6.484547355918272,-6.512389939924917,-17.21437511228847
radial_force,1.0,,,,,,,,,0.0,19.0,1022.0,0.027751591782507166,-7.190687017243897,-6.758769117439832,-17.865635804710664
radial_force,1.0,,,,,,,,,0.0,20.0,1002.0,0.02874958686525758,-7.119285588982056,-7.001826106657369,-18.508114867643183
radial_force,1.0,,,,,,,,,0.0,21.0,1062.0,0.02980234566253413,-7.480061998318833,-7.258220539917622,-19.185849154373486
radial_force,1.0,,,,,,,,,0.0,22.0,1082.0,0.030814360106718976,-7.782810428049308,-7.504691878403909,-19.83735345836479
radial_force,1.0,,,,,,,,,0.0,23.0,1113.0,0.03185106431715094,-8.744304316647668,-7.757176292858437,-20.5047522874461
radial_force,1.0,,,,,,,,,0.0,24.0,1178.0,0.032867971468877204,-8.251729692886745,-8.004839227159867,-21.159406368636454
radial_force,1.0,,,,,,,,,0.0,25.0,1165.0,0.033915452099304674,-8.670686782023251,-8.259948187810988,-21.83374273111862
radial_force,1.0,,,,,,,,,0.0,26.0,1198.0,0.03495772617098858,-8.96523087949648,-8.513789115668892,-22.50472726848613
radial_force,1.0,,,,,,,,,0.0,27.0,1259.0,0.03596214393487892,-9.51509844576616,-8.758410318545952,-23.151341059366327
radial_force,1.0,,,,,,,,,0.0,28.0,1204.0,0.03699168638953613,-9.387653759759244,-9.009150521204038,-23.81412936659372
radial_force,1.0,,,,,,,,,0.0,29.0,1233.0,0.038015829231530254,-9.586597061229613,-9.25857567369854,-24.473441566429464
radial_force,1.0,,,,,,,,,0.0,30.0,1256.0,0.039049336038422804,-10.276802378821,-9.510281375621275,-25.13878200377585
radial_force,1.0,,,,,,,,,0.0,31.0,1257.0,0.040065920458159564,-9.914540613546931,-9.757865710070813,-25.793228319868184
radial_force,1.0,,,,,,,,,0.0,32.0,1264.0,0.041092204543095166,-10.277681043750253,-10.007812352171358,-26.453918987175694
radial_force,1.0,,,,,,,,,0.0,33.0,1269.0,0.04214996171406811,-11.735376088546433,-10.265424115739775,-27.134871075781128
radial_force,1.0,,,,,,,,,0.0,34.0,1350.0,0.04315603703610278,-11.106521508012841,-10.510449009074811,-27.782551952483423
radial_force,1.0,,,,,,,,,0.0,35.0,1191.0,0.04419564033959839,-11.874720186519053,-10.763639483953574,-28.451817130033852
radial_force,1.0,,,,,,,,,0.0,36.0,1350.0,0.04520995554490026,-11.752196227090845,-11.010671161944211,-29.10480259447579
radial_force,1.0,,,,,,,,,0.0,37.0,1284.0,0.04623349349273987,-11.628296990147328,-11.259948995324084,-29.76372538174199
radial_force,1.0,,,,,,,,,0.0,38.0,1262.0,0.04727988012480124,-11.745949350526258,-11.514791517839718,-30.437357461149773
radial_force,1.0,,,,,,,,,0.0,39.0,1302.0,0.04829660173361612,-11.891491900016973,-11.762409264041336,-31.091892095423106
radial_force,1.0,,,,,,,,,0.0,40.0,1223.0,0.04932948611359629,-12.150369035746548,-12.01396337682907,-31.756831833140485
radial_force,1.0,,,,,,,,,0.0,41.0,1226.0,0.050357215266172,-12.32459577658521,-12.264261958328808,-32.41845279130747
radial_force,1.0,,,,,,,,,0.0,42.0,1163.0,0.051387742564912686,-12.47586124640587,-12.515242015112346,-33.08187511138205
radial_force,1.0,,,,,,,,,0.0,43.0,1139.0,0.05241250099195394,-12.806967029492634,-12.76481709043788,-33.7415836062608
radial_force,1.0,,,,,,,,,0.0,44.0,1092.0,0.05345502902487082,-12.732648186958587,-13.018719869354705,-34.41273163619235
radial_force,1.0,,,,,,,,,0.0,45.0,1094.0,0.05446950665389811,-12.563036976514026,-13.265791104876596,-35.065821664118324
radial_force,1.0,,,,,,,,,0.0,46.0,1014.0,0.05550880870089539,-13.426725482549868,-13.518908210157921,-35.7348929018427
radial_force,1.0,,,,,,,,,0.0,47.0,991.0,0.05651399191091281,-13.919294204519309,-13.763715833824293,-36.38199946379858
radial_force,1.0,,,,,,,,,0.0,48.0,981.0,0.057551861608226264,-14.477119388131348,-14.016484097104614,-37.05014859809924
radial_force,1.0,,,,,,,,,0.0,49.0,974.0,0.0585842586334723,-14.751750473634903,-14.267919516948458,-37.71477459157247
radial_force,1.0,,,,,,,,,0.0,50.0,941.0,0.05960971942843491,-14.181880277732839,-14.517665650664195,-38.37493524968503
radial_force,1.0,,,,,,,,,0.0,51.0,858.0,0.060646307928067536,-14.720682837426622,-14.770121884300007,-39.042259587651884
radial_force,1.0,,,,,,,,,0.0,52.0,866.0,0.06165387309691914,-15.07999756321912,-15.015509622791273,-39.69089958269394
radial_force,1.0,,,,,,,,,0.0,53.0,849.0,0.06268611174611957,-15.721687779332258,-15.266906470897167,-40.355423618457024
radial_force,1.0,,,,,,,,,0.0,54.0,790.0,0.06373368540445733,-15.785201179618516,-15.5220380880565,-41.02981986949542
radial_force,1.0,,,,,,,,,0.0,55.0,754.0,0.06475903153859848,-15.47877091878135,-15.771756296670674,-41.68990671243755
radial_force,1.0,,,,,,,,,0.0,56.0,720.0,0.06577403766092693,-15.793573352495143,-16.018956244240172,-42.34333696837343
radial_force,1.0,,,,,,,,,0.0,57.0,689.0,0.06680976675296,-16.21028632427278,-16.2712031732138,-43.01010804570926
radial_force,1.0,,,,,,,,,0.0,58.0,676.0,0.06782630165882231,-16.729085385014606,-16.518775448793047,-43.66452248626612
radial_force,1.0,,,,,,,,,0.0,59.0,624.0,0.06884445202835217,-16.219761205606964,-16.766741162919256,-44.31997691349353
radial_force,1.0,,,,,,,,,0.0,60.0,625.0,0.06990348987262941,-17.183761471290392,-17.024664828422758,-45.001753460855014
radial_force,1.0,,,,,,,,,0.0,61.0,573.0,0.07091290514500977,-17.253481018874602,-17.270503150891052,-45.65158449661663
radial_force,1.0,,,,,,,,,0.0,62.0,574.0,0.07193081265979993,-17.430326060334618,-17.518409718892325,-46.3068825813046
radial_force,1.0,,,,,,,,,0.0,63.0,550.0,0.07296537327024766,-17.257126278606123,-17.770372069694172,-46.972901425521265
radial_force,1.0,,,,,,,,,0.0,64.0,510.0,0.07401244328973092,-17.461930318397442,-18.025381027989006,-47.64697344909112
radial_force,1.0,,,,,,,,,0.0,65.0,458.0,0.07501908422028013,-17.028815455565784,-18.270543672606582,-48.295018447455625
radial_force,1.0,,,,,,,,,0.0,66.0,463.0,0.07608342539634956,-18.024348870238672,-18.529758939522267,-48.98020911949484
radial_force,1.0,,,,,,,,,0.0,67.0,435.0,0.07709998040746419,-18.462278378332602,-18.77733611164077,-49.63463650320532
radial_force,1.0,,,,,,,,,0.0,68.0,415.0,0.07812452981946799,-18.438389951507823,-19.026860282341037,-50.29421044052189
radial_force,1.0,,,,,,,,,0.0,69.0,398.0,0.07916707785034613,-19.425684895894268,-19.280767931666883,-50.96537134453632
radial_force,1.0,,,,,,,,,0.0,70.0,357.0,0.08017844756803774,-18.0596738449238,-19.527082250060566,-51.61646059310263
radial_force,1.0,,,,,,,,,0.0,71.0,352.0,0.08120437230045069,-20.710342473209263,-19.776941373551317,-52.27691992011998
radial_force,1.0,,,,,,,,,0.0,72.0,338.0,0.0821982917932729,-19.327000211133004,-20.019005772089443,-52.91677524146977
radial_force,1.0,,,,,,,,,0.0,73.0,297.0,0.08326922771321654,-19.396773353784827,-20.27982715773099,-53.6062114102432
radial_force,1.0,,,,,,,,,0.0,74.0,288.0,0.08427752760133786,-19.749297572755065,-20.52539383363057,-54.255324395339095
radial_force,1.0,,,,,,,,,0.0,75.0,276.0,0.08533276865080248,-19.39966076363134,-20.78239280768841,-54.934656680984745
radial_force,1.0,,,,,,,,,0.0,76.0,250.0,0.08632929499106647,-19.219779341786488,-21.02509209160974,-55.57619021190745
radial_force,1.0,,,,,,,,,0.0,77.0,262.0,0.08735738439659754,-21.23370783711217,-21.275478411015406,-56.23804309003596
radial_force,1.0,,,,,,,,,0.0,78.0,217.0,0.08837304448927095,-22.566174082087777,-21.522837629973942,-56.89189435230912
radial_force,1.0,,,,,,,,,0.0,79.0,204.0,0.08943389259781764,-21.393740493869284,-21.781202176791012,-57.57483629307945
radial_force,1.0,,,,,,,,,0.0,80.0,176.0,0.09047168276879589,-20.06663909249562,-22.03395107180797,-58.24293423072974
radial_force,1.0,,,,,,,,,0.0,81.0,182.0,0.09147253991226004,-22.059495012237925,-22.277705102395814,-58.88725580182407
radial_force,1.0,,,,,,,,,0.0,82.0,168.0,0.09246889880353266,-21.261952052896362,-22.520363604906102,-59.528681534148454
radial_force,1.0,,,,,,,,,0.0,83.0,156.0,0.09347955942320038,-21.808730078456456,-22.766505225824886,-60.179314286844395
radial_force,1.0,,,,,,,,,0.0,84.0,112.0,0.09455495936901107,-23.82589813579015,-23.0284138038843,-60.87162426051479
radial_force,1.0,,,,,,,,,0.0,85.0,117.0,0.09563668895573856,-22.32465298118527,-23.29186393609629,-61.56800906565002
radial_force,1.0,,,,,,,,,0.0,86.0,110.0,0.09665274967325066,-22.369126246467655,-23.53932072534228,-62.22211823808266
radial_force,1.0,,,,,,,,,0.0,90.0,105.0,0.10071690265562942,-22.706536306299306,-24.529125990608794,-64.83849706084898
correlation,2.0,1.0,0.01,0.987803896727562,0.9879761208945469,0.9483370829086093,0.9780659997058417,-0.15418562695256616,-0.15409082185822548,0.0,,,,,,
correlation,2.0,2.0,0.02,0.9524021429243199,0.9523528340768932,0.8180835431917753,0.9328691183996441,-0.29376562865244354,-0.3029490461712024,0.0,,,,,,
correlation,2.0,4.0,0.04,0.8261622217080952,0.8151977959982492,0.3955077574259847,0.7784666674876881,-0.4882921958767294,-0.5711261923237788,0.0,,,,,,
correlation,2.0,8.0,0.08,0.5035258774946834,0.338362319042145,-0.44179137380592726,0.2798252248311287,-0.449305262480773,-0.9101835168724411,0.0,,,,,,
correlation,2.0,16.0,0.16,0.348400881913347,-0.713944975438707,-0.12190308800645683,-0.7501318779344937,0.11875872200851699,-0.5626641127693128,0.0,,,,,,
correlation,2.0,32.0,0.32,0.3781537538444152,0.19312652415569806,-0.06999920478824587,0.24610693049505208,-0.02306689208061285,0.8237835037293194,0.0,,,,,,
correlation,2.0,64.0,0.64,0.3610687687657812,-0.641321406684092,-0.0008919940985843796,-0.6180506397788571,-0.0036536657501260736,0.3618332742273281,0.0,,,,,,
correlation,2.0,100.0,1.0,0.35417800114175063,-0.5948282212444705,0.011123925709553216,-0.6013222856027163,-0.010479006506770793,-0.10097512382621389,0.0,,,,,,
radial_force,2.0,,,,,,,,,0.0,0.0,160.0,0.008381661979367993,-2.704265631385683,-2.026402696022159,-5.344029720591677
radial_force,2.0,,,,,,,,,0.0,1.0,193.0,0.009404149092951316,-1.1099620562150914,-2.273605535830475,-5.995953114467707
radial_force,2.0,,,,,,,,,0.0,2.0,211.0,0.010389501683591812,-2.308169918045929,-2.5118305025639676,-6.624200059119832
radial_force,2.0,,,,,,,,,0.0,3.0,255.0,0.011499488750627269,-3.7335320631218205,-2.780187874971389,-7.331912191905833
radial_force,2.0,,,,,,,,,0.0,4.0,334.0,0.012496044053269165,-2.8643942356270506,-3.021121278988355,-7.967301828071177
radial_force,2.0,,,,,,,,,0.0,5.0,367.0,0.013509044303903307,-4.026472770934762,-3.266030515844854,-8.613176531642063
radial_force,2.0,,,,,,,,,0.0,6.0,379.0,0.014534140618398953,-2.1664532881454432,-3.513864172283119,-9.266763515299784
radial_force,2.0,,,,,,,,,0.0,7.0,455.0,0.015580097962387622,-3.541760370056623,-3.7667413208725256,-9.933651197779204
radial_force,2.0,,,,,,,,,0.0,8.0,480.0,0.016590953619923743,-5.427878260974798,-4.011132067572013,-10.578158538972245
radial_force,2.0,,,,,,,,,0.0,9.0,511.0,0.017612976790448834,-3.5851000753299402,-4.2582227416229514,-11.229786129283546
radial_force,2.0,,,,,,,,,0.0,10.0,593.0,0.01865805671604708,-4.072364192073809,-4.510887760088729,-11.896114382145383
radial_force,2.0,,,,,,,,,0.0,11.0,613.0,0.019704959766905845,-4.829456449313094,-4.7639935486490534,-12.563605034015982
radial_force,2.0,,,,,,,,,0.0,12.0,666.0,0.020706145430942024,-5.420760169443535,-5.006046417616531,-13.201946923441959
radial_force,2.0,,,,,,,,,0.0,13.0,776.0,0.021724462337949533,-4.815697918837303,-5.252241042363323,-13.851211452293725
radial_force,2.0,,,,,,,,,0.0,14.0,789.0,0.022770552241056164,-5.194287671553279,-5.505150239269004,-14.518183652601216
radial_force,2.0,,,,,,,,,0.0,15.0,914.0,0.023801073231888927,-5.782569091671599,-5.754295399175393,-15.175229333548508
radial_force,2.0,,,,,,,,,0.0,16.0,874.0,0.02484248729316524,-6.779687154232698,-6.006074135497665,-15.839220282909404
radial_force,2.0,,,,,,,,,0.0,17.0,902.0,0.0258465360233828,-6.591389107636782,-6.248819197140428,-16.47938762303991
radial_force,2.0,,,,,,,,,0.0,18.0,1008.0,0.026882543261296285,-6.293051833713675,-6.499290746240605,-17.13993125791639
radial_force,2.0,,,,,,,,,0.0,19.0,1040.0,0.02792058307362685,-7.463621676927631,-6.750253703165241,-17.801770833636223
radial_force,2.0,,,,,,,,,0.0,20.0,1170.0,0.028937803126926384,-7.547952865388449,-6.996183145742143,-18.45033602400011
radial_force,2.0,,,,,,,,,0.0,21.0,1064.0,0.02995703237382096,-7.409914361638678,-7.242598343450645,-19.100182247924256
radial_force,2.0,,,,,,,,,0.0,22.0,1155.0,0.031008938501398853,-8.189027632105422,-7.496913706935013,-19.770862791101283
radial_force,2.0,,,,,,,,,0.0,23.0,1175.0,0.03202386432436216,-8.020201983442908,-7.7422884821261295,-20.417965212490135
radial_force,2.0,,,,,,,,,0.0,24.0,1120.0,0.03305881452205523,-8.219881869546056,-7.992504474612628,-21.0778348933981
radial_force,2.0,,,,,,,,,0.0,25.0,1233.0,0.034074469063071725,-9.222055589334403,-8.2380554292096,-21.72540193516221
radial_force,2.0,,,,,,,,,0.0,26.0,1209.0,0.035111854800064526,-8.714731713710139,-8.4888602528152,-22.386824481651665
radial_force,2.0,,,,,,,,,0.0,27.0,1264.0,0.03615044450565641,-8.547335920954117,-8.739956155352534,-23.049014661576113
radial_force,2.0,,,,,,,,,0.0,28.0,1230.0,0.03715522589289417,-9.60064195913645,-8.982878348710301,-23.689649133511807
radial_force,2.0,,,,,,,,,0.0,29.0,1277.0,0.038205397982437,-9.896125446569647,-9.236774480381467,-24.35922407844128
radial_force,2.0,,,,,,,,,0.0,30.0,1269.0,0.03922426860134272,-10.196036289479174,-9.483102973958344,-25.0088416462068
radial_force,2.0,,,,,,,,,0.0,31.0,1274.0,0.040260478182434854,-9.93411050859878,-9.733623442803047,-25.66951429224636
radial_force,2.0,,,,,,,,,0.0,32.0,1285.0,0.04127632437184107,-11.060298096754549,-9.979220731505903,-26.317203526326633
radial_force,2.0,,,,,,,,,0.0,33.0,1314.0,0.04231319686607698,-11.078694165159016,-10.229901470352557,-26.978298836457306
radial_force,2.0,,,,,,,,,0.0,34.0,1292.0,0.04335882238342295,-10.588683776804451,-10.482698394470368,-27.64497495093923
radial_force,2.0,,,,,,,,,0.0,35.0,1241.0,0.04437873947284514,-10.75245458449792,-10.729279889263605,-28.29525973357878
radial_force,2.0,,,,,,,,,0.0,36.0,1273.0,0.045405305785625245,-11.807904434288412,-10.977468941623838,-28.94978396745498
radial_force,2.0,,,,,,,,,0.0,37.0,1191.0,0.04645762687875817,-11.945001223646663,-11.231884629759993,-29.62072908682997
radial_force,2.0,,,,,,,,,0.0,38.0,1167.0,0.0474688319427342,-11.038472565708439,-11.476359851132113,-30.265459204651805
radial_force,2.0,,,,,,,,,0.0,39.0,1237.0,0.048499508212294686,-11.911777898979834,-11.725542552188845,-30.922603889130613
radial_force,2.0,,,,,,,,,0.0,40.0,1215.0,0.049514435013781645,-12.198844987187476,-11.970917563953922,-31.56970693441237
radial_force,2.0,,,,,,,,,0.0,41.0,1185.0,0.05055598205407766,-12.233329491915663,-12.222728450110523,-32.23378266932478
radial_force,2.0,,,,,,,,,0.0,42.0,1127.0,0.05157329043045557,-12.523389217622135,-12.468679246223822,-32.882404173240445
radial_force,2.0,,,,,,,,,0.0,43.0,1134.0,0.0525957323914996,-12.835435275124905,-12.715871169673594,-33.53429877849287
radial_force,2.0,,,,,,,,,0.0,44.0,1068.0,0.053646240838399625,-13.766955651096369,-12.969848621190051,-34.204088180139635
radial_force,2.0,,,,,,,,,0.0,45.0,1036.0,0.05465665756971824,-13.061179005320652,-13.214133250359065,-34.848315668153525
radial_force,2.0,,,,,,,,,0.0,46.0,1010.0,0.0556844796449727,-13.382267423508683,-13.462625903660241,-35.503640558510675
radial_force,2.0,,,,,,,,,0.0,47.0,1013.0,0.05672698221329117,-13.885195532825486,-13.714667804210597,-36.168325524642796
radial_force,2.0,,,,,,,,,0.0,48.0,985.0,0.057764166326976875,-14.557706504583203,-13.96542388211229,-36.829619518949144
radial_force,2.0,,,,,,,,,0.0,49.0,937.0,0.05878594014774376,-13.827648306452422,-14.21245427181586,-37.481088127363776
radial_force,2.0,,,,,,,,,0.0,50.0,896.0,0.059792260011095576,-13.879368339999477,-14.4557484167213,-38.1227035100184
radial_force,2.0,,,,,,,,,0.0,51.0,885.0,0.06083390107017897,-14.82305254997034,-14.707582033444309,-38.78683918998649
radial_force,2.0,,,,,,,,,0.0,52.0,795.0,0.06186197567380239,-14.619656872715716,-14.956135739573543,-39.44232508887779
radial_force,2.0,,,,,,,,,0.0,53.0,807.0,0.0628945437435097,-15.054883458234249,-15.20577581399218,-40.10067595850638
radial_force,2.0,,,,,,,,,0.0,54.0,810.0,0.06391495528010717,-15.598092024485466,-15.452476849407729,-40.75127599370641
radial_force,2.0,,,,,,,,,0.0,55.0,798.0,0.06496430488109507,-16.510737933333886,-15.70617413113371,-41.420326531508366
radial_force,2.0,,,,,,,,,0.0,56.0,733.0,0.06597552773609168,-15.888685249222897,-15.950653653773546,-42.06506799263454
radial_force,2.0,,,,,,,,,0.0,57.0,711.0,0.06701979977918844,-16.406488924122538,-16.203123353544402,-42.73088115098298
radial_force,2.0,,,,,,,,,0.0,58.0,623.0,0.06804451891196414,-18.015249919222796,-16.450865820185697,-43.38422764888425
radial_force,2.0,,,,,,,,,0.0,59.0,689.0,0.06905961224541357,-17.387529261718246,-16.696281093753093,-44.03143687260163
radial_force,2.0,,,,,,,,,0.0,60.0,609.0,0.07010298530536145,-17.831080716345156,-16.94853344977028,-44.69667685194599
radial_force,2.0,,,,,,,,,0.0,61.0,542.0,0.07114421390852324,-18.479537936939966,-17.20026734858608,-45.36054955582307
radial_force,2.0,,,,,,,,,0.0,62.0,552.0,0.07216466131228255,-18.347107174795262,-17.446977055469606,-46.01117245942071
radial_force,2.0,,,,,,,,,0.0,63.0,515.0,0.0731736836897446,-17.937825856601957,-17.690924576983704,-46.65451092703878
radial_force,2.0,,,,,,,,,0.0,64.0,483.0,0.07420046854838742,-17.643270289290484,-17.939166466350073,-47.309174502681394
radial_force,2.0,,,,,,,,,0.0,65.0,450.0,0.0752288905216272,-18.65853543961179,-18.187804154716822,-47.964881879551456
radial_force,2.0,,,,,,,,,0.0,66.0,445.0,0.07629804830957283,-18.123709677318136,-18.446290386838708,-48.64656183859155
radial_force,2.0,,,,,,,,,0.0,67.0,381.0,0.07731065521066331,-18.986819563797134,-18.69110452506468,-49.29218574802911
radial_force,2.0,,,,,,,,,0.0,68.0,379.0,0.07831819570854127,-18.39562109692627,-18.934693778159968,-49.93457939007928
radial_force,2.0,,,,,,,,,0.0,69.0,363.0,0.07938795365474544,-18.331535357223125,-19.1933251082727,-50.61664200157882
